Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:56.06,Brie OAKLEY,25 MAR 1999,USA,1f2,,"New York, NY (USA)",12 MAR 2017,1079
2,9:58.61,Katie MATTHEWS,19 NOV 1990,USA,1,,"Cambridge, MA (USA)",22 JAN 2017,1071
3,10:01.49,Rosa MORIELLO,09 JUL 1992,USA,2,,"Cambridge, MA (USA)",22 JAN 2017,1063
4,10:12.39,Jessica LAWSON,25 JAN 1999,USA,2f2,,"New York, NY (USA)",12 MAR 2017,1029
5,10:12.94,Kelsey CHMIEL,01 AUG 2001,USA,3f2,,"New York, NY (USA)",12 MAR 2017,1028
6,10:13.74,Allie SCHADLER,07 JUL 1999,USA,4f2,,"New York, NY (USA)",12 MAR 2017,1025
7,10:16.13,Rachel SCHILKOWSKY,15 APR 1992,USA,3,,"Cambridge, MA (USA)",22 JAN 2017,1018
8,10:17.34,Maggie FARRELL,,USA,5f2,,"New York, NY (USA)",12 MAR 2017,1015
9,10:18.00,Clara SAVCHIK,31 AUG 2000,USA,6f2,,"New York, NY (USA)",12 MAR 2017,1013
10,10:19.14,Shelby HOULIHAN,08 FEB 1993,USA,1,,"Albuquerque, NM (USA)",05 MAR 2017,1009
11,10:20.08,Holly REES,05 JUN 1993,GBR,4,,"Cambridge, MA (USA)",22 JAN 2017,1006
12,10:21.80,Heather KAMPF,19 JAN 1987,USA,2,,"Albuquerque, NM (USA)",05 MAR 2017,1001
13,10:22.49,Sara SUTHERLAND,31 JAN 1992,USA,3,,"Albuquerque, NM (USA)",05 MAR 2017,999
14,10:22.78,Katie MACKEY,12 NOV 1987,USA,4,,"Albuquerque, NM (USA)",05 MAR 2017,998
15,10:24.32,Jacqueline GAUGHAN,1999,USA,7f2,,"New York, NY (USA)",12 MAR 2017,994
16,10:24.80,Katie MCMENAMIN,,USA,5,,"Albuquerque, NM (USA)",05 MAR 2017,992
17,10:26.36,Rebecca STORY,12 OCT 1999,USA,8f2,,"New York, NY (USA)",12 MAR 2017,988
18,10:26.78,Kayla WINDEMULLER,01 AUG 2000,USA,9f2,,"New York, NY (USA)",12 MAR 2017,987
19,10:27.10,Sara PLATEK,20 OCT 1998,USA,10f2,,"New York, NY (USA)",12 MAR 2017,986
20,10:34.31,Kristen GARCIA,07 NOV 1999,USA,1f1,,"New York, NY (USA)",12 MAR 2017,964
21,10:36.07,London CULBREATH,01 MAR 2002,USA,1f1,,"College Station, TX (USA)",07 JAN 2017,959
22,10:38.55,India JOHNSON,,USA,2f1,,"New York, NY (USA)",12 MAR 2017,952
23,10:40.70,Jacqueline GAUGHAN,1999,USA,1f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,946
24,10:40.81,Annie HILL,30 SEP 1999,USA,11f2,,"New York, NY (USA)",12 MAR 2017,946
25,10:41.29,Caroline FISCHER,,USA,2f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,944
26,10:41.62,Libby DAVIDSON,28 MAY 1999,USA,3f1,,"New York, NY (USA)",12 MAR 2017,943
27,10:42.12,Alyssa ALDRIDGE,,USA,4f1,,"New York, NY (USA)",12 MAR 2017,942
28,10:42.38,MaryGrace RITTLER,,USA,5f1,,"New York, NY (USA)",12 MAR 2017,941
29,10:42.71,Abbey GREEN,,USA,12f2,,"New York, NY (USA)",12 MAR 2017,940
30,10:44.21,Amanda VESTRI,01 SEP 1999,USA,13f2,,"New York, NY (USA)",12 MAR 2017,936
31,10:44.22,Emma SPENCER,16 JAN 1990,USA,5,,"Cambridge, MA (USA)",22 JAN 2017,936
32,10:44.36,Grace CONNOLLY,22 JAN 2001,USA,3f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,935
33,10:44.62,Emily LIPARI,19 NOV 1992,USA,6,,"Albuquerque, NM (USA)",05 MAR 2017,935
34,10:44.70,Eleanor LAWLER,,USA,4f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,934
35,10:45.79,Hannah BUTLER,,USA,6f1,,"New York, NY (USA)",12 MAR 2017,931
36,10:46.14,Karoline SKATTEBOE,28 JUL 1993,NOR,6,,"Cambridge, MA (USA)",22 JAN 2017,930
37,10:46.20,Rachel SCHILKOWSKY,15 APR 1992,USA,7,,"Albuquerque, NM (USA)",05 MAR 2017,930
38,10:46.29,Heather HOLT,21 AUG 2000,USA,1f2,,"New York, NY (USA)",10 MAR 2017,930
39,10:46.35,Emily OREN,20 SEP 1993,USA,8,,"Albuquerque, NM (USA)",05 MAR 2017,930
40,10:46.93,TaShala TURNER,,USA,2f2,,"New York, NY (USA)",10 MAR 2017,928
41,10:47.35,Isabel ZIMMERMANN,,USA,3f2,,"New York, NY (USA)",10 MAR 2017,927
42,10:48.51,Katrina COOGAN,15 NOV 1993,USA,9,,"Albuquerque, NM (USA)",05 MAR 2017,924
43,10:49.55,Eleanor LAWLER,,USA,7f1,,"New York, NY (USA)",12 MAR 2017,921
44,10:49.58,Eva SCOTT,,USA,8f1,,"New York, NY (USA)",12 MAR 2017,920
45,10:49.62,Caitlin FAHEY,,USA,7,,"Cambridge, MA (USA)",22 JAN 2017,920
46,10:50.18,Ana BARROTT,,USA,9f1,,"New York, NY (USA)",12 MAR 2017,919
47,10:51.37,Katherine COLLINS,,USA,5f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,915
48,10:51.87,Brianna O'BRIEN,25 MAR 1999,USA,4f2,,"New York, NY (USA)",10 MAR 2017,914
49,10:52.38,Ayla GRANADOS,18 SEP 1991,USA,10,,"Albuquerque, NM (USA)",05 MAR 2017,913
50,10:53.02,Rachel SESSA,,USA,6f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,911
51,10:53.63,Katelynn ROMANCHICK,,USA,7f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,909
52,10:53.76,Madeleine HUNT,,USA,8f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,909
53,10:54.25,Isabel ZIMMERMANN,,USA,1,,"Lynchburg, VA (USA)",14 JAN 2017,907
54,10:54.87,Katelynn ROMANCHICK,,USA,5f2,,"New York, NY (USA)",10 MAR 2017,905
55,10:55.12,Bridgid SELFORS,,USA,9f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,905
56,10:55.51,Clare VEVERKA,,USA,10f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,904
57,10:55.67,Bridgid SELFORS,,USA,6f2,,"New York, NY (USA)",10 MAR 2017,903
58,10:55.84,Kyleigh EDWARDS,,USA,7f2,,"New York, NY (USA)",10 MAR 2017,903
59,10:55.89,Sara LEATHERWOOD,,USA,11f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,903
60,10:56.24,Abbe GOLDSTEIN,18 JUN 1999,USA,1,,NY (USA),30 DEC 2016,902
61,10:56.34,Grace CONNOLLY,22 JAN 2001,USA,1f2,,"Boston, MA (USA)",26 FEB 2017,901
62,10:57.18,Rachel SESSA,,USA,2f2,,"Boston, MA (USA)",26 FEB 2017,899
63,10:57.46,Sophia JACOBS-TOWNSLEY,,USA,3f2,,"Boston, MA (USA)",26 FEB 2017,898
64,10:58.02,Christina SAWYER,,USA,1f1,,"New York, NY (USA)",10 MAR 2017,897
65,10:59.30,Keelin HAYS,,USA,10f1,,"New York, NY (USA)",12 MAR 2017,893
66,10:59.61,Kelly WESOLOWSKI,,USA,8f2,,"New York, NY (USA)",10 MAR 2017,892
67,10:59.94,Morgan MCCORMICK,,USA,12f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,891
68,11:00.62,Kylee RAFTIS,1999,CAN,11f1,,"New York, NY (USA)",12 MAR 2017,889
69,11:00.98,Sarah CAVANAUGH,,USA,13f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,888
70,11:01.30,Noel PALMER,10 JUN 1999,USA,2f1,,"New York, NY (USA)",10 MAR 2017,887
71,11:01.83,Morgan LEWIS,,USA,3f1,,"New York, NY (USA)",10 MAR 2017,886
72,11:02.11,Sophia JACOBS-TOWNSLEY,,USA,14f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,885
73,11:03.00,Kelly IOCCA,,USA,9f2,,"New York, NY (USA)",10 MAR 2017,883
74,11:03.04,Doria MARTINGAYLE,,USA,2,,"Lynchburg, VA (USA)",14 JAN 2017,883
75,11:03.13,Julia LAMBERT,,USA,3,,"Lynchburg, VA (USA)",14 JAN 2017,882
76,11:03.40,Julia ROBITAILLE,,USA,1f1,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,882
77,11:03.44,Anna CAMPBELL,,USA,10f2,,"New York, NY (USA)",10 MAR 2017,881
78,11:05.02,Katherine COLLINS,,USA,4f2,,"Boston, MA (USA)",26 FEB 2017,877
79,11:05.11,Marie-Lyssa LAFONTAINE,17 JUN 1999,CAN,14f2,,"New York, NY (USA)",12 MAR 2017,877
80,11:05.25,Alexandra THOMAS,,USA,4f1,,"New York, NY (USA)",10 MAR 2017,876
81,11:05.74,Sophia JACOBS-TOWNSLEY,,USA,5f1,,"New York, NY (USA)",10 MAR 2017,875
82,11:07.16,Clare VEVERKA,,USA,11f2,,"New York, NY (USA)",10 MAR 2017,871
83,11:07.26,Samantha MARIN,,USA,4,,"Lynchburg, VA (USA)",14 JAN 2017,871
84,11:09.09,Sarah CAVANAUGH,,USA,6f1,,"New York, NY (USA)",10 MAR 2017,866
85,11:09.13,Sarah CAVANAUGH,,USA,5f2,,"Boston, MA (USA)",26 FEB 2017,866
86,11:09.58,Ailene EDWARDS,,USA,7f1,,"New York, NY (USA)",10 MAR 2017,864
87,11:10.16,Ella KETCHUM,,USA,12f1,,"New York, NY (USA)",12 MAR 2017,863
88,11:10.40,Molly BARRICK,,USA,8f1,,"New York, NY (USA)",10 MAR 2017,862
89,11:10.52,Nora HONRATH,,USA,1,,"New York, NY (USA)",28 FEB 2017,862
90,11:10.68,Regina ROSATI,,USA,9f1,,"New York, NY (USA)",10 MAR 2017,861
91,11:11.21,Katherine DOKHOLYAN,,USA,10f1,,"New York, NY (USA)",10 MAR 2017,860
92,11:14.87,Isabel HEBNER,,USA,2,,"New York, NY (USA)",28 FEB 2017,850
93,11:15.27,Hannah MORAN,,USA,5,,"Lynchburg, VA (USA)",14 JAN 2017,849
94,11:15.90,Madaket NOBILI,,USA,6f2,,"Boston, MA (USA)",26 FEB 2017,847
95,11:16.05,Devon HOERNLEIN,,USA,11f1,,"New York, NY (USA)",10 MAR 2017,847
96,11:16.12,Bridget KANALEY,,USA,12f1,,"New York, NY (USA)",10 MAR 2017,846
97,11:16.38,Maggie MAIER,,USA,13f1,,"New York, NY (USA)",10 MAR 2017,846
98,11:17.34,Meredith BLOSS,,USA,15f2,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,843
99,11:17.78,Shayna COUSINEAU,,USA,2f1,,"Reggie Lewis Center, Boston, MA (USA)",04 MAR 2017,842
100,11:18.59,Lauren KROEPFL,,USA,3,,"New York, NY (USA)",28 FEB 2017,840
101,11:19.45,Corinne BARNEY,,USA,4,,"New York, NY (USA)",28 FEB 2017,837
102,11:19.75,Tricia TERRY,,USA,11,,"Albuquerque, NM (USA)",05 MAR 2017,837
103,11:19.83,Stephanie CASALETTO,,USA,7f2,,"Boston, MA (USA)",26 FEB 2017,836
