Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:31.38,Shelby HOULIHAN,08 FEB 1993,USA,1f2,,"New York, NY (USA)",24 FEB 2019,1157
2,9:33.70,Katie MACKEY,12 NOV 1987,USA,2f2,,"New York, NY (USA)",24 FEB 2019,1149
3,9:34.65,Ellinor PURRIER,20 FEB 1995,USA,3f2,,"New York, NY (USA)",24 FEB 2019,1146
4,9:41.12,Emily LIPARI,19 NOV 1992,USA,4f2,,"New York, NY (USA)",24 FEB 2019,1126
5,9:45.11,Katrina COOGAN,15 NOV 1993,USA,5f2,,"New York, NY (USA)",24 FEB 2019,1113
6,9:46.11,Mel LAWRENCE,29 AUG 1989,USA,6f2,,"New York, NY (USA)",24 FEB 2019,1110
7,9:48.98,Eleanor FULTON,17 MAY 1993,USA,7f2,,"New York, NY (USA)",24 FEB 2019,1101
8,9:50.17,Grace BARNETT,29 JUN 1995,USA,1f1,,"New York, NY (USA)",24 FEB 2019,1097
9,9:51.05,Katelyn TUOHY,18 MAR 2002,USA,1f3,,"New York, NY (USA)",10 MAR 2019,1095
10,9:51.15,Erika KEMP,26 JAN 1995,USA,8f2,,"New York, NY (USA)",24 FEB 2019,1094
11,9:52.64,Dana GIORDANO,30 DEC 1993,USA,2f1,,"New York, NY (USA)",24 FEB 2019,1090
12,9:52.85,Emily OREN,20 SEP 1993,USA,3f1,,"New York, NY (USA)",24 FEB 2019,1089
13,9:53.25,Amanda ECCLESTON,18 JUN 1990,USA,9f2,,"New York, NY (USA)",24 FEB 2019,1088
14,9:54.27,Maddie ALM,09 JAN 1993,USA,4f1,,"New York, NY (USA)",24 FEB 2019,1085
15,9:54.93,Kaitlyn PEALE,16 AUG 1989,USA,5f1,,"New York, NY (USA)",24 FEB 2019,1083
16,9:55.50,Nikki HILTZ,23 OCT 1994,USA,10f2,,"New York, NY (USA)",24 FEB 2019,1081
17,9:55.92,Allie BUCHALSKI,12 JAN 1995,USA,11f2,,"New York, NY (USA)",24 FEB 2019,1080
18,9:57.83,Samantha NADEL,05 JUN 1994,USA,6f1,,"New York, NY (USA)",24 FEB 2019,1074
19,9:58.22,Marlee STARLIPER,21 JUL 2002,USA,7f1,,"New York, NY (USA)",24 FEB 2019,1073
20,9:58.42,Katelynne HART,02 NOV 2001,USA,2f3,,"New York, NY (USA)",10 MAR 2019,1072
21,10:00.32,Heather KAMPF,19 JAN 1987,USA,12f2,,"New York, NY (USA)",24 FEB 2019,1066
22,10:01.52,Sydney THORVALDSON,07 MAR 2003,USA,3f3,,"New York, NY (USA)",10 MAR 2019,1062
23,10:02.91,Leah ROSENFELD,28 JUL 1988,USA,8f1,,"New York, NY (USA)",24 FEB 2019,1058
24,10:08.50,Ellie ABRAHAMSON,11 NOV 1995,USA,13f2,,"New York, NY (USA)",24 FEB 2019,1041
25,10:17.26,Ayla GRANADOS,18 SEP 1991,USA,14f2,,"New York, NY (USA)",24 FEB 2019,1015
26,10:18.34,Kathryn LAZARCHICK,27 OCT 1994,USA,15f2,,"New York, NY (USA)",24 FEB 2019,1012
27,10:18.73,Grace CONNOLLY,22 JAN 2001,USA,1,,"Boston, MA (USA)",18 DEC 2018,1010
28,10:19.14,Taylor EWERT,21 NOV 2001,USA,4f3,,"New York, NY (USA)",10 MAR 2019,1009
29,10:19.88,Grace CONNOLLY,22 JAN 2001,USA,5f3,,"New York, NY (USA)",10 MAR 2019,1007
30,10:21.00,Abby LOVEYS,,USA,6f3,,"New York, NY (USA)",10 MAR 2019,1004
31,10:23.05,Emma WILSON,03 NOV 2000,USA,7f3,,"New York, NY (USA)",10 MAR 2019,998
32,10:23.47,Katy KUNC,18 OCT 1995,USA,16f2,,"New York, NY (USA)",24 FEB 2019,996
33,10:24.73,Sarah CONNELLY,,USA,8f3,,"New York, NY (USA)",10 MAR 2019,993
34,10:25.58,Eden MEYER,12 MAY 1996,USA,9f1,,"New York, NY (USA)",24 FEB 2019,990
35,10:25.63,Julia TRETHAWAY,,USA,1f2,,"New York, NY (USA)",10 MAR 2019,990
36,10:26.45,Tasia POTASINSKI,24 NOV 1989,USA,10f1,,"New York, NY (USA)",24 FEB 2019,988
37,10:27.71,Jenna HINKLE,30 JAN 1996,USA,11f1,,"New York, NY (USA)",24 FEB 2019,984
38,10:27.92,Jenna SCHULZ,,USA,9f3,,"New York, NY (USA)",10 MAR 2019,983
39,10:30.10,Tricia TERRY,,USA,12f1,,"New York, NY (USA)",24 FEB 2019,977
40,10:30.64,Skylar BOOGERD,03 MAY 2001,USA,2f2,,"New York, NY (USA)",10 MAR 2019,975
41,10:31.26,Natalie COOK,14 MAY 2003,USA,3f2,,"New York, NY (USA)",10 MAR 2019,973
42,10:32.77,Nicole VANASSE,26 MAY 2002,USA,1f1,,"New York, NY (USA)",10 MAR 2019,969
43,10:34.31,Gracelyn LARKIN,2001,CAN,10f3,,"New York, NY (USA)",10 MAR 2019,964
44,10:34.67,Lydia RUSSELL,11 APR 2002,USA,4f2,,"New York, NY (USA)",10 MAR 2019,963
45,10:34.79,Sarah ROFFMAN,,USA,5f2,,"New York, NY (USA)",10 MAR 2019,963
46,10:35.00,Gionna QUARZO,,USA,6f2,,"New York, NY (USA)",10 MAR 2019,962
47,10:35.30,Jenna STRANGE,,USA,7f2,,"New York, NY (USA)",10 MAR 2019,962
48,10:37.65,Alyssa ALDRIDGE,,USA,1,,NY (USA),15 DEC 2018,955
49,10:37.81,Margaret DONAHUE,,USA,2f1,,"New York, NY (USA)",10 MAR 2019,954
50,10:37.94,Noelle ADRIAENS,,USA,3f1,,"New York, NY (USA)",10 MAR 2019,954
51,10:38.97,Sarah TRAINOR,23 MAY 2002,USA,1,,"New York, NY (USA)",18 JAN 2019,951
52,10:39.01,Faith DEMARS,26 MAY 2002,USA,11f3,,"New York, NY (USA)",10 MAR 2019,951
53,10:39.56,Elizabeth SULLIVAN,,USA,8f2,,"New York, NY (USA)",10 MAR 2019,949
54,10:40.44,Brooke RAUBER,12 JUL 2002,USA,12f3,,"New York, NY (USA)",10 MAR 2019,947
55,10:40.46,Sophia JACOBS-TOWNSLEY,,USA,4f1,,"New York, NY (USA)",10 MAR 2019,947
