Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:18.35,Jenny SIMPSON,23 AUG 1986,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1199
2,9:27.05,Sentayehu EJIGU,28 JUN 1985,ETH,2,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1171
3,9:29.03,Buze DIRIBA,09 FEB 1994,ETH,3,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1164
4,9:31.41,Gotytom GEBRESLASE,15 JAN 1995,ETH,4,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1157
5,9:38.28,Jordan HASAY,21 SEP 1991,USA,1,,"New York, NY (USA)",31 JAN 2015,1135
6,9:39.38,Nicole TULLY,30 OCT 1986,USA,2,,"New York, NY (USA)",31 JAN 2015,1131
7,9:39.46,Buze DIRIBA,09 FEB 1994,ETH,3,,"New York, NY (USA)",31 JAN 2015,1131
8,9:39.61,Marielle HALL,28 JAN 1992,USA,4,,"New York, NY (USA)",31 JAN 2015,1131
9,9:42.58,Ashley HIGGINSON,17 MAR 1989,USA,5,,"New York, NY (USA)",31 JAN 2015,1121
10,9:42.78,Liz COSTELLO,23 FEB 1988,USA,6,,"New York, NY (USA)",31 JAN 2015,1121
11,9:43.94,Shannon ROWBURY,19 SEP 1984,USA,1,,"Boston, MA (USA)",01 MAR 2015,1117
12,9:44.69,Jordan HASAY,21 SEP 1991,USA,2,,"Boston, MA (USA)",01 MAR 2015,1115
13,9:47.73,Brianna FELNAGLE,09 DEC 1986,USA,3,,"Boston, MA (USA)",01 MAR 2015,1105
14,9:49.70,Nicole TULLY,30 OCT 1986,USA,4,,"Boston, MA (USA)",01 MAR 2015,1099
15,9:49.71,Amanda MERGAERT,04 SEP 1991,USA,5,,"Boston, MA (USA)",01 MAR 2015,1099
16,9:52.30,Liz COSTELLO,23 FEB 1988,USA,6,,"Boston, MA (USA)",01 MAR 2015,1091
17,9:56.08,Hannah DAVIDSON,15 APR 1990,USA,7,,"Boston, MA (USA)",01 MAR 2015,1079
18,9:56.32,Kristen FINDLEY,03 DEC 1990,USA,8,,"Boston, MA (USA)",01 MAR 2015,1078
19,9:56.77,Sarah BOYLE,27 MAY 1986,USA,9,,"Boston, MA (USA)",01 MAR 2015,1077
20,9:56.85,Katie MATTHEWS,19 NOV 1990,USA,10,,"Boston, MA (USA)",01 MAR 2015,1077
21,9:58.77,Kerri GALLAGHER,31 MAY 1989,USA,7,,"New York, NY (USA)",31 JAN 2015,1071
22,10:00.17,Nicol TRAYNOR,06 MAY 1989,USA,11,,"Boston, MA (USA)",01 MAR 2015,1067
23,10:02.86,Ryen FRAZIER,14 FEB 1997,USA,1f2,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,1058
24,10:04.14,Stephanie GARCIA,03 MAY 1988,USA,5,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1054
25,10:06.21,Frances KOONS,02 APR 1986,USA,8,,"New York, NY (USA)",31 JAN 2015,1048
26,10:09.32,Frances KOONS,02 APR 1986,USA,12,,"Boston, MA (USA)",01 MAR 2015,1039
27,10:09.34,Esther ATKINS,20 APR 1986,USA,13,,"Boston, MA (USA)",01 MAR 2015,1039
28,10:14.28,Dana MECKE,20 SEP 1987,USA,9,,"New York, NY (USA)",31 JAN 2015,1024
29,10:14.46,Marielle HALL,28 JAN 1992,USA,14,,"Boston, MA (USA)",01 MAR 2015,1023
30,10:18.54,Joanna MURPHY,08 MAR 1984,USA,15,,"Boston, MA (USA)",01 MAR 2015,1011
31,10:20.22,Katie MURPHY,,USA,1f17,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,1006
32,10:23.27,Julia HEYMACH,20 NOV 1998,USA,2f17,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,997
33,10:23.70,Audrey BELF,28 DEC 1996,USA,2f2,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,996
34,10:26.09,Hannah DEBALSI,25 FEB 1998,USA,1f2,,"Boston, MA (USA)",27 FEB 2015,989
35,10:26.55,Sydney FITZPATRICK,19 JAN 1989,USA,16,,"Boston, MA (USA)",01 MAR 2015,987
36,10:27.24,Sarah KETTEL,,USA,3f2,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,985
37,10:28.68,Libby DAVIDSON,28 MAY 1999,USA,4f2,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,981
38,10:34.50,Bella BURDA,16 SEP 1997,USA,5f2,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,964
39,10:37.13,Rylee BOWEN,25 JUL 1999,USA,1f1,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,956
40,10:37.57,Abbey WHEELER,29 OCT 1998,USA,2f1,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,955
41,10:38.92,Elly HENES,13 OCT 1998,USA,6f2,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,951
42,10:39.38,Anna FLYNN,,USA,7f2,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,950
43,10:40.89,Sheridan WILBUR,,USA,2f2,,"Boston, MA (USA)",27 FEB 2015,945
44,10:44.66,Makena MORLEY,21 NOV 1996,USA,1,,"Nampa, ID (USA)",06 FEB 2015,935
45,10:44.89,Sheridan WILBUR,,USA,8f2,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,934
46,10:45.56,Emily MULHERN,1996,USA,1f2,,"Armory Track&Field Center, New York, NY (USA)",13 MAR 2015,932
47,10:49.92,Baylee JONES,,USA,3f1,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,920
48,10:50.11,Jaclyn GALLERY,,USA,4f1,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,919
49,10:51.21,Margie CULLEN,17 MAR 1998,USA,1f2,,"Boston, MA (USA)",21 FEB 2015,916
50,10:51.37,Carleen JEFFERS,10 JUL 1997,USA,5f1,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,915
51,10:51.52,Margie CULLEN,17 MAR 1998,USA,3f2,,"Boston, MA (USA)",27 FEB 2015,915
52,10:51.64,Jacqueline GAUGHAN,1999,USA,4f2,,"Boston, MA (USA)",27 FEB 2015,915
53,10:51.65,Anna FLYNN,,USA,1,,"New York, NY (USA)",20 DEC 2014,915
54,10:52.52,Margie CULLEN,17 MAR 1998,USA,6f1,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,912
55,10:52.96,Sheridan WILBUR,,USA,1,,"Hanover, NH (USA)",10 JAN 2015,911
