Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:29.17,Ellinor PURRIER,20 FEB 1995,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1164
2,9:31.98,Dominique SCOTT,24 JUN 1992,RSA,2,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1155
3,9:32.81,Emma COBURN,19 OCT 1990,USA,3,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1152
4,9:36.52,Katrina COOGAN,15 NOV 1993,USA,4,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1140
5,9:36.79,Jessica O'CONNELL,10 FEB 1989,CAN,5,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1139
6,9:39.11,Stephanie GARCIA,03 MAY 1988,USA,6,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1132
7,9:50.02,Camille BUSCOMB,11 JUL 1990,NZL,7,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1098
8,9:50.57,Katie MACKEY,12 NOV 1987,USA,8,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1096
9,10:08.11,Brynn BROWN,27 AUG 2003,USA,1f1,,"Gilliam Indoor Track, College Station, TX (USA)",11 JAN 2020,1042
10,10:29.86,Charlotte BEDNAR,15 APR 2004,USA,1,,"Armory Track&Field Center, New York, NY (USA)",18 FEB 2020,978
11,10:31.44,Jenna HUTCHINS,25 MAR 2004,USA,1,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,973
12,10:35.18,Lydia RUSSELL,11 APR 2002,USA,1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",25 JAN 2020,962
13,10:35.93,Jenna MULHERN,23 MAR 2004,USA,2,,"Ocean Breeze Athl. Complex, New York, NY (USA)",25 JAN 2020,960
14,10:40.82,Carmel FITZGIBBON,,USA,1f2,,"Reggie Lewis Center, Boston, MA (USA)",22 FEB 2020,946
15,10:42.46,Isabelle GOLDSTEIN,,USA,1,,"Armory Track&Field Center, New York, NY (USA)",17 JAN 2020,941
16,10:46.85,Ava JOLLEY,,USA,2,,"Armory Track&Field Center, New York, NY (USA)",17 JAN 2020,928
17,10:48.63,Chloe SCRIMGEOUR,,USA,1f2,,"Reggie Lewis Center, Boston, MA (USA)",29 FEB 2020,923
18,10:50.66,Nicole GARCIA,,USA,3,,"Ocean Breeze Athl. Complex, New York, NY (USA)",25 JAN 2020,917
19,10:50.99,Ava GORDON,,USA,2,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,916
20,10:51.24,Kate TUGMAN,,USA,2f2,,"Reggie Lewis Center, Boston, MA (USA)",29 FEB 2020,916
21,10:51.53,Jenna GOLDBERG,,USA,3,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,915
22,10:53.24,Emily BOUTIN,,USA,2f2,,"Reggie Lewis Center, Boston, MA (USA)",22 FEB 2020,910
23,10:54.53,Sarah CONNELLY,,USA,1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",30 DEC 2019,906
24,10:55.59,Angie ALLEN,,USA,4,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,903
25,10:55.75,Alli CRYTSER,,USA,5,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,903
26,10:55.89,Emily BOUTIN,,USA,3f2,,"Reggie Lewis Center, Boston, MA (USA)",29 FEB 2020,903
27,10:56.97,Brigid MCCABE,,USA,2,,"Armory Track&Field Center, New York, NY (USA)",18 FEB 2020,900
28,10:57.64,Olivia JONES,,USA,3f2,,"Reggie Lewis Center, Boston, MA (USA)",22 FEB 2020,898
29,10:57.70,Sarah NATICCHIA,,USA,4,,"Ocean Breeze Athl. Complex, New York, NY (USA)",25 JAN 2020,897
30,10:57.86,Lindsay STULL,,USA,6,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,897
31,10:58.49,Hope FROST,,USA,7,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,895
32,10:58.76,Kaylie ARMITAGE,,USA,1f1,,"Reggie Lewis Center, Boston, MA (USA)",29 FEB 2020,895
33,10:58.93,Kylie OBLAK,,USA,4f2,,"Reggie Lewis Center, Boston, MA (USA)",22 FEB 2020,894
34,10:59.34,Kylie OBLAK,,USA,4f2,,"Reggie Lewis Center, Boston, MA (USA)",29 FEB 2020,893
35,10:59.76,Rylee PUSTILNIK,2001,USA,3,,"Armory Track&Field Center, New York, NY (USA)",17 JAN 2020,892
36,10:59.82,Alessandra ZAFFINA,,USA,5f2,,"Reggie Lewis Center, Boston, MA (USA)",29 FEB 2020,892
37,11:00.29,Schuyler GOOLEY,,USA,1f2,,"Reggie Lewis Center, Boston, MA (USA)",14 FEB 2020,890
38,11:00.35,Adriana CATALANO,,USA,4,,"Armory Track&Field Center, New York, NY (USA)",17 JAN 2020,890
39,11:00.73,Chloe TRUDEL,,USA,6f2,,"Reggie Lewis Center, Boston, MA (USA)",29 FEB 2020,889
40,11:01.46,Olivia JONES,,USA,2f2,,"Reggie Lewis Center, Boston, MA (USA)",14 FEB 2020,887
41,11:02.35,Carmel FITZGIBBON,,USA,1,,"Dartmouth-Leverone FH, Hanover, NH (USA)",12 JAN 2020,884
42,11:02.81,Gabriella CASTRO,,USA,8,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,883
43,11:02.97,Sophie ATKINSON,04 APR 2003,USA,2f1,,"Gilliam Indoor Track, College Station, TX (USA)",11 JAN 2020,883
44,11:03.03,Chloe TRUDEL,,USA,2,,"Dartmouth-Leverone FH, Hanover, NH (USA)",12 JAN 2020,883
45,11:03.24,Kate TUGMAN,,USA,1,,"USM Fieldhouse, Gorham, ME (USA)",17 FEB 2020,882
46,11:04.99,Sarah ROSS,,USA,5f2,,"Reggie Lewis Center, Boston, MA (USA)",22 FEB 2020,877
47,11:05.18,Sierra DINNEEN,,USA,2,,"Ocean Breeze Athl. Complex, New York, NY (USA)",30 DEC 2019,877
48,11:06.37,Helen SHEARER,,USA,2,,"USM Fieldhouse, Gorham, ME (USA)",17 FEB 2020,873
49,11:06.97,Schuyler GOOLEY,,USA,6f2,,"Reggie Lewis Center, Boston, MA (USA)",22 FEB 2020,872
50,11:07.67,Caroline TOWLE,,USA,7f2,,"Reggie Lewis Center, Boston, MA (USA)",29 FEB 2020,870
51,11:07.68,Oakley OLSON,,USA,9,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,870
52,11:09.15,Sarah ROSS,,USA,8f2,,"Reggie Lewis Center, Boston, MA (USA)",29 FEB 2020,866
53,11:09.25,Kylie OBLAK,,USA,1f2,,"Reggie Lewis Center, Boston, MA (USA)",13 FEB 2020,865
54,11:10.27,Hannah DOHERTY,,USA,3f2,,"Reggie Lewis Center, Boston, MA (USA)",14 FEB 2020,862
54,11:10.27,Elizabeth STOCKMAN,,USA,9f2,,"Reggie Lewis Center, Boston, MA (USA)",29 FEB 2020,862
56,11:10.52,Mary HEINEN,,USA,10,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,862
57,11:10.85,Kathryn ALTIERI,,USA,5,,"Ocean Breeze Athl. Complex, New York, NY (USA)",25 JAN 2020,861
58,11:10.90,Sarah ROSS,,USA,2f2,,"Reggie Lewis Center, Boston, MA (USA)",13 FEB 2020,861
59,11:12.86,Alessandra ZAFFINA,,USA,5,,"Armory Track&Field Center, New York, NY (USA)",17 JAN 2020,855
60,11:13.75,Savannah DENNISON,,USA,11,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,853
61,11:13.97,Lindsay MACLELLAN,,USA,7f2,,"Reggie Lewis Center, Boston, MA (USA)",22 FEB 2020,852
62,11:14.23,Frances WHITWORTH,,USA,12,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,852
63,11:14.41,Emma CURRY,,USA,3f1,,"Gilliam Indoor Track, College Station, TX (USA)",11 JAN 2020,851
64,11:14.64,Natalie SHAPIRO,,USA,6,,"Ocean Breeze Athl. Complex, New York, NY (USA)",25 JAN 2020,850
65,11:14.81,Karley PIERS,,USA,2f1,,"Reggie Lewis Center, Boston, MA (USA)",29 FEB 2020,850
66,11:17.19,Karley PIERS,,USA,3,,"Dartmouth-Leverone FH, Hanover, NH (USA)",12 JAN 2020,844
67,11:17.30,Charlotte TURESSON,,USA,13,,"Liberty Indoor Complex, Lynchburg, VA (USA)",18 JAN 2020,843
68,11:17.68,Tessa MCCLAIN,,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",27 DEC 2019,842
69,11:19.15,Molly KILEY,,USA,8f2,,"Reggie Lewis Center, Boston, MA (USA)",22 FEB 2020,838
