Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:10.28,Ellinor PURRIER,20 FEB 1995,USA,1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1225
2,9:15.71,Emma COBURN,19 OCT 1990,USA,2,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1207
3,9:22.66,Julie-Anne STAEHLI,21 DEC 1993,CAN,3,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1185
4,9:26.87,Emily LIPARI,19 NOV 1992,USA,4,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1171
5,9:26.95,Helen SCHLACHTENHAUFEN,14 MAR 1995,USA,5,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1171
6,9:27.45,Katrina COOGAN,15 NOV 1993,USA,6,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1169
7,9:30.69,Amy-Eloise MARKOVC,05 AUG 1995,GBR,7,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1159
8,9:45.84,Danielle JONES,21 AUG 1996,USA,8,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1111
9,9:47.95,Sydney THORVALDSON,07 MAR 2003,USA,1,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",17 JAN 2021,1104
10,9:51.00,Brynn BROWN,27 AUG 2003,USA,2,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",17 JAN 2021,1095
11,9:55.09,Sydney THORVALDSON,07 MAR 2003,USA,1f3,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",27 FEB 2021,1082
12,10:07.46,Audrey DADAMIO,,USA,1f2,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",30 JAN 2021,1044
13,10:11.14,Audrey DADAMIO,,USA,2f3,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",27 FEB 2021,1033
14,10:13.57,Audrey DADAMIO,,USA,3,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",17 JAN 2021,1026
