Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:49.82,Ellie SHEA,06 SEP 2005,USA,1f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1099
2,10:07.06,Hanne THOMSEN,,USA,2f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1046
3,10:07.10,Karrie BALOGA,05 OCT 2005,USA,3f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1045
4,10:09.09,Leah STEPHENS,,USA,4f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1039
5,10:09.27,Abbey NECHANICKY,,USA,5f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1039
6,10:12.24,Ciara O'SHEA,,USA,6f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1030
7,10:12.52,Isabel ALLORI,,USA,1f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1029
8,10:12.99,Samantha HUMPHRIES,,USA,2f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1028
9,10:13.97,Gillian BUSHEE,,USA,3f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1025
10,10:15.45,Abby CHEESEMAN,,USA,7f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1020
11,10:15.97,Paityn NOE,,USA,8f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1019
12,10:17.62,Payton GODSEY,,USA,4f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1014
13,10:17.71,Allie ZEALAND,07 SEP 2006,USA,9f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1013
14,10:21.05,Katie CLUTE,,USA,10f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1004
15,10:21.10,Zariel MACCHIA,14 MAY 2006,USA,11f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1003
16,10:24.22,Bethany MICHALAK,,USA,12f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,994
17,10:26.26,Maddie GARDINER,,USA,1f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,988
18,10:26.31,Luna SCORZELLI,,USA,2f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,988
19,10:29.58,Gioana LOPIZZO,,USA,13f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,978
20,10:29.66,Addiso KNOBLAUCH,,USA,5f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,978
21,10:32.36,Charlotte SINKE,2005,CAN,3f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,970
22,10:32.64,Chandler WELSH,,USA,1f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,969
23,10:33.99,Hannah SHAFFER,,USA,4f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,965
24,10:34.10,Cate DESOUSA,,USA,6f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,965
25,10:34.21,Hannah ANDREJCZYK,,USA,2f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,965
26,10:34.35,Scout STORMS,,USA,7f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,964
27,10:34.65,Logan ST. JOHN,,USA,8f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,963
28,10:37.07,Sarah PEER,,USA,9f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,956
29,10:37.54,Jaci SIEVERS,,USA,10f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,955
30,10:37.87,Natalie MCLEAN,,USA,11f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,954
31,10:38.82,Tula FAWBUSH,,USA,12f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,951
32,10:38.90,Alexandra FOX,,USA,5f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,951
33,10:38.92,Rylee FERRETTI,,USA,6f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,951
34,10:39.20,Mia KOTLER,,USA,13f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,950
35,10:40.92,Eliana BLACK,,USA,3f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,945
36,10:41.03,Ella GIBBS,,USA,4f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,945
37,10:41.79,Marjourie LOPEZ,,USA,5f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,943
38,10:42.03,Efa PASCHKA,,USA,7f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,942
39,10:42.26,Zoie LAMANNA,,USA,8f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,941
40,10:43.33,Ailish HAWKINS,11 MAR 2005,IRL,6f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,938
41,10:43.42,Chase GILBERT,,USA,7f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,938
42,10:43.79,Evelyn ROGERS,,USA,1f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,937
43,10:44.65,Holly BARKER,,USA,2f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,935
44,10:46.64,Sophia SZOLOSI,,USA,3f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,929
45,10:47.12,Caroline HOOD,,USA,8f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,927
46,10:48.00,Emma O'DAY,,USA,1f3,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,925
47,10:48.49,Annika SANDMAN,,USA,4f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,924
48,10:48.67,Elly VELASQUEZ,,USA,2f3,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,923
49,10:50.01,Hanna HOLLINS,2006,CAN,5f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,919
50,10:50.24,Mary MAC COLLINS,,USA,1f4,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,919
51,10:50.28,Cadence KASPRICK,,USA,3f3,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,918
52,10:51.27,Meg MADISON,,USA,9f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,916
53,10:51.53,Caroline BARTON,,USA,9f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,915
54,10:51.74,Ava CRINITI,,USA,6f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,914
55,10:52.97,Mullane BAUMILLER,,USA,10f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,911
56,10:53.06,Elizabeth RITTER,,USA,2f4,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,911
57,10:53.47,Mary RICHMOND,,USA,7f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,909
57,10:53.47,Paci CLAIRE,,USA,10f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,909
59,10:53.49,Lily JIN,24 NOV 2005,USA,11f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,909
60,10:53.58,Allison ARNSMAN,,USA,11f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,909
61,10:54.19,Jane LYNCH,,USA,1f2,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,907
62,10:55.24,Ella JOHNSON,,USA,3f4,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,904
63,10:55.40,Molly KILEY,,USA,4f4,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,904
64,10:56.56,Josefina RASTRELL,,USA,2f2,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,901
65,10:56.86,Ava MCINTOSH,,USA,4f3,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,900
66,10:57.07,Katherine BOHLKE,,USA,8f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,899
67,10:57.27,Abigail BEVILLE,,USA,9f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,899
68,10:57.28,Olivia MURRAY,2006,USA,3f2,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,899
69,10:57.86,Natalie SPANGHER,,USA,4f2,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,897
70,10:58.86,Abigail KOWALCZYK,,USA,12f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,894
71,10:58.97,Madison CLOR,,USA,5f2,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,894
72,10:59.31,Nicole HARTNELL,08 DEC 2005,CAN,10f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,893
73,11:00.31,Anna MCELHINNEY,,USA,11f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,890
74,11:00.45,Mia WICKARD,,USA,12f5,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,890
75,11:00.79,Molly WEITHMAN,,USA,5f4,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,889
76,11:01.29,Lila WATERS,,USA,5f3,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,887
77,11:01.37,Haylie SMITH,,USA,6f2,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,887
78,11:01.68,Joiner EVANS,,USA,6f3,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,886
79,11:01.73,Kathryn MARCHAND,,USA,12f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,886
80,11:02.60,Reese LANDIS,,USA,1f1,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,884
81,11:02.67,Makaleigh JESSEE,,USA,6f4,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,884
