Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,26:11.00,,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,,"Estadio de Atletismo del Turia, Valencia (ESP)",07 OCT 2020,1306
2,26:58.97,,Nicholas KIPKORIR,29 SEP 1998,KEN,,,"Sportcomplex De Leidse Hout, Leiden (NED)",19 SEP 2020,1228
3,27:01.42,,Richard YATOR,04 JUN 1998,KEN,1f3,,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1224
4,27:01.95,,Jonathan Muia NDIKU,18 SEP 1991,KEN,2f9,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",14 NOV 2020,1223
5,27:02.39,,Benard KIBET,25 NOV 1999,KEN,2f3,,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1222
6,27:02.80,,Bedan KAROKI,21 AUG 1990,KEN,3f3,,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1222
7,27:18.75,,Akira AIZAWA,18 JUL 1997,JPN,1f2,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1196
8,27:20.34,,Cleophas Kandie MEYAN,14 AUG 2000,KEN,4f3,,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1194
9,27:22.06,,Eric JENKINS,24 NOV 1991,USA,1f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",05 DEC 2020,1191
10,27:22.55,,Patrick TIERNAN,11 SEP 1994,AUS,2f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",05 DEC 2020,1190
11,27:23.58,,Edward CHESEREK,02 FEB 1994,KEN,3f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",05 DEC 2020,1189
12,27:25.73,,Tatsuhiko ITO,23 MAR 1998,JPN,2f2,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1185
13,27:26.58,,Sam ATKIN,14 MAR 1993,GBR,4f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",05 DEC 2020,1184
14,27:28.92,,Kazuki TAMURA,16 JUL 1995,JPN,3f2,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1180
15,27:28.97,,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,3,,"Estadio de Atletismo del Turia, Valencia (ESP)",07 OCT 2020,1180
16,27:30.09,,Charles Kamau WANJIKU,16 MAY 2000,KEN,1f7,,"Gion Stadium, Sagamihara (JPN)",23 NOV 2020,1178
17,27:30.81,,Alexander Mutiso MUNYAO,10 SEP 1996,KEN,5f3,,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1177
18,27:34.48,,Stephen KISSA,01 DEC 1988,UGA,4,,"Estadio de Atletismo del Turia, Valencia (ESP)",07 OCT 2020,1171
19,27:34.86,,Daiji KAWAI,22 SEP 1991,JPN,4f2,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1171
20,27:35.57,,Justus SOGET,22 OCT 1999,KEN,1f8,,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",21 NOV 2020,1170
21,27:36.08,,Evans Keitany KIPTUM,27 NOV 1999,KEN,2f8,,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",21 NOV 2020,1169
