Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,27:13.01,Stanley Waithaka MBURU,09 APR 2000,KEN,1f8,,Yokohama (JPN),10 NOV 2018,1205
2,27:14.70,Richard YATOR,04 JUN 1998,KEN,1f12,,Yokohama (JPN),20 OCT 2018,1203
3,27:19.62,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,,Gold Coast (AUS),13 APR 2018,1195
4,27:20.56,Mohammed AHMED,05 JAN 1991,CAN,2,,Gold Coast (AUS),13 APR 2018,1193
5,27:21.08,Rhonex KIPRUTO,12 OCT 1999,KEN,1,,"Ratina Stadium, Tampere (FIN)",10 JUL 2018,1193
6,27:25.86,Merga TULU,12 SEP 1999,ETH,1f7,,Machida (JPN),24 NOV 2018,1185
7,27:26.27,Benard KIMELI,10 SEP 1995,KEN,2f7,,Machida (JPN),24 NOV 2018,1184
8,27:28.27,Jonathan Muia NDIKU,18 SEP 1991,KEN,2f8,,Yokohama (JPN),10 NOV 2018,1181
9,27:28.66,Rodgers KWEMOI,03 MAR 1998,KEN,3,,Gold Coast (AUS),13 APR 2018,1181
10,27:30.25,Jacob KIPLIMO,14 NOV 2000,UGA,4,,Gold Coast (AUS),13 APR 2018,1178
11,27:30.47,Daniel KIPKEMBOI,05 JUL 1996,KEN,3f7,,Machida (JPN),24 NOV 2018,1178
12,27:30.90,Jake ROBERTSON,14 NOV 1989,NZL,5,,Gold Coast (AUS),13 APR 2018,1177
13,27:31.83,Benard KIBET,25 NOV 1999,KEN,4f7,,Machida (JPN),24 NOV 2018,1176
14,27:32.04,Amos KURGAT,07 MAR 1992,KEN,5f7,,Machida (JPN),24 NOV 2018,1175
15,27:32.45,Rodgers KWEMOI,03 MAR 1998,KEN,1,,Kobe (JPN),22 APR 2018,1175
16,27:36.52,Richard RINGER,27 FEB 1989,GER,1f1,,London (GBR),19 MAY 2018,1168
17,27:36.80,Morhad AMDOUNI,21 JUN 1988,FRA,2f1,,London (GBR),19 MAY 2018,1168
18,27:39.65,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,1,,"Palo Alto, CA (USA)",03 MAY 2018,1163
19,27:40.36,Jacob KIPLIMO,14 NOV 2000,UGA,2,,"Ratina Stadium, Tampere (FIN)",10 JUL 2018,1162
20,27:41.12,Wesley LEDAMA,02 JUL 1999,KEN,6f7,,Machida (JPN),24 NOV 2018,1161
21,27:41.20,Soufiane BOUCHIKHI,22 MAR 1990,BEL,2,,"Palo Alto, CA (USA)",03 MAY 2018,1161
22,27:42.16,Alexander Mutiso MUNYAO,10 SEP 1996,KEN,3f8,,Yokohama (JPN),10 NOV 2018,1159
23,27:43.52,Josphat Ledama KISAISA,25 JUN 1998,KEN,7f7,,Machida (JPN),24 NOV 2018,1157
24,27:43.65,Yeneblo BIYAZEN,29 JAN 2000,ETH,1,,Maia (POR),02 JUN 2018,1157
25,27:44.21,Yemaneberhan CRIPPA,15 OCT 1996,ITA,3f1,,London (GBR),19 MAY 2018,1156
26,27:44.27,Dominic LANGAT,15 MAY 1995,KEN,8f7,,Machida (JPN),24 NOV 2018,1156
27,27:44.58,Stephen MOKOKA,31 JAN 1985,RSA,6,,Gold Coast (AUS),13 APR 2018,1156
28,27:44.72,Teressa NYAKORA,16 FEB 1995,ETH,2,,Kobe (JPN),22 APR 2018,1155
29,27:44.92,Abraham KIPYATICH,10 MAY 1993,KEN,9f7,,Machida (JPN),24 NOV 2018,1155
30,27:45.11,Daniel KIPKEMBOI,05 JUL 1996,KEN,1f3,,Kitakyushu (JPN),19 MAY 2018,1155
31,27:45.31,Joel MWAURA,20 JAN 1999,KEN,1f2,,Osaka (JPN),22 SEP 2018,1155
32,27:47.19,Daniel MUIVA KITONYI,12 JAN 1994,KEN,1f14,,Yokohama (JPN),01 DEC 2018,1152
33,27:47.35,Timothy TOROITICH,10 OCT 1991,UGA,7,,Gold Coast (AUS),13 APR 2018,1151
34,27:48.35,Awet HABTE,29 SEP 1997,ERI,2,,Maia (POR),02 JUN 2018,1150
35,27:48.41,Berihu AREGAWI,28 FEB 2001,ETH,3,,"Ratina Stadium, Tampere (FIN)",10 JUL 2018,1150
36,27:48.59,James Gitahi RUNGARU,14 JAN 1993,KEN,2f14,,Yokohama (JPN),01 DEC 2018,1149
37,27:49.49,Nicholas Mboroto KOSIMBEI,01 OCT 1996,KEN,2f2,,Osaka (JPN),22 SEP 2018,1148
38,27:49.6h,Rhonex KIPRUTO,12 OCT 1999,KEN,1,,Nairobi (KEN),11 JUN 2018,1148
39,27:50.03,Joseph Mana NDIRANGU,09 SEP 1994,KEN,3f2,,Osaka (JPN),22 SEP 2018,1147
40,27:50.38,Jonathan Muia NDIKU,18 SEP 1991,KEN,2f12,,Yokohama (JPN),20 OCT 2018,1147
41,27:50.56,Adel MECHAAL,05 DEC 1990,ESP,4f1,,London (GBR),19 MAY 2018,1146
42,27:50.89,Stewart MCSWEYN,01 JUN 1995,AUS,1,,Melbourne (AUS),13 DEC 2018,1146
43,27:50.97,Rodgers KWEMOI,03 MAR 1998,KEN,4f2,,Osaka (JPN),22 SEP 2018,1146
44,27:51.20,Davis KIPLANGAT,10 JUL 1998,KEN,3,,Maia (POR),02 JUN 2018,1145
45,27:51.3h,Jacob KIPLIMO,14 NOV 2000,UGA,1,,Kampala (UGA),24 FEB 2018,1145
46,27:51.94,Alexander YEE,18 FEB 1998,GBR,5f1,,London (GBR),19 MAY 2018,1144
47,27:52.32,Andy VERNON,07 JAN 1986,GBR,6f1,,London (GBR),19 MAY 2018,1144
48,27:52.39,Andrew LOROT,02 DEC 1997,KEN,1f1,,Fukagawa (JPN),11 JUL 2018,1144
49,27:52.56,Daniel KIPKEMBOI,05 JUL 1996,KEN,3,,Kobe (JPN),22 APR 2018,1143
49,27:52.56,Chris THOMPSON,17 APR 1981,GBR,7f1,,London (GBR),19 MAY 2018,1143
51,27:52.70,Teressa NYAKORA,16 FEB 1995,ETH,5f2,,Osaka (JPN),22 SEP 2018,1143
52,27:52.74,Josphat Ledama KISAISA,25 JUN 1998,KEN,2f1,,Fukagawa (JPN),11 JUL 2018,1143
53,27:53.59,Kiprono SITONIK,01 NOV 2001,KEN,10f7,,Machida (JPN),24 NOV 2018,1142
54,27:55.85,Tetsuya YOROIZAKA,20 MAR 1990,JPN,1f6,,Machida (JPN),24 NOV 2018,1138
55,27:55.95,François BARRER,08 JUN 1993,FRA,3,,"Palo Alto, CA (USA)",03 MAY 2018,1138
56,27:56.04,Simon KARIUKI,01 APR 1996,KEN,1f2,,Kobe (JPN),21 APR 2018,1138
57,27:56.11,Garrett HEATH,03 NOV 1985,USA,4,,"Palo Alto, CA (USA)",03 MAY 2018,1138
58,27:56.12,Moses KIBET,23 MAR 1991,UGA,4,,Maia (POR),02 JUN 2018,1138
59,27:56.24,Jonathan Muia NDIKU,18 SEP 1991,KEN,8,,Gold Coast (AUS),13 APR 2018,1138
60,27:56.27,Hiroto INOUE,06 JAN 1993,JPN,2f6,,Machida (JPN),24 NOV 2018,1138
61,27:56.45,Hiroki ABE,19 NOV 1997,JPN,3f6,,Machida (JPN),24 NOV 2018,1137
62,27:56.53,Polat Kemboi ARIKAN,12 DEC 1990,TUR,5,,Maia (POR),02 JUN 2018,1137
63,27:56.81,Nicholas Mboroto KOSIMBEI,01 OCT 1996,KEN,3f1,,Fukagawa (JPN),11 JUL 2018,1137
