Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,27:04.20,,Abraham CHEBII,23 DEC 1979,KEN,1,,"Palo Alto, CA (USA)",04 MAY 2001,1219
2,27:07.55,,Benjamin MAIYO,06 OCT 1978,KEN,2,,"Palo Alto, CA (USA)",04 MAY 2001,1214
3,27:12.37,,Luke KIPKOSGEI,27 NOV 1975,KEN,3,,"Palo Alto, CA (USA)",04 MAY 2001,1206
4,27:13.98,,Mebrahtom KEFLEZIGHI,05 MAY 1975,USA,4,,"Palo Alto, CA (USA)",04 MAY 2001,1204
5,27:22.30,,Assefa MEZGEBU,19 JUN 1978,ETH,1,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1191
6,27:22.58,,Charles Waweru KAMATHI,18 MAY 1978,KEN,2,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1190
7,27:22.84,,Girma TOLA,19 OCT 1974,ETH,3,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1190
8,27:24.68,,Mark Kipkinyor BETT,22 DEC 1976,KEN,1,,Bruxelles (BEL),24 AUG 2001,1187
9,27:25.27,,Richard LIMO,18 NOV 1980,KEN,4,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1186
10,27:25.55,,Robert Kipkorir KIPCHUMBA,24 FEB 1984,KEN,2,,Bruxelles (BEL),24 AUG 2001,1186
11,27:26.01,,Abderrahim GOUMRI,21 MAY 1976,MAR,1,,"Stadion Rošický, Praha (CZE)",18 JUN 2001,1185
12,27:26.86,,Felix LIMO,22 AUG 1980,KEN,4,,Bruxelles (BEL),24 AUG 2001,1183
13,27:29.09,,Gordon MUGI,27 NOV 1981,KEN,5,,Bruxelles (BEL),24 AUG 2001,1180
14,27:29.51,,Jaouad GHARIB,22 MAY 1972,MAR,2,,"Stadion Rošický, Praha (CZE)",18 JUN 2001,1179
15,27:33.93,,Alan CULPEPPER,15 SEP 1972,USA,5,,"Palo Alto, CA (USA)",04 MAY 2001,1172
16,27:35.09,,Toshinari TAKAOKA,24 SEP 1970,JPN,6,,"Palo Alto, CA (USA)",04 MAY 2001,1171
17,27:36.01,,Jeff SCHIEBLER,01 JUN 1973,CAN,7,,"Palo Alto, CA (USA)",04 MAY 2001,1169
18,27:38.36,,Hendrick RAMAALA,02 FEB 1972,RSA,1,,Port Elizabeth (RSA),16 FEB 2001,1165
19,27:38.57,,José RÍOS,15 MAR 1974,ESP,1,,Mataró (ESP),15 JUL 2001,1165
20,27:45.17,,Fabián RONCERO,19 OCT 1970,ESP,2,,Mataró (ESP),15 JUL 2001,1155
21,27:48.65,,Shadrack HOFF,19 MAY 1973,RSA,2,,Port Elizabeth (RSA),16 FEB 2001,1149
22,27:49.34,,John Cheruiyot KORIR,13 DEC 1981,KEN,2,,Nairobi (KEN),22 JUN 2001,1148
23,27:51.87,,Paul Malakwen KOSGEI,22 APR 1978,KEN,3,,Nairobi (KEN),22 JUN 2001,1144
23,27:51.87,,Khalid SKAH,29 JAN 1967,MAR,6,,Bruxelles (BEL),24 AUG 2001,1144
25,27:52.26,,William KALYA,04 AUG 1974,KEN,7,,Bruxelles (BEL),24 AUG 2001,1144
26,27:53.92,,Satoshi IRIFUNE,14 DEC 1975,JPN,8,,"Palo Alto, CA (USA)",04 MAY 2001,1141
27,27:54.25,,Marco MAZZA,25 JUN 1977,ITA,3,,Mataró (ESP),15 JUL 2001,1141
28,27:54.41,,Haile GEBRSELASSIE,18 APR 1973,ETH,3,,"Commonwealth Stadium, Edmonton (CAN)",08 AUG 2001,1140
29,27:54.81,,José Manuel MARTÍNEZ,22 OCT 1971,ESP,4,,Mataró (ESP),15 JUL 2001,1140
30,27:55.24,,Yibeltal ADEMASU,05 MAR 1980,ETH,4,,"Commonwealth Stadium, Edmonton (CAN)",08 AUG 2001,1139
31,27:56.82,,Simon MAINA MUNYI,18 MAR 1978,KEN,1,,Hachioji (JPN),28 NOV 2001,1137
32,27:57.23,,Habte JIFAR,29 JAN 1976,ETH,6,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1136
33,27:57.33,,Solomon WACHIRA,05 NOV 1976,KEN,2,,Hachioji (JPN),28 NOV 2001,1136
34,27:57.5h,,John HENWOOD,30 AUG 1972,NZL,1,,Inglewood (NZL),10 MAR 2001,1136
35,28:00.91,,Teodoro VEGA,14 JUL 1976,MEX,1,,Burnaby (CAN),03 JUN 2001,1130
36,28:01.02,,Abdi ABDIRAHMAN,01 JAN 1977,USA,9,,"Palo Alto, CA (USA)",04 MAY 2001,1130
37,28:01.11,,Zackayo NGATHO,18 MAR 1978,KEN,1,,Kobe (JPN),22 APR 2001,1130
38,28:01.60,,Julius GITAHI,29 APR 1978,KEN,2,,Kobe (JPN),22 APR 2001,1129
39,28:01.94,,Hélder ORNELAS,06 MAY 1974,POR,2,,Barakaldo (ESP),07 APR 2001,1129
40,28:02.30,,Wilbeforce TALEL KAPKENY,10 JAN 1980,KEN,4,,"Stadion Rošický, Praha (CZE)",18 JUN 2001,1128
41,28:02.37,,Kamiel MAASE,20 OCT 1971,NED,3,,Barakaldo (ESP),07 APR 2001,1128
42,28:03.41,,James WAINAINA,16 JUN 1981,KEN,1,,Nobeoka (JPN),26 MAY 2001,1127
43,28:05.7h,,Abdelhadi HABASSA,13 JAN 1976,MAR,1,,Rabat (MAR),27 JUN 2001,1123
44,28:05.79,,Daniel NJENGA,07 MAY 1976,KEN,1,,Tokyo (JPN),09 JUN 2001,1123
45,28:05.93,,James NDUNGU,30 APR 1979,KEN,4,,Hachioji (JPN),28 NOV 2001,1123
46,28:05.95,,Tomoo TSUBOTA,16 JUN 1977,JPN,5,,Hachioji (JPN),28 NOV 2001,1123
47,28:06.29,,Karl KESKA,07 MAY 1972,GBR,4,,Barakaldo (ESP),07 APR 2001,1122
48,28:06.49,,Salim KIPSANG,22 DEC 1979,KEN,8,,Bruxelles (BEL),24 AUG 2001,1122
49,28:06.86,,Ahmad Hassan ABDULLAH,04 APR 1981,KEN,3,,Brisbane (AUS),07 SEP 2001,1121
50,28:08.92,,Simon MPHOLO,17 AUG 1975,RSA,3,,Port Elizabeth (RSA),16 FEB 2001,1118
51,28:09.3h,,Mustapha BAMOUH,21 DEC 1972,MAR,2,,Rabat (MAR),27 JUN 2001,1118
51,28:09.3h,,Ahmed BADAY,15 JUN 1974,MAR,3,,Rabat (MAR),27 JUN 2001,1118
53,28:09.32,,Benson Kipchumba BARUS,04 JUL 1980,KEN,5,,Nairobi (KEN),22 JUN 2001,1117
54,28:10.14,,Weldon JOHNSON,24 JUL 1973,USA,1,,Montréal (CAN),10 JUL 2001,1116
55,28:10.79,,Teodoro CUNADO,13 FEB 1970,ESP,8,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1115
56,28:11.03,,Enoch SKOSANA,20 FEB 1974,RSA,4,,Port Elizabeth (RSA),16 FEB 2001,1115
57,28:12.6h,,Aissa DGHOUGHI,10 DEC 1981,MAR,4,,Rabat (MAR),27 JUN 2001,1112
58,28:12.64,,Hiroyuki IKEGAYA,29 APR 1975,JPN,2,,Kanazawa (JPN),29 SEP 2001,1112
59,28:13.18,,Atsushi SATO,08 MAY 1978,JPN,3,,Kanazawa (JPN),29 SEP 2001,1112
60,28:13.60,,Takayuki MATSUMIYA,21 FEB 1980,JPN,6,,Kobe (JPN),22 APR 2001,1111
61,28:13.83,,Kazuo IETANI,25 AUG 1977,JPN,4,,Kanazawa (JPN),29 SEP 2001,1111
62,28:14.08,,Tomohiro SETO,19 OCT 1976,JPN,5,,Kanazawa (JPN),29 SEP 2001,1110
63,28:14.10,,Kiplimo MUNERIA,28 AUG 1983,KEN,6,,"Stadion Rošický, Praha (CZE)",18 JUN 2001,1110
64,28:14.23,,Richard MAVUSO,30 MAR 1978,RSA,2,,Durban (RSA),03 MAR 2001,1110
65,28:14.45,,Laban KAGIKA,17 JUL 1978,KEN,6,,Kanazawa (JPN),29 SEP 2001,1110
66,28:16.17,,Kazuhiro MAEDA,19 APR 1981,JPN,1,,Nagasaki (JPN),01 DEC 2001,1107
67,28:17.12,,El Hassan LAHSSINI,01 JAN 1975,FRA,12,,Bruxelles (BEL),24 AUG 2001,1106
68,28:17.36,,Pablo OLMEDO,08 MAY 1975,MEX,2,,Burnaby (CAN),03 JUN 2001,1105
69,28:17.50,,Dennis JENSEN,11 SEP 1969,DEN,5,,Barakaldo (ESP),07 APR 2001,1105
70,28:17.65,,Alejandro SUÁREZ,30 NOV 1980,MEX,3,,Burnaby (CAN),03 JUN 2001,1105
71,28:18.19,,Susumu ICHINOSE,11 JUL 1975,JPN,7,,Kanazawa (JPN),29 SEP 2001,1104
72,28:18.38,,Seamus POWER,28 NOV 1970,IRL,1,,Watford (GBR),09 JUN 2001,1104
73,28:19.26,,Craig MOTTRAM,18 JUN 1980,AUS,1,,Melbourne (AUS),06 DEC 2001,1102
74,28:19.81,,Hosea Kipkurgat KOGO,11 AUG 1972,KEN,1,,Mulhouse (FRA),13 JUN 2001,1101
75,28:20.0h,,Joao Baptista N'TYAMBA,20 MAR 1968,ANG,1,,Lubango (ANG),05 MAY 2001,1101
76,28:20.05,,Makoto OTSU,03 JUL 1980,JPN,2,,Nagasaki (JPN),01 DEC 2001,1101
77,28:20.14,,José Carlos ADÁN,22 JUL 1967,ESP,6,,Barakaldo (ESP),07 APR 2001,1101
78,28:20.50,,Miroslav VANKO,14 FEB 1973,SVK,9,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1100
79,28:20.89,,Koen ALLAERT,29 SEP 1972,BEL,7,,Barakaldo (ESP),07 APR 2001,1100
80,28:21.01,,Samuel KABIRU,06 JUN 1983,KEN,1,,Konosu (JPN),29 SEP 2001,1100
81,28:21.38,,Stefano BALDINI,25 MAY 1971,ITA,1,,Camaiore (ITA),27 MAY 2001,1099
82,28:21.4h,,Jonathan WYATT,20 DEC 1972,NZL,2,,Inglewood (NZL),10 MAR 2001,1099
83,28:22.39,,David CHELULE,07 JUL 1977,KEN,13,,Bruxelles (BEL),24 AUG 2001,1098
84,28:22.83,,David KARIUKI MUTURI,23 MAY 1980,KEN,8,,Kobe (JPN),22 APR 2001,1097
85,28:23.60,,Motsehi MOEKETSANA,02 FEB 1970,RSA,5,,Port Elizabeth (RSA),16 FEB 2001,1096
86,28:23.84,,Janne HOLMÉN,26 SEP 1977,FIN,14,,Bruxelles (BEL),24 AUG 2001,1095
87,28:24.15,,Hiroyuki OGAWA,17 JUN 1978,JPN,2,,Konosu (JPN),29 SEP 2001,1095
88,28:24.19,,Toyoshi ISHIGE,16 APR 1975,JPN,6,,Hachioji (JPN),28 NOV 2001,1095
89,28:24.31,,Toshihiro IWASA,18 MAY 1976,JPN,10,,"Palo Alto, CA (USA)",04 MAY 2001,1095
90,28:25.18,,Naoki MISHIRO,16 MAR 1977,JPN,4,,Tokyo (JPN),09 JUN 2001,1093
91,28:25.56,,Andrew LETHERBY,19 SEP 1973,AUS,11,,"Palo Alto, CA (USA)",04 MAY 2001,1093
92,28:25.59,,Kazuyoshi TOKUMOTO,22 JUN 1979,JPN,1,,Yokohama (JPN),01 DEC 2001,1093
93,28:25.79,,Rachid BERRADI,29 AUG 1975,ITA,1,,Conegliano (ITA),22 JUN 2001,1092
94,28:26.04,,John KANYI,06 SEP 1980,KEN,1,,Tokyo (JPN),28 SEP 2001,1092
95,28:26.18,,Yoshitaka IWAMIZU,20 JUN 1979,JPN,2,,Nobeoka (JPN),26 MAY 2001,1092
96,28:26.54,,Takeshi HAMANO,30 JUL 1974,JPN,10,,Kobe (JPN),22 APR 2001,1091
97,28:26.6h,,Abdellah BAY,05 NOV 1975,MAR,1,,"Kokubu Park Athletics Stadium, Kirishima (JPN)",13 OCT 2001,1091
98,28:26.71,,Gert THYS,12 NOV 1971,RSA,4,,Durban (RSA),03 MAR 2001,1091
99,28:26.80,,Alan BUNCE,23 AUG 1967,NZL,12,,"Palo Alto, CA (USA)",04 MAY 2001,1091
100,28:27.23,,Blair MARTIN,25 APR 1975,NZL,2,,Melbourne (AUS),06 DEC 2001,1090
101,28:27.33,,Yoshinori ODA,05 DEC 1980,JPN,2,,Yokohama (JPN),01 DEC 2001,1090
102,28:27.84,,Toshinari SUWA,29 JAN 1977,JPN,9,,Hachioji (JPN),28 NOV 2001,1089
103,28:28.05,,Masaaki KOBAYASHI,19 MAY 1970,JPN,2,,Mito (JPN),06 MAY 2001,1089
104,28:28.10,,Sammie RONGO ALENGUR,1972,KEN,11,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1089
105,28:28.26,,James KIMANI,,KEN,11,,Kanazawa (JPN),29 SEP 2001,1089
106,28:28.29,,Yuki MORI,08 MAR 1979,JPN,3,,Nagasaki (JPN),01 DEC 2001,1089
107,28:28.40,,Marco BARTOLETTI,07 NOV 1978,ITA,2,,Conegliano (ITA),22 JUN 2001,1088
108,28:28.89,,Tetsuo NISHIKAWA,14 JUL 1977,JPN,10,,Hachioji (JPN),28 NOV 2001,1088
109,28:28.97,,Matthew LANE,05 SEP 1977,USA,1,,"Palo Alto, CA (USA)",31 MAR 2001,1088
110,28:29.14,,Takashi MAEDA,03 OCT 1977,JPN,5,,Yokohama (JPN),01 DEC 2001,1087
111,28:29.55,,Kenjiro JITSUI,16 DEC 1968,JPN,6,,Yokohama (JPN),01 DEC 2001,1087
112,28:30.20,,Yoshinari HORIKAWA,19 JUN 1975,JPN,1,,Nobeoka (JPN),12 MAY 2001,1086
113,28:30.27,,Clint WELLS,02 MAY 1975,USA,13,,"Palo Alto, CA (USA)",04 MAY 2001,1086
114,28:30.71,,Naosato YOSHIMURA,05 DEC 1981,JPN,7,,Yokohama (JPN),01 DEC 2001,1085
115,28:30.92,,Takashi MATSUYAMA,15 JAN 1974,JPN,8,,Yokohama (JPN),01 DEC 2001,1085
116,28:31.16,,Samuli VASALA,29 NOV 1976,FIN,1,,Göteborg (SWE),01 SEP 2001,1084
117,28:31.22,,Kurao UMEKI,30 SEP 1975,JPN,9,,Yokohama (JPN),01 DEC 2001,1084
118,28:31.27,,Tadayuki OJIMA,22 NOV 1976,JPN,2,,Nobeoka (JPN),12 MAY 2001,1084
119,28:31.33,,Glyn TROMANS,17 MAR 1969,GBR,2,,Watford (GBR),09 JUN 2001,1084
120,28:31.58,,Yoji YAMAGUCHI,12 JUN 1975,JPN,14,,"Palo Alto, CA (USA)",04 MAY 2001,1084
121,28:31.73,,Michitaka HOSOKAWA,26 APR 1976,JPN,4,,Nagasaki (JPN),01 DEC 2001,1083
122,28:32.09,,Hiroshi MIKI,10 JUN 1975,JPN,3,,Nobeoka (JPN),12 MAY 2001,1083
123,28:32.25,,Takashi HORIGUCHI,26 SEP 1979,JPN,10,,Yokohama (JPN),01 DEC 2001,1083
124,28:32.29,,Onbeche MOKAMBA,06 APR 1981,KEN,2,,Yokohama (JPN),13 MAY 2001,1083
125,28:32.44,,Koichiro NAGATA,19 DEC 1978,JPN,5,,Tokyo (JPN),09 JUN 2001,1082
126,28:32.5h,,Lahcen BENYOUSSEF,1972,MAR,5,,Rabat (MAR),27 JUN 2001,1082
127,28:32.55,,Keith KELLY,01 OCT 1977,IRL,2,,"Walnut, CA (USA)",20 APR 2001,1082
128,28:32.75,,Masakazu FUJIWARA,06 MAR 1981,JPN,12,,Kobe (JPN),22 APR 2001,1082
129,28:33.55,,Yuki NAKAMURA,21 JUN 1981,JPN,11,,Yokohama (JPN),01 DEC 2001,1081
130,28:33.60,,Marcel VERSTEEG,20 AUG 1965,NED,1,,Veenendaal (NED),12 APR 2001,1081
131,28:33.71,,Jonathon RILEY,29 DEC 1978,USA,2,,"Palo Alto, CA (USA)",31 MAR 2001,1080
