Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,26:43.16,,Kenenisa BEKELE,13 JUN 1982,ETH,1,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1253
2,26:43.98,,Lucas Kimeli ROTICH,16 APR 1990,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1252
3,26:46.57,,Mo FARAH,23 MAR 1983,GBR,1,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1248
4,26:48.00,,Galen RUPP,08 MAY 1986,USA,3,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1245
5,26:48.35,,Imane MERGA,15 OCT 1988,ETH,2,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1245
6,26:48.99,,Josphat Kipkoech BETT,12 JUN 1990,KEN,3,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1244
7,26:50.63,,Paul Kipngetich TANUI,22 DEC 1990,KEN,4,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1241
8,26:51.09,,Zersenay TADESE,01 JAN 1982,ERI,5,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1240
9,26:51.95,,Emmanuel Kipkemei BETT,29 MAR 1985,KEN,4,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1239
10,26:52.84,,Sileshi SIHINE,29 JAN 1983,ETH,6,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1238
11,26:53.27,,Eliud KIPCHOGE,05 NOV 1984,KEN,5,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1237
12,26:54.25,,Mathew Kipkoech KISORIO,16 MAY 1989,KEN,7,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1235
13,26:54.64,,Mark Kosgei KIPTOO,21 JUN 1976,KEN,8,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1235
14,26:55.29,,Leonard Patrick KOMON,10 JAN 1988,KEN,9,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1234
15,26:55.73,,Geoffrey KIRUI,16 FEB 1993,KEN,6,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1233
16,26:59.81,,Titus Kipjumba MBISHEI,28 OCT 1990,KEN,7,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1226
17,27:06.35,,Geoffrey KAMWOROR,22 NOV 1992,KEN,10,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1216
18,27:09.02,,Ibrahim JEILAN,12 JUN 1989,ETH,1f1,,Kitami (JPN),19 JUN 2011,1212
19,27:10.05,,Moses Ndiema MASAI,01 JUN 1986,KEN,11,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1210
20,27:13.67,,Bedan KAROKI,21 AUG 1990,KEN,1f1,,"Palo Alto, CA (USA)",01 MAY 2011,1204
21,27:21.62,,Paul LONYANGATA,12 DEC 1992,KEN,8,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1192
22,27:22.09,,John Kemboi CHERUIYOT,05 JUL 1990,KEN,13,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1191
23,27:22.53,,James Gitahi RUNGARU,14 JAN 1993,KEN,1,,Yokohama (JPN),24 SEP 2011,1190
24,27:22.54,,Abera KUMA,31 AUG 1990,ETH,14,,"Hayward Field, Eugene, OR (USA)",03 JUN 2011,1190
25,27:23.85,,Martin Irungu MATHATHI,25 DEC 1985,KEN,1,,Kobe (JPN),24 APR 2011,1188
26,27:23.99,,John Kimondo THUO,27 NOV 1985,KEN,2,,Kobe (JPN),24 APR 2011,1188
27,27:24.67,,Bobby CURTIS,28 NOV 1984,USA,2f1,,"Palo Alto, CA (USA)",01 MAY 2011,1187
28,27:24.95,,Ben ST. LAWRENCE,07 NOV 1981,AUS,3f1,,"Palo Alto, CA (USA)",01 MAY 2011,1186
29,27:25.63,,Peter Cheruiyot KIRUI,02 JAN 1988,KEN,6,,"DS, Daegu (KOR)",28 AUG 2011,1185
30,27:27.36,,Chris THOMPSON,17 APR 1981,GBR,4f1,,"Palo Alto, CA (USA)",01 MAY 2011,1183
31,27:28.19,,Tim NELSON,27 FEB 1984,USA,5f1,,"Palo Alto, CA (USA)",01 MAY 2011,1181
32,27:28.22,,Matt TEGENKAMP,19 JAN 1982,USA,6f1,,"Palo Alto, CA (USA)",01 MAY 2011,1181
33,27:28.64,,Stephen SAMBU,07 JUL 1988,KEN,7f1,,"Palo Alto, CA (USA)",01 MAY 2011,1181
34,27:29.40,,Leonard KORIR,10 DEC 1986,KEN,8f1,,"Palo Alto, CA (USA)",01 MAY 2011,1179
35,27:30.50,,Kevin CHELIMO,14 FEB 1983,KEN,9f1,,"Palo Alto, CA (USA)",01 MAY 2011,1178
