Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,26:51.16,,Emmanuel Kipkemei BETT,29 MAR 1985,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1240
2,26:51.68,,Vincent Kiprop CHEPKOK,05 JUL 1988,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1240
3,26:52.65,,Kenneth Kiprop KIPKEMOI,02 AUG 1984,KEN,3,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1238
4,26:57.56,,Yigrem DEMELASH,26 JAN 1994,ETH,4,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1230
5,27:01.58,,Leonard Patrick KOMON,10 JAN 1988,KEN,5,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1224
6,27:01.98,,Wilson KIPROP,14 APR 1987,KEN,1,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1223
7,27:02.25,,Moses Ndiema MASAI,01 JUN 1986,KEN,2,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1223
8,27:02.59,,Kenenisa BEKELE,13 JUN 1982,ETH,1,,Birmingham (GBR),22 JUN 2012,1222
9,27:03.24,,Tariku BEKELE,28 FEB 1987,ETH,2,,Birmingham (GBR),22 JUN 2012,1221
10,27:03.49,,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,6,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1221
11,27:03.58,,Gebregziabher GEBREMARIAM,12 OCT 1984,ETH,3,,Birmingham (GBR),22 JUN 2012,1220
12,27:03.65,,Sileshi SIHINE,29 JAN 1983,ETH,4,,Birmingham (GBR),22 JUN 2012,1220
13,27:04.48,,Moses Ndiema KIPSIRO,02 SEP 1986,UGA,5,,Birmingham (GBR),22 JUN 2012,1219
14,27:05.50,,Bedan KAROKI,21 AUG 1990,KEN,3,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1217
15,27:08.44,,Geoffrey KIRUI,16 FEB 1993,KEN,5,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1213
16,27:09.38,,Lucas Kimeli ROTICH,16 APR 1990,KEN,6,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1211
17,27:11.93,,Eliud KIPCHOGE,05 NOV 1984,KEN,7,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1207
18,27:11.98,,Lelisa DESISA,14 JAN 1990,ETH,2,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1207
19,27:14.02,,Imane MERGA,15 OCT 1988,ETH,7,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1204
20,27:16.69,,Teklemariam MEDHIN,24 JUN 1989,ERI,5,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1200
21,27:17.03,,Isiah Kiplangat KOECH,19 DEC 1993,KEN,8,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1199
22,27:18.22,,Mark Kosgei KIPTOO,21 JUN 1976,KEN,8,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1197
23,27:18.39,,Abera KUMA,31 AUG 1990,ETH,2,,Liège (BEL),05 JUL 2012,1197
24,27:18.90,,Tilahun REGASSA,18 JAN 1990,ETH,6,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1196
25,27:19.70,,Chesari Kirui JACOB,06 APR 1984,KEN,9,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1195
26,27:20.39,,Haile GEBRSELASSIE,18 APR 1973,ETH,7,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1194
27,27:21.40,,Ali Hassan MAHBOOB,31 DEC 1981,BRN,1,,Wageningen (NED),30 MAY 2012,1192
28,27:22.54,,Lewis MOSOTI,1985,KEN,3,,Porto Novo (BEN),28 JUN 2012,1190
29,27:23.04,,Micah Kemboi KOGO,30 JUN 1986,KEN,9,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1189
30,27:25.33,,Galen RUPP,08 MAY 1986,USA,1,,"Hayward Field, Eugene, OR (USA)",22 JUN 2012,1186
31,27:27.56,,Paul Kipngetich TANUI,22 DEC 1990,KEN,11,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1182
32,27:27.96,,Cameron LEVINS,28 MAR 1989,CAN,1f1,,"Palo Alto, CA (USA)",29 APR 2012,1182
33,27:28.10,,Nguse AMLOSOM,10 NOV 1986,ERI,2,,Wageningen (NED),30 MAY 2012,1181
34,27:28.82,,Juan Luis BARRIOS,24 JUN 1983,MEX,3,,Wageningen (NED),30 MAY 2012,1180
35,27:29.10,,Edward WAWERU,03 OCT 1990,KEN,1f1,,Fukagawa (JPN),27 JUN 2012,1180
36,27:29.82,,Samuel CHELANGA,23 FEB 1985,KEN,2f1,,"Palo Alto, CA (USA)",29 APR 2012,1179
37,27:30.32,,Patrick MWAKA,02 NOV 1992,KEN,2f1,,Fukagawa (JPN),27 JUN 2012,1178
38,27:30.42,,Mo FARAH,23 MAR 1983,GBR,1,,"Olympic Stadium, London (GBR)",04 AUG 2012,1178
39,27:31.38,,Chris DERRICK,17 OCT 1990,USA,3f1,,"Palo Alto, CA (USA)",29 APR 2012,1176
40,27:31.61,,Moukhled AL OUTAIBI,20 JUN 1976,KSA,1,,Radés (TUN),09 JUN 2012,1176
41,27:32.72,,John Kimondo THUO,27 NOV 1985,KEN,3f1,,Fukagawa (JPN),27 JUN 2012,1174
42,27:32.79,,Dennis MASAI,01 DEC 1991,KEN,12,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1174
43,27:32.86,,Daniele MEUCCI,07 OCT 1985,ITA,4f1,,"Palo Alto, CA (USA)",29 APR 2012,1174
