Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,26:49.51,Mo FARAH,23 MAR 1983,GBR,1,,"Olympic Stadium, London (GBR)",04 AUG 2017,1243
2,26:49.94,Joshua CHEPTEGEI,12 SEP 1996,UGA,2,,"Olympic Stadium, London (GBR)",04 AUG 2017,1242
3,26:50.60,Paul Kipngetich TANUI,22 DEC 1990,KEN,3,,"Olympic Stadium, London (GBR)",04 AUG 2017,1241
4,26:52.12,Bedan KAROKI,21 AUG 1990,KEN,4,,"Olympic Stadium, London (GBR)",04 AUG 2017,1239
5,26:56.11,Jemal Yimer MEKONNEN,11 SEP 1996,ETH,5,,"Olympic Stadium, London (GBR)",04 AUG 2017,1232
6,26:57.77,Geoffrey KAMWOROR,22 NOV 1992,KEN,6,,"Olympic Stadium, London (GBR)",04 AUG 2017,1230
7,26:59.19,Abadi HADIS,06 NOV 1997,ETH,7,,"Olympic Stadium, London (GBR)",04 AUG 2017,1227
8,27:02.35,Mohammed AHMED,05 JAN 1991,CAN,8,,"Olympic Stadium, London (GBR)",04 AUG 2017,1222
9,27:07.55,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,9,,"Olympic Stadium, London (GBR)",04 AUG 2017,1214
10,27:08.26,Abadi HADIS,06 NOV 1997,ETH,1,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1213
11,27:08.94,Andamlak BELIHU,20 NOV 1998,ETH,10,,"Olympic Stadium, London (GBR)",04 AUG 2017,1212
12,27:09.08,Jemal Yimer MEKONNEN,11 SEP 1996,ETH,2,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1212
13,27:09.92,Aron KIFLE,20 FEB 1998,ERI,11,,"Olympic Stadium, London (GBR)",04 AUG 2017,1210
14,27:11.08,Abraham CHEROBEN,11 OCT 1992,BRN,12,,"Olympic Stadium, London (GBR)",04 AUG 2017,1208
15,27:12.09,Mo FARAH,23 MAR 1983,GBR,1,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1207
16,27:14.43,Mathew KIMELI,01 APR 1998,KEN,2,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1203
17,27:19.86,Yenew ALAMIREW,27 MAY 1990,ETH,3,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1194
18,27:20.18,Leonard KORIR,10 DEC 1986,USA,13,,"Olympic Stadium, London (GBR)",04 AUG 2017,1194
19,27:20.57,Andamlak BELIHU,20 NOV 1998,ETH,4,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1193
20,27:20.60,Muktar EDRIS,14 JAN 1994,ETH,5,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1193
21,27:21.09,Timothy TOROITICH,10 OCT 1991,UGA,14,,"Olympic Stadium, London (GBR)",04 AUG 2017,1193
22,27:22.33,Moses Martin KURONG,07 JUL 1994,UGA,6,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1191
23,27:22.73,Jonathan Muia NDIKU,18 SEP 1991,KEN,1f9,,Yokohama (JPN),11 NOV 2017,1190
24,27:22.79,William Malel SITONIK,01 MAR 1994,KEN,2f9,,Yokohama (JPN),11 NOV 2017,1190
25,27:29.81,Patrick TIERNAN,11 SEP 1994,AUS,1,,"Palo Alto, CA (USA)",05 MAY 2017,1179
26,27:30.00,Mohammed AHMED,05 JAN 1991,CAN,2,,"Palo Alto, CA (USA)",05 MAY 2017,1179
27,27:32.18,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,3,,"Palo Alto, CA (USA)",05 MAY 2017,1175
28,27:32.49,Hassan MEAD,28 AUG 1989,USA,15,,"Olympic Stadium, London (GBR)",04 AUG 2017,1175
29,27:32.51,Yeneblo BIYAZEN,29 JAN 2000,ETH,1f6,,"Hosei University Stadium, Machida (JPN)",25 NOV 2017,1175
30,27:34.38,Hassan MEAD,28 AUG 1989,USA,4,,"Palo Alto, CA (USA)",05 MAY 2017,1172
31,27:35.38,Paul Kipngetich TANUI,22 DEC 1990,KEN,1f2,,Osaka (JPN),23 SEP 2017,1170
32,27:35.67,Birhan NEBEBEW,14 AUG 1994,ETH,7,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1170
33,27:35.9h,Geoffrey KAMWOROR,22 NOV 1992,KEN,1,,Nairobi (KEN),24 JUN 2017,1169
34,27:37.41,Bernard KIMANI,30 SEP 1993,KEN,1f1,,Abashiri (JPN),13 JUL 2017,1167
35,27:37.62,Abiyote ABINET,10 MAY 1989,ETH,2f6,,"Hosei University Stadium, Machida (JPN)",25 NOV 2017,1167
36,27:38.05,Muthoni MUIRU,27 MAR 1998,KEN,3f6,,"Hosei University Stadium, Machida (JPN)",25 NOV 2017,1166
37,27:38.61,Rodgers KWEMOI,03 MAR 1998,KEN,2f2,,Osaka (JPN),23 SEP 2017,1165
38,27:38.76,Abraham CHEROBEN,11 OCT 1992,BRN,1,,Baku (AZE),20 MAY 2017,1165
39,27:39.40,Jonathan Muia NDIKU,18 SEP 1991,KEN,1,,Kobe (JPN),23 APR 2017,1164
40,27:39.41,John MAINA,14 JUL 1993,KEN,3f9,,Yokohama (JPN),11 NOV 2017,1164
41,27:39.45,Sam CHEROP,19 JAN 1997,UGA,1,,Leiden (NED),17 JUN 2017,1164
42,27:39.79,El Mahjoub DAZZA,03 MAR 1991,MAR,2,,Leiden (NED),17 JUN 2017,1163
43,27:40.3h,Bedan KAROKI,21 AUG 1990,KEN,2,,Nairobi (KEN),24 JUN 2017,1162
44,27:40.78,James Gitahi RUNGARU,14 JAN 1993,KEN,3f2,,Osaka (JPN),23 SEP 2017,1162
45,27:41.54,Alexander Mutiso MUNYAO,10 SEP 1996,KEN,4f2,,Osaka (JPN),23 SEP 2017,1160
46,27:41.77,John MAINA,14 JUL 1993,KEN,4f6,,"Hosei University Stadium, Machida (JPN)",25 NOV 2017,1160
47,27:41.97,Yuta SHITARA,18 DEC 1991,JPN,5f6,,"Hosei University Stadium, Machida (JPN)",25 NOV 2017,1160
48,27:41.99,Kaan Kigen ÖZBILEN,15 JAN 1986,TUR,2,,Baku (AZE),20 MAY 2017,1160
49,27:42.55,Polat Kemboi ARIKAN,12 DEC 1990,TUR,8,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1159
50,27:42.6h,Paul Kipngetich TANUI,22 DEC 1990,KEN,3,,Nairobi (KEN),24 JUN 2017,1159
51,27:43.63,Bernard KIMANI,30 SEP 1993,KEN,5f2,,Osaka (JPN),23 SEP 2017,1157
52,27:45.37,Joel MWAURA,20 JAN 1999,KEN,6f2,,Osaka (JPN),23 SEP 2017,1154
53,27:45.46,Daniel KIPKEMBOI,05 JUL 1996,KEN,4f9,,Yokohama (JPN),11 NOV 2017,1154
54,27:45.78,Abbabiya SIMBASSA,30 JUN 1993,USA,5,,"Palo Alto, CA (USA)",05 MAY 2017,1154
55,27:45.83,David NJUGUNA,06 SEP 1989,KEN,6f6,,"Hosei University Stadium, Machida (JPN)",25 NOV 2017,1154
56,27:45.85,Paul Kipngetich TANUI,22 DEC 1990,KEN,2,,Kobe (JPN),23 APR 2017,1154
57,27:46.14,Joseph Mana NDIRANGU,09 SEP 1994,KEN,7f2,,Osaka (JPN),23 SEP 2017,1153
58,27:46.27,Abdallah Kibet MANDE,10 MAY 1995,UGA,3,,Leiden (NED),17 JUN 2017,1153
59,27:46.64,Suguru OSAKO,23 MAY 1991,JPN,2f1,,Abashiri (JPN),13 JUL 2017,1152
60,27:47.07,William Malel SITONIK,01 MAR 1994,KEN,8f2,,Osaka (JPN),23 SEP 2017,1152
61,27:47.4h,Leonard BARSOTON,21 OCT 1994,KEN,4,,Nairobi (KEN),24 JUN 2017,1151
62,27:47.59,Soufiyan BOUQANTAR,30 AUG 1993,MAR,3,,Baku (AZE),20 MAY 2017,1151
63,27:47.87,Kazuya SHIOJIRI,08 NOV 1996,JPN,7f6,,"Hosei University Stadium, Machida (JPN)",25 NOV 2017,1151
64,27:48.30,Rodgers KWEMOI,03 MAR 1998,KEN,1f2,,Gifu (JPN),14 OCT 2017,1150
65,27:48.41,Mogos TUEMAY,24 MAY 1997,ETH,9,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1150
66,27:48.51,Nicholas Mboroto KOSIMBEI,01 OCT 1996,KEN,3,,Kobe (JPN),23 APR 2017,1150
67,27:48.57,Diego ESTRADA,19 DEC 1989,USA,6,,"Palo Alto, CA (USA)",05 MAY 2017,1149
68,27:48.59,Zane ROBERTSON,14 NOV 1989,NZL,16,,"Olympic Stadium, London (GBR)",04 AUG 2017,1149
69,27:48.61,James Gitahi RUNGARU,14 JAN 1993,KEN,2f2,,Gifu (JPN),14 OCT 2017,1149
70,27:49.04,Polat Kemboi ARIKAN,12 DEC 1990,TUR,1,,Maia (POR),12 JUL 2017,1149
71,27:49.31,Edward WAWERU,03 OCT 1990,KEN,3f2,,Gifu (JPN),14 OCT 2017,1148
72,27:49.46,El Hassan EL ABBASSI,13 APR 1984,BRN,2,,Maia (POR),12 JUL 2017,1148
