Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,26:50.97,Mo FARAH,23 MAR 1983,GBR,1,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1241
2,26:51.86,Paul Kipngetich TANUI,22 DEC 1990,KEN,2,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1239
3,26:52.65,Geoffrey KAMWOROR,22 NOV 1992,KEN,3,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1238
4,27:01.13,Mo FARAH,23 MAR 1983,GBR,1,,"National Stadium, Beijing (CHN)",22 AUG 2015,1224
5,27:01.76,Geoffrey KAMWOROR,22 NOV 1992,KEN,2,,"National Stadium, Beijing (CHN)",22 AUG 2015,1223
6,27:02.83,Paul Kipngetich TANUI,22 DEC 1990,KEN,3,,"National Stadium, Beijing (CHN)",22 AUG 2015,1222
7,27:04.77,Bedan KAROKI,21 AUG 1990,KEN,4,,"National Stadium, Beijing (CHN)",22 AUG 2015,1218
8,27:07.51,Cameron LEVINS,28 MAR 1989,CAN,4,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1214
9,27:08.21,Paul Kipngetich TANUI,22 DEC 1990,KEN,1f1,,Kitakyushu (JPN),16 MAY 2015,1213
10,27:08.91,Galen RUPP,08 MAY 1986,USA,5,,"National Stadium, Beijing (CHN)",22 AUG 2015,1212
11,27:11.89,Geoffrey KAMWOROR,22 NOV 1992,KEN,1,,Nairobi (KEN),01 AUG 2015,1207
12,27:15.33,Bedan KAROKI,21 AUG 1990,KEN,2,,Nairobi (KEN),01 AUG 2015,1202
13,27:17.18,Muktar EDRIS,14 JAN 1994,ETH,1,,Hengelo (NED),17 JUN 2015,1199
14,27:17.63,Imane MERGA,15 OCT 1988,ETH,2,,Hengelo (NED),17 JUN 2015,1198
15,27:17.91,Geoffrey KIRUI,16 FEB 1993,KEN,5,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1198
16,27:18.45,Paul Kipngetich TANUI,22 DEC 1990,KEN,3,,Nairobi (KEN),01 AUG 2015,1197
17,27:18.86,Mosinet GEREMEW,12 FEB 1992,ETH,3,,Hengelo (NED),17 JUN 2015,1196
18,27:19.34,Adugna TAKELE,26 FEB 1989,ETH,4,,Hengelo (NED),17 JUN 2015,1195
19,27:20.54,Tebalu ZAWUDE HEYI,02 NOV 1987,ETH,5,,Hengelo (NED),17 JUN 2015,1193
20,27:22.12,William Malel SITONIK,01 MAR 1994,KEN,1f7,,Hachioji (JPN),28 NOV 2015,1191
21,27:22.34,Emmanuel Kipkemei BETT,29 MAR 1985,KEN,6,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1191
22,27:22.64,Tamirat TOLA,11 AUG 1991,ETH,6,,Hengelo (NED),17 JUN 2015,1190
23,27:22.89,Leul GEBRESILASE,20 SEP 1992,ETH,7,,Hengelo (NED),17 JUN 2015,1190
24,27:24.09,Ali KAYA,20 APR 1994,TUR,1,,Mersin (TUR),02 MAY 2015,1188
25,27:25.02,El Hassan EL ABBASSI,13 APR 1984,BRN,7,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1186
26,27:26.92,Johana MAINA,24 DEC 1990,KEN,2f7,,Hachioji (JPN),28 NOV 2015,1183
27,27:27.19,Tebalu ZAWUDE HEYI,02 NOV 1987,ETH,1,,Brazzaville (CGO),14 SEP 2015,1183
28,27:27.55,Leonard BARSOTON,21 OCT 1994,KEN,2,,Brazzaville (CGO),14 SEP 2015,1182
29,27:27.57,Joshua CHEPTEGEI,12 SEP 1996,UGA,8,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1182
30,27:28.40,Adugna TAKELE,26 FEB 1989,ETH,3,,Brazzaville (CGO),14 SEP 2015,1181
31,27:29.69,Kota MURAYAMA,23 FEB 1993,JPN,3f7,,Hachioji (JPN),28 NOV 2015,1179
32,27:29.74,Tetsuya YOROIZAKA,20 MAR 1990,JPN,4f7,,Hachioji (JPN),28 NOV 2015,1179
33,27:30.53,Diego ESTRADA,19 DEC 1989,USA,9,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1178
34,27:31.48,Titus Kipjumba MBISHEI,28 OCT 1990,KEN,10,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1176
35,27:33.04,Hassan MEAD,28 AUG 1989,USA,11,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1174
36,27:33.45,Vincent Kipsegechi YATOR,11 JUL 1989,KEN,4,,Nairobi (KEN),01 AUG 2015,1173
37,27:33.82,Azmeraw MENGIST,15 SEP 1992,ETH,8,,Hengelo (NED),17 JUN 2015,1173
38,27:34.76,Paul Kipngetich TANUI,22 DEC 1990,KEN,1,,Kumamoto (JPN),12 DEC 2015,1171
39,27:35.54,John MAINA,14 JUL 1993,KEN,5f7,,Hachioji (JPN),28 NOV 2015,1170
40,27:35.75,Leonard BARSOTON,21 OCT 1994,KEN,5,,Nairobi (KEN),01 AUG 2015,1169
41,27:37.13,Paul Kipngetich TANUI,22 DEC 1990,KEN,1f1,,Gifu (JPN),25 SEP 2015,1167
42,27:38.93,Teressa NYAKORA,16 FEB 1995,ETH,6f7,,Hachioji (JPN),28 NOV 2015,1165
43,27:39.71,Timothy TOROITICH,10 OCT 1991,UGA,12,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1163
44,27:39.76,Bernard KIMANI,30 SEP 1993,KEN,7f7,,Hachioji (JPN),28 NOV 2015,1163
45,27:39.95,Kenta MURAYAMA,23 FEB 1993,JPN,1,,Nobeoka (JPN),09 MAY 2015,1163
46,27:40.08,Vincent Kipsegechi YATOR,11 JUL 1989,KEN,4,,Brazzaville (CGO),14 SEP 2015,1163
47,27:40.20,Josphat Kipkoech BETT,12 JUN 1990,KEN,13,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1163
48,27:40.78,Hersuato MAMIYO,13 FEB 1982,ETH,1f1,,Fukagawa (JPN),09 JUL 2015,1162
49,27:41.69,Abrar OSMAN,01 JAN 1994,ERI,1f1,,Leiden (NED),13 JUN 2015,1160
50,27:41.74,Hiran NGATIA,1992,KEN,2f1,,Fukagawa (JPN),09 JUL 2015,1160
51,27:41.76,El Hassan EL ABBASSI,13 APR 1984,BRN,1,,Mungyeong (KOR),05 OCT 2015,1160
52,27:42.62,Andy VERNON,07 JAN 1986,GBR,1f1,,"Palo Alto, CA (USA)",02 MAY 2015,1159
53,27:42.66,Geoffrey KIRUI,16 FEB 1993,KEN,6,,Nairobi (KEN),01 AUG 2015,1159
54,27:42.71,Yuta SHITARA,18 DEC 1991,JPN,2,,Nobeoka (JPN),09 MAY 2015,1159
55,27:42.99,William Malel SITONIK,01 MAR 1994,KEN,1,,Kobe (JPN),26 APR 2015,1158
56,27:43.21,Abrar OSMAN,01 JAN 1994,ERI,6,,"National Stadium, Beijing (CHN)",22 AUG 2015,1158
57,27:43.25,James WANGARI,23 MAR 1994,KEN,2f1,,Gifu (JPN),25 SEP 2015,1158
58,27:43.59,Jeremiah KAREMI,07 JUL 1994,KEN,3f1,,Fukagawa (JPN),09 JUL 2015,1157
59,27:43.69,Ali KAYA,20 APR 1994,TUR,7,,"National Stadium, Beijing (CHN)",22 AUG 2015,1157
60,27:43.73,Stephen MOKOKA,31 JAN 1985,RSA,14,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1157
61,27:43.79,Ben TRUE,29 DEC 1985,USA,2f1,,"Palo Alto, CA (USA)",02 MAY 2015,1157
62,27:43.93,Arne GABIUS,22 MAR 1981,GER,15,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1157
63,27:44.24,Ben ST. LAWRENCE,07 NOV 1981,AUS,3f1,,"Palo Alto, CA (USA)",02 MAY 2015,1156
64,27:44.90,Timothy TOROITICH,10 OCT 1991,UGA,8,,"National Stadium, Beijing (CHN)",22 AUG 2015,1155
65,27:45.01,David MCNEILL,06 OCT 1986,AUS,4f1,,"Palo Alto, CA (USA)",02 MAY 2015,1155
66,27:45.22,Rodgers KWEMOI,03 MAR 1998,KEN,1f2,,Gifu (JPN),17 OCT 2015,1155
67,27:45.24,Suguru OSAKO,23 MAY 1991,JPN,16,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1155
68,27:45.36,Hiran NGATIA,1992,KEN,1f3,,Tajimi (JPN),12 OCT 2015,1154
68,27:45.36,Hiran NGATIA,1992,KEN,2f2,,Gifu (JPN),17 OCT 2015,1154
70,27:45.69,Johana MAINA,24 DEC 1990,KEN,4f1,,Fukagawa (JPN),09 JUL 2015,1154
71,27:45.92,Kassa MAKASHAW,19 MAR 1984,ETH,5f1,,Fukagawa (JPN),09 JUL 2015,1154
72,27:46.21,Agato Yashin HASSAN,19 JAN 1986,ETH,8f7,,Hachioji (JPN),28 NOV 2015,1153
73,27:46.36,Paul Kipngetich TANUI,22 DEC 1990,KEN,1f5,,Saga (JPN),17 OCT 2015,1153
74,27:46.55,Shuho DAIROKUNO,23 DEC 1992,JPN,9f7,,Hachioji (JPN),28 NOV 2015,1153
75,27:46.82,Zane ROBERTSON,14 NOV 1989,NZL,17,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1152
76,27:46.90,Mohammed AHMED,05 JAN 1991,CAN,5f1,,"Palo Alto, CA (USA)",02 MAY 2015,1152
77,27:47.55,Bashir ABDI,10 FEB 1989,BEL,6f1,,"Palo Alto, CA (USA)",02 MAY 2015,1151
78,27:48.53,Aras KAYA,04 APR 1994,KEN,2,,Mersin (TUR),02 MAY 2015,1150
79,27:48.89,Joshua CHEPTEGEI,12 SEP 1996,UGA,9,,"National Stadium, Beijing (CHN)",22 AUG 2015,1149
80,27:49.43,Hassan MEAD,28 AUG 1989,USA,7f1,,"Palo Alto, CA (USA)",02 MAY 2015,1148
81,27:49.46,Joseph KAMATHI,23 NOV 1996,KEN,6f1,,Fukagawa (JPN),09 JUL 2015,1148
82,27:49.70,Rodgers KWEMOI,03 MAR 1998,KEN,10f7,,Hachioji (JPN),28 NOV 2015,1148
83,27:50.09,James Gitahi RUNGARU,14 JAN 1993,KEN,7,,Nairobi (KEN),01 AUG 2015,1147
84,27:50.14,Nguse AMLOSOM,10 NOV 1986,ERI,1,,San Sebastián (ESP),24 JUL 2015,1147
85,27:50.70,Yitayal Atnafu ZERIHUN,20 JAN 1993,ETH,9,,Hengelo (NED),17 JUN 2015,1146
86,27:50.81,Paul KUIRA,25 JAN 1991,KEN,11f7,,Hachioji (JPN),28 NOV 2015,1146
87,27:50.93,Samuel MWANGI,19 SEP 1997,KEN,12f7,,Hachioji (JPN),28 NOV 2015,1146
88,27:51.0h,Vincent Kipsegechi YATOR,11 JUL 1989,KEN,1,,Nairobi (KEN),11 JUL 2015,1146
89,27:52.86,Kassa MAKASHAW,19 MAR 1984,ETH,8f1,,"Palo Alto, CA (USA)",02 MAY 2015,1143
90,27:53.19,Daniel KIPKEMBOI,05 JUL 1996,KEN,2f3,,Tajimi (JPN),12 OCT 2015,1142
90,27:53.19,Daniel KIPKEMBOI,05 JUL 1996,KEN,3f2,,Gifu (JPN),17 OCT 2015,1142
92,27:53.38,Ali KAYA,20 APR 1994,TUR,1,,Tallinn (EST),09 JUL 2015,1142
93,27:53.79,Joseph KAMATHI,23 NOV 1996,KEN,13f7,,Hachioji (JPN),28 NOV 2015,1141
94,27:53.84,Yuta SHITARA,18 DEC 1991,JPN,14f7,,Hachioji (JPN),28 NOV 2015,1141
95,27:54.25,Jason WITT,09 DEC 1989,USA,9f1,,"Palo Alto, CA (USA)",02 MAY 2015,1141
96,27:54.30,Bernard KIMANI,30 SEP 1993,KEN,3f1,,Gifu (JPN),25 SEP 2015,1141
97,27:54.35,William Malel SITONIK,01 MAR 1994,KEN,8,,Nairobi (KEN),01 AUG 2015,1141
98,27:54.47,Muktar EDRIS,14 JAN 1994,ETH,10,,"National Stadium, Beijing (CHN)",22 AUG 2015,1140
99,27:54.6h,Charles MUNERIA,10 FEB 1996,KEN,2,,Nairobi (KEN),11 JUL 2015,1140
100,27:54.98,Parker STINSON,03 MAR 1992,USA,10f1,,"Palo Alto, CA (USA)",02 MAY 2015,1140
100,27:54.98,Patrick MATHENGE,02 NOV 1997,KEN,1f1,,Abashiri (JPN),16 JUL 2015,1140
102,27:55.02,Tsuyoshi UGACHI,27 APR 1987,JPN,15f7,,Hachioji (JPN),28 NOV 2015,1139
103,27:55.17,Stephen Omiso ARITA,26 JUN 1988,KEN,9,,Nairobi (KEN),01 AUG 2015,1139
