Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,26:33.84,Grant FISHER,22 APR 1997,USA,1,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1268
2,26:34.14,Mohammed AHMED,05 JAN 1991,CAN,2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1268
3,26:44.73,Selemon BAREGA,20 JAN 2000,ETH,1,,"Blankers-Koen Stadion, Hengelo (NED)",05 JUN 2022,1251
4,26:45.91,Tadese WORKU,20 JAN 2002,ETH,2,,"Blankers-Koen Stadion, Hengelo (NED)",05 JUN 2022,1249
5,26:46.13,Berihu AREGAWI,28 FEB 2001,ETH,3,,"Blankers-Koen Stadion, Hengelo (NED)",05 JUN 2022,1248
6,26:49.39,Yomif KEJELCHA,01 AUG 1997,ETH,4,,"Blankers-Koen Stadion, Hengelo (NED)",05 JUN 2022,1243
7,26:54.76,Richard YATOR,04 JUN 1998,KEN,1f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 OCT 2022,1235
8,26:55.04,Benard KIBET,25 NOV 1999,KEN,2f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 OCT 2022,1234
9,27:00.24,Milkesa MENGESHA,16 APR 2000,ETH,5,,"Blankers-Koen Stadion, Hengelo (NED)",05 JUN 2022,1226
10,27:07.59,Emmanuel Korir KIPLAGAT,05 MAY 2002,KEN,1f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1214
11,27:09.19,Jacob KIPLIMO,14 NOV 2000,UGA,1,,"Alexander Stadium, Birmingham (GBR)",02 AUG 2022,1211
12,27:09.46,Sabastian Kimaru SAWE,16 MAR 1995,KEN,1,,"Estádio José Vieira de Carvalho, Maia (POR)",04 JUN 2022,1211
13,27:09.83,Benson KIPLANGAT,17 JUN 2003,KEN,2f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1210
