Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,13:07.83,,Abraham CHERKOS,23 SEP 1989,ETH,1,,Praha (CZE) (i),26 FEB 2009,1233
2,13:09.37,,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,,Praha (CZE) (i),26 FEB 2009,1227
3,13:17.89,,Bekana DABA,29 JUL 1988,ETH,1f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,1195
4,13:18.12,,Galen RUPP,08 MAY 1986,USA,2f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,1194
5,13:19.79,,Samuel CHELANGA,23 FEB 1985,KEN,3f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,1188
6,13:25.69,,James Kwalia C'KURUI,12 JUN 1984,QAT,1f1,,Düsseldorf (GER) (i),13 FEB 2009,1166
7,13:26.34,,Essa Ismail RASHED,14 DEC 1986,QAT,2f1,,Düsseldorf (GER) (i),13 FEB 2009,1164
8,13:27.33,,Robert Sigei KIPNGETICH,03 JAN 1982,KEN,3f1,,Düsseldorf (GER) (i),13 FEB 2009,1160
9,13:29.44,,Daniel Kipchirchir KOMEN,27 NOV 1984,KEN,4,,Praha (CZE) (i),26 FEB 2009,1153
10,13:30.13,,Wilson KIPROP,14 APR 1987,KEN,4f1,,Düsseldorf (GER) (i),13 FEB 2009,1150
11,13:30.17,,Jonas CHERUIYOT,11 JAN 1984,KEN,5f1,,Düsseldorf (GER) (i),13 FEB 2009,1150
12,13:31.71,,Markos GENETI,07 JUN 1984,ETH,4f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,1144
13,13:32.44,,Edward Kiptanui TOO,07 JUL 1982,KEN,6f1,,Düsseldorf (GER) (i),13 FEB 2009,1142
14,13:37.77,,Shawn FORREST,10 JUL 1983,AUS,5f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,1122
15,13:38.50,,Ali SAIDI-SIEF,15 MAR 1978,ALG,6,,Praha (CZE) (i),26 FEB 2009,1120
16,13:43.97,,Youssef EL KALAI,01 MAR 1981,MAR,7,,Praha (CZE) (i),26 FEB 2009,1100
17,13:44.92,,Titus Kwemoi MASAI,09 OCT 1989,KEN,7f1,,Düsseldorf (GER) (i),13 FEB 2009,1097
18,13:48.26,,Chris DERRICK,17 OCT 1990,USA,4,,"College Station, TX (USA) (i)",13 MAR 2009,1085
19,13:49.58,,Tyson DAVID,04 AUG 1987,KEN,5,,"College Station, TX (USA) (i)",13 MAR 2009,1080
20,13:50.31,,Timothy KIPTANUI,05 JAN 1980,KEN,8,,Praha (CZE) (i),26 FEB 2009,1077
21,13:50.82,,Luke PUSKEDRA,08 FEB 1990,USA,6,,"College Station, TX (USA) (i)",13 MAR 2009,1076
22,13:52.65,,Daniel NUNN,16 JUN 1986,USA,1,,"New York, NY (USA) (i)",21 FEB 2009,1069
23,13:53.05,,Elkanah KIBET,02 JUN 1983,KEN,6f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,1068
24,13:54.24,,Brian OLINGER,02 JUN 1983,USA,1f1,,"Bloomington, IN (USA) (i)",31 JAN 2009,1064
25,13:56.16,,Nahom Mesfin TARIKU,03 JUN 1989,ETH,8f1,,Düsseldorf (GER) (i),13 FEB 2009,1057
26,13:57.09,,Daniel HULING,16 JUL 1983,USA,2f1,,"Bloomington, IN (USA) (i)",31 JAN 2009,1054
27,13:58.03,,Stephen SAMBU,07 JUL 1988,KEN,7f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,1050
28,13:58.16,,Hassan MEAD,28 AUG 1989,USA,1f2,,"University Park, PA (USA) (i)",01 MAR 2009,1050
29,13:58.43,,Ed MORAN,27 MAY 1981,USA,1f1,,"Blacksburg, VA (USA) (i)",21 FEB 2009,1049
30,13:59.01,,Patrick SMYTH,06 AUG 1986,USA,2,,"New York, NY (USA) (i)",21 FEB 2009,1047
31,14:00.38,,Samuel KOSGEI,18 JUN 1984,USA,8,,"College Station, TX (USA) (i)",13 MAR 2009,1042
32,14:01.14,,Girma MECHESO,16 JAN 1988,ETH,1f1,,"Boston, MA (USA) (i)",24 JAN 2009,1040
33,14:01.36,,Stephen HAAS,18 APR 1983,USA,3f1,,"Bloomington, IN (USA) (i)",31 JAN 2009,1039
34,14:01.40,,Jeff POWERS,1984,USA,4f1,,"Bloomington, IN (USA) (i)",31 JAN 2009,1039
35,14:02.20,,Chris ROMBOUGH,05 DEC 1986,USA,2f2,,"University Park, PA (USA) (i)",01 MAR 2009,1036
36,14:04.20,,Jake SCHMITT,27 MAR 1987,USA,9,,"College Station, TX (USA) (i)",13 MAR 2009,1029
37,14:04.29,,Dylan WYKES,06 JUN 1983,CAN,1f1,,Ottawa (CAN) (i),07 FEB 2009,1029
38,14:04.68,,Nate JENKINS,06 OCT 1980,USA,2f1,,"Boston, MA (USA) (i)",24 JAN 2009,1027
39,14:05.13,,Aleksandr ORLOV,23 FEB 1981,RUS,1f3,,Moskva (RUS) (i),15 FEB 2009,1026
40,14:05.42,,Ahmed EL RABY,1986,SUD,9,,Praha (CZE) (i),26 FEB 2009,1025
40,14:05.42,,Jon GREY,13 FEB 1988,USA,1,,"Newport News, VA (USA) (i)",05 DEC 2009,1025
42,14:05.46,,Ruben SANÇA,13 DEC 1986,CPV,3f1,,"Boston, MA (USA) (i)",24 JAN 2009,1025
43,14:06.54,,Yevgeniy RYBAKOV,27 FEB 1985,RUS,2f3,,Moskva (RUS) (i),15 FEB 2009,1021
44,14:06.79,,Sergey SAYAPIN,09 JUL 1982,RUS,3f3,,Moskva (RUS) (i),15 FEB 2009,1020
45,14:06.90,,Anatoliy RYBAKOV,27 FEB 1985,RUS,4f3,,Moskva (RUS) (i),15 FEB 2009,1020
45,14:06.90,,Christian WAGNER,06 DEC 1985,USA,3f2,,"University Park, PA (USA) (i)",01 MAR 2009,1020
47,14:06.94,,Zac EDWARDS,12 AUG 1987,USA,1,,"Jonesboro, AR (USA) (i)",01 MAR 2009,1019
48,14:07.45,,Aleksey REUNKOV,28 JAN 1984,RUS,5f3,,Moskva (RUS) (i),15 FEB 2009,1018
49,14:07.81,,Shadrack KIPTOO BIWOTT,19 FEB 1985,KEN,10,,"College Station, TX (USA) (i)",13 MAR 2009,1016
50,14:08.43,,Stepan KISELYOV,03 NOV 1986,RUS,6f3,,Moskva (RUS) (i),15 FEB 2009,1014
51,14:08.83,,Glarius ROP,28 MAR 1984,KEN,1,,"Boston, MA (USA) (i)",05 DEC 2009,1013
52,14:09.05,,Jeremy CRISCIONE,03 JUL 1987,USA,1f1,,"Fayetteville, AR (USA) (i)",14 FEB 2009,1012
53,14:09.33,,Craig FORYS,13 JUL 1989,USA,4f2,,"University Park, PA (USA) (i)",01 MAR 2009,1011
54,14:09.67,,Timothy MCLEOD,,USA,5f1,,"Bloomington, IN (USA) (i)",31 JAN 2009,1010
55,14:10.18,,John KOSGEI,23 DEC 1984,KEN,1f1,,"College Station, TX (USA) (i)",28 FEB 2009,1008
56,14:10.35,,Fyodor SHUTOV,10 FEB 1986,RUS,7f3,,Moskva (RUS) (i),15 FEB 2009,1008
56,14:10.35,,Rory FRASER,25 APR 1987,GBR,11,,"College Station, TX (USA) (i)",13 MAR 2009,1008
58,14:10.63,,Andrew POORE,03 DEC 1988,USA,6f1,,"Bloomington, IN (USA) (i)",31 JAN 2009,1007
59,14:11.08,,Kenyon NEUMAN,12 JAN 1987,USA,12,,"College Station, TX (USA) (i)",13 MAR 2009,1005
60,14:11.09,,Guor MAKER,15 APR 1984,SSD,2f1,,"College Station, TX (USA) (i)",28 FEB 2009,1005
61,14:11.29,,James STRANG,07 DEC 1984,USA,8f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,1005
62,14:11.31,,Jacob NACHEL,18 APR 1988,USA,6f2,,"University Park, PA (USA) (i)",01 MAR 2009,1005
63,14:11.75,,Andrey KHRAMOV,17 JAN 1981,RUS,8f3,,Moskva (RUS) (i),15 FEB 2009,1003
64,14:11.93,,Daniel KANYARUHURU,05 FEB 1984,USA,2f1,,"Blacksburg, VA (USA) (i)",21 FEB 2009,1002
65,14:12.26,,Barnabas KIRUI,12 DEC 1985,KEN,1f1,,"College Station, TX (USA) (i)",31 JAN 2009,1001
66,14:12.40,,Boniface KIRUI,27 OCT 1987,KEN,10,,Praha (CZE) (i),26 FEB 2009,1001
67,14:12.58,,Michael CROUCH,03 JAN 1988,USA,1,,"Houston, TX (USA) (i)",14 MAR 2009,1000
68,14:12.59,,Kiel UHL,19 MAR 1987,USA,3f1,,"College Station, TX (USA) (i)",28 FEB 2009,1000
69,14:13.17,,Mohamed KHADRAOUI,14 NOV 1984,USA,1,,"Boston, MA (USA) (i)",08 MAR 2009,998
70,14:14.01,,Harbert OKUTI,25 OCT 1985,UGA,2f1,,"New York, NY (USA) (i)",07 FEB 2009,995
71,14:14.65,,Joseph MAINA,16 JUL 1982,USA,2f1,,"Fayetteville, AR (USA) (i)",14 FEB 2009,993
72,14:15.16,,Scott NOVACK,11 AUG 1986,USA,3f1,,"Fayetteville, AR (USA) (i)",14 FEB 2009,991
73,14:15.25,,Jay KOLOSEUS,20 OCT 1987,USA,4f1,,"Boston, MA (USA) (i)",24 JAN 2009,991
74,14:15.66,,Aaron BRAUN,28 MAY 1987,USA,2,,"Houston, TX (USA) (i)",14 MAR 2009,990
75,14:16.74,,Ivan PETROCHENKOV,19 MAR 1984,RUS,1f2,,Moskva (RUS) (i),15 FEB 2009,986
76,14:16.86,,Colby LOWE,08 FEB 1990,USA,4f1,,"College Station, TX (USA) (i)",28 FEB 2009,986
77,14:17.00,,Kyle DAWSON,19 SEP 1988,USA,7f2,,"University Park, PA (USA) (i)",01 MAR 2009,985
78,14:17.17,,Curtis BIXLER,21 AUG 1987,USA,3,,"Boston, MA (USA) (i)",08 MAR 2009,985
79,14:17.55,,Daniel KIRWA,03 MAR 1987,KEN,3,,"Houston, TX (USA) (i)",14 MAR 2009,983
80,14:17.64,,Zac HINE,05 OCT 1987,USA,1,,"Cambridge, MA (USA) (i)",01 MAR 2009,983
81,14:17.76,,Ryan COLLINS,20 FEB 1989,USA,1f1,,"Blacksburg, VA (USA) (i)",27 FEB 2009,983
82,14:18.00,,Matt LOISELLE,08 SEP 1984,CAN,2f1,,Ottawa (CAN) (i),07 FEB 2009,982
83,14:18.05,,Dennis POLLOW,14 DEC 1986,USA,8f2,,"University Park, PA (USA) (i)",01 MAR 2009,982
84,14:18.08,,Colby WISSEL,25 APR 1985,USA,5f1,,"College Station, TX (USA) (i)",28 FEB 2009,982
85,14:18.28,,John MARTINEZ,01 JUN 1987,USA,2f1,,"Blacksburg, VA (USA) (i)",27 FEB 2009,981
86,14:18.42,,Girma SEGNI,13 JUL 1985,ETH,6f1,,"Boston, MA (USA) (i)",24 JAN 2009,980
86,14:18.42,,Lukas VERZBICAS,06 JAN 1993,LTU,1,,"Boston, MA (USA) (i)",13 MAR 2009,980
88,14:18.49,,Victor GRAS,08 APR 1986,FRA,6f1,,"College Station, TX (USA) (i)",28 FEB 2009,980
89,14:18.51,,Philip BIWOTT,26 JAN 1983,KEN,1f1,,"Fayetteville, AR (USA) (i)",23 JAN 2009,980
90,14:18.81,,Stephane HETHERINGTON,02 FEB 1984,USA,3f1,,Ottawa (CAN) (i),07 FEB 2009,979
91,14:19.19,,Jonathan ANDERSON,,USA,4,,"Boston, MA (USA) (i)",08 MAR 2009,978
92,14:19.40,,Richard YEATES,1986,IRL,7f1,,"Boston, MA (USA) (i)",24 JAN 2009,977
93,14:19.54,,Brian MEDIGOVICH,16 SEP 1987,USA,4,,"Houston, TX (USA) (i)",14 MAR 2009,977
94,14:19.62,,Vasiliy GLUKHOV,20 SEP 1983,RUS,2f2,,Moskva (RUS) (i),15 FEB 2009,976
95,14:19.66,,David CHIRCHIR,27 OCT 1984,KEN,7f1,,"College Station, TX (USA) (i)",28 FEB 2009,976
96,14:20.22,,Oleg MARUSIN,12 APR 1981,RUS,9f3,,Moskva (RUS) (i),15 FEB 2009,974
97,14:20.31,,Michael EATON,09 JUN 1987,USA,3,,"New York, NY (USA) (i)",21 FEB 2009,974
98,14:20.46,,Amos SANG,10 JAN 1988,KEN,5,,"Houston, TX (USA) (i)",14 MAR 2009,974
99,14:20.62,,Cole HARDACRE,29 DEC 1988,USA,9f2,,"University Park, PA (USA) (i)",01 MAR 2009,973
100,14:20.79,,Matthew O'CONNOR,,USA,3,,"Boston, MA (USA) (i)",05 DEC 2009,972
101,14:20.89,,Vladimir SAFRONOV,19 FEB 1987,RUS,3f2,,Moskva (RUS) (i),15 FEB 2009,972
102,14:21.58,,Ruslan NAZIPOV,11 JUL 1981,RUS,10f3,,Moskva (RUS) (i),15 FEB 2009,970
103,14:21.76,,Bo WAGGONER,25 MAR 1989,USA,3f1,,"New York, NY (USA) (i)",07 FEB 2009,969
104,14:22.88,,Solomon HAILE,23 JAN 1990,USA,1,,"New York, NY (USA) (i)",13 MAR 2009,965
105,14:22.89,,Aleksey ALEKSANDROV,04 APR 1984,RUS,11f3,,Moskva (RUS) (i),15 FEB 2009,965
106,14:22.96,,Joshua EDDY,1987,USA,5,,"Boston, MA (USA) (i)",08 MAR 2009,965
107,14:23.02,,Max WALDEN,,USA,6,,"Boston, MA (USA) (i)",08 MAR 2009,965
108,14:23.30,,Jonathan PIERCE,03 SEP 1983,USA,9f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,964
109,14:23.85,,Justus David MULINGE,,KEN,7,,"Boston, MA (USA) (i)",08 MAR 2009,962
110,14:23.95,,Iain DONNAN,21 JUN 1985,GBR,6,,"Houston, TX (USA) (i)",14 MAR 2009,962
111,14:23.99,,Emil HEINEKING,29 JUN 1989,USA,3f1,,"Blacksburg, VA (USA) (i)",27 FEB 2009,962
112,14:24.00,,Justin SCHEID,21 NOV 1985,USA,4,,"New York, NY (USA) (i)",21 FEB 2009,962
113,14:24.02,,Gian-Paul CACCIA,28 MAR 1986,USA,8,,"Boston, MA (USA) (i)",08 MAR 2009,962
114,14:24.11,,Craig MILLER,03 AUG 1987,USA,10f2,,"University Park, PA (USA) (i)",01 MAR 2009,961
115,14:24.17,,Paul RYAN,05 APR 1980,USA,8f1,,"Boston, MA (USA) (i)",24 JAN 2009,961
116,14:24.18,,Scott WALL,03 FEB 1986,USA,14,,"College Station, TX (USA) (i)",13 MAR 2009,961
117,14:24.21,,Tommy DAVIES,03 AUG 1985,GBR,1f2,,"Greencastle, IN (USA) (i)",28 FEB 2009,961
117,14:24.21,,Kiplingat TISIA,25 NOV 1988,KEN,1f2,,"Greencastle, IN (USA) (i)",28 FEB 2009,961
119,14:24.36,,Robbie KNORR,10 FEB 1988,USA,1,,"College Station, TX (USA) (i)",12 DEC 2009,960
120,14:24.46,,Kevin MCNAB,21 APR 1986,USA,9f1,,"College Station, TX (USA) (i)",28 FEB 2009,960
121,14:24.71,,Garett JEFFRIES,10 JUL 1987,USA,2f1,,"College Station, TX (USA) (i)",31 JAN 2009,959
122,14:25.10,,Matt LLANO,01 AUG 1988,USA,4f1,,"New York, NY (USA) (i)",07 FEB 2009,958
123,14:25.26,,Patrick GROSSKOPF,06 JAN 1988,USA,11f2,,"University Park, PA (USA) (i)",01 MAR 2009,957
124,14:25.33,,Maksim KARAMASHEV,01 MAY 1987,RUS,4f2,,Moskva (RUS) (i),15 FEB 2009,957
125,14:25.59,,Daniel WATTS,09 DEC 1986,GBR,10f1,,"College Station, TX (USA) (i)",28 FEB 2009,956
126,14:26.04,,Graham TRIBBLE,21 APR 1988,USA,4f1,,"Blacksburg, VA (USA) (i)",27 FEB 2009,955
127,14:26.24,,Ben ZYWICKI,12 JUL 1988,USA,7,,"Houston, TX (USA) (i)",14 MAR 2009,954
128,14:26.38,,Rory TUNNINGLEY,13 DEC 1989,USA,5f1,,"New York, NY (USA) (i)",07 FEB 2009,954
129,14:26.46,,Bryan BEEGLE,,USA,6f1,,"New York, NY (USA) (i)",07 FEB 2009,953
130,14:26.77,,Daniel JACKSON,12 JUN 1989,USA,5,,"New York, NY (USA) (i)",21 FEB 2009,952
130,14:26.77,,John MAHONEY,,USA,12f2,,"University Park, PA (USA) (i)",01 MAR 2009,952
132,14:26.93,,Colin LEAK,26 OCT 1986,USA,2,,"Newport News, VA (USA) (i)",05 DEC 2009,952
133,14:27.12,,Duriel HARDY,22 FEB 1988,USA,2,,"Cambridge, MA (USA) (i)",01 MAR 2009,951
134,14:27.43,,Ben MASSAM,16 APR 1988,USA,9,,"Boston, MA (USA) (i)",08 MAR 2009,950
135,14:27.48,,Robert MOLDOVAN,18 FEB 1989,USA,5f1,,"Blacksburg, VA (USA) (i)",27 FEB 2009,950
136,14:27.70,,Brian LEUNG,17 OCT 1989,USA,3,,"Cambridge, MA (USA) (i)",01 MAR 2009,949
137,14:28.57,,Tim RITCHIE,07 AUG 1987,USA,6f1,,"Blacksburg, VA (USA) (i)",27 FEB 2009,946
138,14:28.81,,James OSBORNE,,USA,10,,"Boston, MA (USA) (i)",08 MAR 2009,946
139,14:28.98,,Ricky FLYNN,20 JUL 1987,USA,1f1,,"Boston, MA (USA) (i)",14 FEB 2009,945
140,14:29.01,,Sage CANADAY,14 NOV 1985,USA,1f1,,"University Park, PA (USA) (i)",06 FEB 2009,945
141,14:29.12,,Nate EDELMAN,1982,USA,4,,"Cambridge, MA (USA) (i)",01 MAR 2009,945
142,14:29.26,,Luke GRAU,24 MAY 1988,USA,11,,"Boston, MA (USA) (i)",08 MAR 2009,944
143,14:29.27,,Daniel VASSALLO,28 APR 1985,USA,9f1,,"Boston, MA (USA) (i)",24 JAN 2009,944
144,14:29.28,,Donald CABRAL,12 DEC 1989,USA,5,,"Cambridge, MA (USA) (i)",01 MAR 2009,944
145,14:29.35,,Zach GATES,15 OCT 1989,USA,3,,"Newport News, VA (USA) (i)",05 DEC 2009,944
146,14:29.37,,Steeve GABART,12 JUN 1986,USA,7f1,,"Blacksburg, VA (USA) (i)",27 FEB 2009,944
147,14:29.49,,Lex WILLIAMS,21 MAR 1987,USA,13f2,,"University Park, PA (USA) (i)",01 MAR 2009,943
148,14:29.56,,Jordan KYLE,07 JAN 1987,USA,11f1,,"College Station, TX (USA) (i)",28 FEB 2009,943
149,14:29.57,,T.C. LUMBAR,05 FEB 1989,USA,7f1,,"New York, NY (USA) (i)",07 FEB 2009,943
150,14:29.87,,Luke CRAGG,28 AUG 1986,GBR,8,,"Houston, TX (USA) (i)",14 MAR 2009,942
151,14:30.22,,Devin CORNWALL,26 DEC 1987,USA,8f1,,"Blacksburg, VA (USA) (i)",27 FEB 2009,941
152,14:30.31,,Chas GILLESPIE,,USA,6,,"Cambridge, MA (USA) (i)",01 MAR 2009,941
153,14:30.43,,Justin GRUNEWALD,15 NOV 1985,USA,14f2,,"University Park, PA (USA) (i)",01 MAR 2009,940
154,14:30.47,,Jesse FALLER,,USA,4,,"Boston, MA (USA) (i)",05 DEC 2009,940
155,14:30.56,,Matthew BRUCE,08 AUG 1989,CAN,9,,"New York, NY (USA) (i)",21 FEB 2009,940
156,14:30.57,,Tony NALLI,,USA,15f2,,"University Park, PA (USA) (i)",01 MAR 2009,940
157,14:30.67,,Ryan JACOBS,23 DEC 1988,USA,10,,"New York, NY (USA) (i)",21 FEB 2009,939
158,14:30.70,,John SCHROEDER,,USA,10f1,,"Boston, MA (USA) (i)",24 JAN 2009,939
159,14:30.71,,Igor VOROBYEV,07 DEC 1985,RUS,5f2,,Moskva (RUS) (i),15 FEB 2009,939
160,14:30.75,,John EALY,07 JUN 1985,USA,16f2,,"University Park, PA (USA) (i)",01 MAR 2009,939
161,14:30.77,,Ryan JANK,29 MAR 1986,USA,8f1,,"New York, NY (USA) (i)",07 FEB 2009,939
162,14:30.88,,Kyle LEWIS,,USA,3f1,,"College Station, TX (USA) (i)",31 JAN 2009,939
163,14:30.89,,Lee BERUBE,,USA,1,,"Ithaca, NY (USA) (i)",04 DEC 2009,939
164,14:30.98,,Phillip KING,01 DEC 1988,USA,4f1,,"College Station, TX (USA) (i)",31 JAN 2009,938
165,14:31.05,,James GRIMES,,USA,11,,"New York, NY (USA) (i)",21 FEB 2009,938
166,14:31.32,,Chris ZABLOCKI,21 JUL 1988,USA,11f1,,"Boston, MA (USA) (i)",24 JAN 2009,937
167,14:31.46,,Willy KAUL,,USA,1,,"Terre Haute, IN (USA) (i)",14 MAR 2009,937
168,14:31.47,,Terrance SHEA,16 NOV 1973,USA,12f1,,"Boston, MA (USA) (i)",24 JAN 2009,937
169,14:31.58,,Jesse LUCIANO,10 JAN 1988,USA,17f2,,"University Park, PA (USA) (i)",01 MAR 2009,936
170,14:31.63,,Cleophas TANUI,21 NOV 1980,KEN,1f1,,"New York, NY (USA) (i)",27 FEB 2009,936
171,14:31.65,,Tommy TATE,07 APR 1987,USA,1f1,,"University Park, PA (USA) (i)",01 MAR 2009,936
172,14:32.40,,Denis BAGREV,01 MAY 1980,KGZ,12f3,,Moskva (RUS) (i),15 FEB 2009,934
173,14:32.92,,Shadrack SONGOK,25 APR 1984,KEN,1f1,,"College Station, TX (USA) (i)",24 JAN 2009,932
173,14:32.92,,Julius NYANGO,22 DEC 1981,KEN,2f1,,"New York, NY (USA) (i)",27 FEB 2009,932
175,14:32.98,,Ilya ALESHINTSEV,08 MAY 1984,RUS,6f2,,Moskva (RUS) (i),15 FEB 2009,932
176,14:33.06,,Silah MISOI,26 FEB 1974,KEN,1f1,,"Lincoln, NE (USA) (i)",06 FEB 2009,932
177,14:33.14,,Vincent RONO,22 JUN 1986,KEN,1f1,,"Hampton, VA (USA) (i)",23 JAN 2009,931
178,14:33.19,,Scott VAN KOOTEN,,USA,12,,"Boston, MA (USA) (i)",08 MAR 2009,931
179,14:33.22,,Kevin BURNETT,20 FEB 1990,USA,5f1,,"College Station, TX (USA) (i)",31 JAN 2009,931
