Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,13:08.05,Edward CHESEREK,02 FEB 1994,KEN,1,,"Boston, MA (USA)",24 FEB 2019,1232
2,13:10.23,Emmanuel BOR,14 APR 1988,USA,2,,"Boston, MA (USA)",24 FEB 2019,1224
3,13:14.96,Hillary BOR,22 NOV 1989,USA,3,,"Boston, MA (USA)",24 FEB 2019,1206
4,13:21.35,Sean MCGORTY,08 MAR 1995,USA,1,,"Boston, MA (USA)",08 FEB 2019,1182
5,13:21.97,Marc SCOTT,21 DEC 1993,GBR,2,,"Boston, MA (USA)",08 FEB 2019,1180
6,13:27.81,Hyuga ENDO,05 AUG 1998,JPN,3,,"Boston, MA (USA)",08 FEB 2019,1159
7,13:33.51,Sam ATKIN,14 MAR 1993,GBR,4,,"Boston, MA (USA)",24 FEB 2019,1138
8,13:33.64,Amon KEMBOI,,KEN,1f1,,"Boston, MA (USA)",01 DEC 2018,1137
9,13:35.74,Yevgeniy RYBAKOV,27 FEB 1985,RUS,1,,Moskva (RUS),15 FEB 2019,1130
10,13:35.97,Travis MAHONEY,25 JUL 1990,USA,2f1,,"Boston, MA (USA)",01 DEC 2018,1129
11,13:36.08,Anatoliy RYBAKOV,27 FEB 1985,RUS,2,,Moskva (RUS),15 FEB 2019,1128
12,13:36.61,Ryan HILL,31 JAN 1990,USA,4,,"Boston, MA (USA)",08 FEB 2019,1126
13,13:37.85,Morgan MCDONALD,23 APR 1996,AUS,1f2,,"Ann Arbor, MI (USA)",23 FEB 2019,1122
14,13:39.49,Matthew HUGHES,03 AUG 1989,CAN,5,,"Boston, MA (USA)",08 FEB 2019,1116
15,13:40.02,Kirubel ERASSA,17 JUN 1993,USA,5,,"Boston, MA (USA)",24 FEB 2019,1114
16,13:41.48,Nahom SOLOMON,27 SEP 1995,USA,3f1,,"Boston, MA (USA)",01 DEC 2018,1109
17,13:41.76,Morgan MCDONALD,23 APR 1996,AUS,1,,"Birmingham, AL (USA)",08 MAR 2019,1108
18,13:42.79,Joe KLECKER,16 NOV 1996,USA,2,,"Birmingham, AL (USA)",08 MAR 2019,1104
19,13:45.35,Clayton YOUNG,14 SEP 1993,USA,3,,"Birmingham, AL (USA)",08 MAR 2019,1095
20,13:46.88,Connor MCMILLAN,15 NOV 1995,USA,4,,"Birmingham, AL (USA)",08 MAR 2019,1090
21,13:46.97,Abbabiya SIMBASSA,30 JUN 1993,USA,6,,"Boston, MA (USA)",24 FEB 2019,1089
22,13:47.38,Vincent KIPROP,,KEN,5,,"Birmingham, AL (USA)",08 MAR 2019,1088
23,13:47.44,Amon KEMBOI,,KEN,6,,"Birmingham, AL (USA)",08 MAR 2019,1088
24,13:47.64,Hiroki MATSUEDA,20 MAY 1993,JPN,6,,"Boston, MA (USA)",08 FEB 2019,1087
25,13:48.17,Joe STILIN,05 DEC 1989,USA,1f1,,"Boston, MA (USA)",09 FEB 2019,1085
26,13:48.63,Josh IZEWSKI,29 APR 1990,USA,2f1,,"Boston, MA (USA)",09 FEB 2019,1083
27,13:49.50,Ben VEATCH,01 JUN 1998,USA,7,,"Birmingham, AL (USA)",08 MAR 2019,1080
28,13:50.74,Robert BRANDT,02 NOV 1996,USA,8,,"Birmingham, AL (USA)",08 MAR 2019,1076
29,13:51.01,Geoffrey KIPCHUMBA,02 NOV 1992,KEN,7,,"Boston, MA (USA)",24 FEB 2019,1075
30,13:51.06,Edwin KURGAT,,KEN,9,,"Birmingham, AL (USA)",08 MAR 2019,1075
31,13:51.45,Conner MANTZ,08 DEC 1996,USA,10,,"Birmingham, AL (USA)",08 MAR 2019,1073
32,13:51.87,Iliass AOUANI,29 SEP 1995,ITA,3f1,,"Boston, MA (USA)",09 FEB 2019,1072
33,13:52.32,Trevor DUNBAR,29 APR 1991,USA,8,,"Boston, MA (USA)",24 FEB 2019,1070
34,13:53.48,Johannes MOTSCHMANN,03 AUG 1994,GER,4f1,,"Boston, MA (USA)",01 DEC 2018,1066
35,13:53.57,Paul HOGAN,04 NOV 1995,USA,5f1,,"Boston, MA (USA)",01 DEC 2018,1066
36,13:53.65,Alex Chesiro MASAI,05 FEB 1997,KEN,1f1,,"Boston, MA (USA)",24 FEB 2019,1066
37,13:53.81,Ben VEATCH,01 JUN 1998,USA,2f2,,"Ann Arbor, MI (USA)",23 FEB 2019,1065
38,13:54.37,Yegor NIKOLAYEV,28 APR 1988,ANA,3,,Moskva (RUS),15 FEB 2019,1063
39,13:54.58,John DRESSEL,02 MAY 1997,USA,11,,"Birmingham, AL (USA)",08 MAR 2019,1062
40,13:55.10,Gilbert KIGEN,23 DEC 1994,KEN,12,,"Birmingham, AL (USA)",08 MAR 2019,1061
41,13:55.40,Tyler DAY,18 DEC 1996,USA,13,,"Birmingham, AL (USA)",08 MAR 2019,1060
42,13:56.58,Kasey KNEVELBAARD,,USA,1,,"Bloomington, IN (USA)",07 DEC 2018,1055
43,13:57.06,Obsa ALI,17 FEB 1996,USA,3f2,,"Ann Arbor, MI (USA)",23 FEB 2019,1054
44,13:58.53,Aaron TEMPLETON,23 OCT 1995,USA,6f1,,"Boston, MA (USA)",01 DEC 2018,1049
45,13:58.58,Kyle MAU,,USA,2,,"Bloomington, IN (USA)",07 DEC 2018,1048
46,13:58.82,Derek GUTIEREZ,08 SEP 1995,USA,3,,"Bloomington, IN (USA)",07 DEC 2018,1048
47,13:58.90,Louis SERAFINI,20 SEP 1991,USA,1f1,,"Boston, MA (USA)",26 JAN 2019,1047
48,13:59.72,Alec BASTEN,26 FEB 1998,USA,4f2,,"Ann Arbor, MI (USA)",23 FEB 2019,1044
49,13:59.91,Ben EIDENSCHINK,27 JUL 1996,USA,5f2,,"Ann Arbor, MI (USA)",23 FEB 2019,1044
50,14:02.09,Tyler DAY,18 DEC 1996,USA,1f2,,"Bozeman, MT (USA)",01 DEC 2018,1036
51,14:02.60,Mark PARRISH,02 DEC 1991,USA,7f1,,"Boston, MA (USA)",01 DEC 2018,1034
52,14:03.08,Jordan BRANNAN,,USA,1,,"Boston, MA (USA)",02 MAR 2019,1033
53,14:03.13,Gilbert KIRUI,,KEN,2,,"Boston, MA (USA)",02 MAR 2019,1033
54,14:03.20,Tim MCGOWAN,,USA,6f2,,"Ann Arbor, MI (USA)",23 FEB 2019,1032
55,14:03.53,Ian SHANKLIN,1998,USA,1f2,,"Blacksburg, VA (USA)",22 FEB 2019,1031
56,14:03.84,Ben VEATCH,01 JUN 1998,USA,4,,"Bloomington, IN (USA)",07 DEC 2018,1030
57,14:04.47,Yuriy KLOPTSOV,22 DEC 1989,RUS,4,,Moskva (RUS),15 FEB 2019,1028
58,14:04.65,Peter SEUFER,18 FEB 1997,USA,2f2,,"Blacksburg, VA (USA)",22 FEB 2019,1027
59,14:05.20,Andrey MINZHULIN,06 SEP 1987,RUS,5,,Moskva (RUS),15 FEB 2019,1025
60,14:05.59,Joe DRAGON,,USA,2f1,,"Boston, MA (USA)",26 JAN 2019,1024
61,14:06.20,Morgan BEADLESCOMB,,USA,7f2,,"Ann Arbor, MI (USA)",23 FEB 2019,1022
62,14:06.66,Olin HACKER,21 MAY 1997,USA,8f2,,"Ann Arbor, MI (USA)",23 FEB 2019,1020
63,14:06.83,Titus WINDERS,,USA,5,,"Bloomington, IN (USA)",07 DEC 2018,1020
64,14:07.41,Aaron NELSON,16 JUL 1992,USA,8f1,,"Boston, MA (USA)",01 DEC 2018,1018
65,14:07.75,Iliass AOUANI,29 SEP 1995,ITA,3f2,,"Blacksburg, VA (USA)",22 FEB 2019,1017
66,14:07.93,Denis CHERTYKOV,07 MAY 1994,RUS,6,,Moskva (RUS),15 FEB 2019,1016
67,14:08.06,Daniel MICHALSKI,10 SEP 1995,USA,6,,"Bloomington, IN (USA)",07 DEC 2018,1016
68,14:08.78,Kyle GRONOSTAJ,06 JUN 1996,USA,4f1,,"Boston, MA (USA)",09 FEB 2019,1013
69,14:09.15,Vladimir LESHONKOV,21 APR 1995,RUS,7,,Moskva (RUS),15 FEB 2019,1012
70,14:09.18,Azaria KIRWA,,KEN,3,,"Boston, MA (USA)",02 MAR 2019,1012
71,14:09.56,Artyom APLACHKIN,16 JUL 1991,RUS,8,,Moskva (RUS),15 FEB 2019,1010
72,14:09.79,John AHO,24 MAR 1999,USA,9f2,,"Ann Arbor, MI (USA)",23 FEB 2019,1010
