Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,13:04.60,Mohammed AHMED,05 JAN 1991,CAN,1f1,,"Boston, MA (USA)",26 FEB 2017,1245
2,13:05.85,Eric JENKINS,24 NOV 1991,USA,2f1,,"Boston, MA (USA)",26 FEB 2017,1240
3,13:06.74,Ben TRUE,29 DEC 1985,USA,3f1,,"Boston, MA (USA)",26 FEB 2017,1237
4,13:07.61,Ryan HILL,31 JAN 1990,USA,4f1,,"Boston, MA (USA)",26 FEB 2017,1234
5,13:09.16,Mo FARAH,23 MAR 1983,GBR,1,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1228
6,13:09.43,Albert ROP,17 JUL 1992,BRN,2,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1227
7,13:10.60,Soufiane EL BAKKALI,07 JAN 1996,MAR,3,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1222
8,13:11.18,Morhad AMDOUNI,21 JUN 1988,FRA,4,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1220
9,13:12.22,William KINCAID,21 SEP 1992,USA,5f1,,"Boston, MA (USA)",26 FEB 2017,1216
10,13:12.27,Lopez LOMONG,01 JAN 1985,USA,6f1,,"Boston, MA (USA)",26 FEB 2017,1216
11,13:14.45,Kemoy CAMPBELL,14 JAN 1991,JAM,7f1,,"Boston, MA (USA)",26 FEB 2017,1208
12,13:19.35,Chris DERRICK,17 OCT 1990,USA,8f1,,"Boston, MA (USA)",26 FEB 2017,1190
13,13:23.99,Yemaneberhan CRIPPA,15 OCT 1996,ITA,5,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1173
14,13:38.87,Marc SCOTT,21 DEC 1993,GBR,1,,"Bloomington, IN (USA)",09 DEC 2016,1118
15,13:41.20,Edward CHESEREK,02 FEB 1994,KEN,1,,"College Station, TX (USA)",10 MAR 2017,1110
16,13:42.24,Edwin KIBICHIY,02 APR 1992,KEN,2,,"Bloomington, IN (USA)",09 DEC 2016,1106
17,13:42.32,Mason FERLIC,05 AUG 1993,USA,6,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1106
18,13:42.42,Vincent KIPROP,,KEN,1,,"Birmingham, AL (USA)",09 MAR 2017,1106
19,13:43.83,Marc SCOTT,21 DEC 1993,GBR,2,,"College Station, TX (USA)",10 MAR 2017,1101
20,13:45.37,Zachary HERRIOTT,,USA,1,,"Boston, MA (USA)",04 FEB 2017,1095
21,13:47.01,Amon TERER,06 APR 1992,KEN,3,,"College Station, TX (USA)",10 MAR 2017,1089
22,13:47.22,Thomas CURTIN,08 AUG 1993,USA,9f1,,"Boston, MA (USA)",26 FEB 2017,1088
23,13:47.84,John DRESSEL,02 MAY 1997,USA,4,,"College Station, TX (USA)",10 MAR 2017,1086
24,13:47.90,Anatoliy RYBAKOV,27 FEB 1985,RUS,1f1,,Moskva (RUS),21 FEB 2017,1086
25,13:48.30,Yevgeniy RYBAKOV,27 FEB 1985,RUS,2f1,,Moskva (RUS),21 FEB 2017,1085
26,13:48.36,Alfred CHELANGA,02 APR 1994,KEN,5,,"College Station, TX (USA)",10 MAR 2017,1084
27,13:49.59,Igor MAKSIMOV,26 APR 1992,RUS,3f1,,Moskva (RUS),21 FEB 2017,1080
28,13:49.72,Nelson KIPKOGEI,09 MAR 1993,BRN,7,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1080
29,13:49.83,Erik PETERSON,15 JUN 1994,USA,6,,"College Station, TX (USA)",10 MAR 2017,1079
30,13:51.73,M.J. ERB,02 FEB 1994,USA,7,,"College Station, TX (USA)",10 MAR 2017,1072
