Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,13:38.87,,Marc SCOTT,21 DEC 1993,GBR,1,,"Bloomington, IN (USA) (i)",09 DEC 2016,1118
2,13:42.24,,Edwin KIBICHIY,02 APR 1992,KEN,2,,"Bloomington, IN (USA) (i)",09 DEC 2016,1106
3,13:47.89,,Edward CHESEREK,02 FEB 1994,KEN,1,,"Birmingham, AL (USA) (i)",11 MAR 2016,1086
4,13:49.64,,Andrey MINZHULIN,06 SEP 1987,RUS,1f1,,Moskva (RUS) (i),25 FEB 2016,1080
5,13:50.57,,Rinas AKHMADEYEV,25 MAY 1989,RUS,2f1,,Moskva (RUS) (i),25 FEB 2016,1077
6,13:50.70,,Thomas CURTIN,08 AUG 1993,USA,2,,"Birmingham, AL (USA) (i)",11 MAR 2016,1076
7,13:50.83,,Anatoliy RYBAKOV,27 FEB 1985,RUS,3f1,,Moskva (RUS) (i),25 FEB 2016,1076
8,13:51.37,,Ilgizar SAFIULIN,09 DEC 1992,RUS,4f1,,Moskva (RUS) (i),25 FEB 2016,1074
9,13:51.66,,Andrey FARNOSOV,09 JUL 1980,RUS,5f1,,Moskva (RUS) (i),25 FEB 2016,1073
10,13:52.22,,Pierce MURPHY,23 AUG 1993,USA,3,,"Birmingham, AL (USA) (i)",11 MAR 2016,1071
11,13:52.26,,Futsum ZIENASELLASSIE,16 DEC 1992,USA,4,,"Birmingham, AL (USA) (i)",11 MAR 2016,1071
12,13:52.75,,Luis VARGAS,,USA,5,,"Birmingham, AL (USA) (i)",11 MAR 2016,1069
13,13:53.22,,Morgan PEARSON,22 SEP 1993,USA,6,,"Birmingham, AL (USA) (i)",11 MAR 2016,1067
14,13:53.52,,Ryan WALLING,10 DEC 1992,USA,7,,"Birmingham, AL (USA) (i)",11 MAR 2016,1066
15,13:53.55,,Igor MAKSIMOV,26 APR 1992,RUS,6f1,,Moskva (RUS) (i),25 FEB 2016,1066
