Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,13:35.21,,David KIMANI,20 FEB 1977,KEN,1,,"Fayetteville, AR (USA) (i)",26 JAN 2001,1132
2,13:43.36,,Matthew LANE,05 SEP 1977,USA,2,,"Fayetteville, AR (USA) (i)",09 MAR 2001,1102
3,13:44.27,,Michael AISH,24 JUL 1976,NZL,1,,"Boston, MA (USA) (i)",10 MAR 2001,1099
4,13:46.27,,Alfred RUGEMA,20 APR 1980,BDI,2,,"Fayetteville, AR (USA) (i)",26 JAN 2001,1092
5,13:50.44,,Keith KELLY,01 OCT 1977,IRL,3,,"Fayetteville, AR (USA) (i)",09 MAR 2001,1077
6,13:51.68,,Jonathon RILEY,29 DEC 1978,USA,4,,"Fayetteville, AR (USA) (i)",09 MAR 2001,1073
7,13:52.31,,Murray LINK,20 JAN 1977,CAN,5,,"Fayetteville, AR (USA) (i)",09 MAR 2001,1070
8,13:52.93,,Stephen ONDIEKI,,KEN,6,,"Fayetteville, AR (USA) (i)",09 MAR 2001,1068
9,13:53.89,,Jason HUBBARD,20 JAN 1975,USA,3,,"Boston, MA (USA) (i)",10 MAR 2001,1065
10,13:58.98,,Daniel LINCOLN,22 OCT 1980,USA,7,,"Fayetteville, AR (USA) (i)",09 MAR 2001,1047
