Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:51.61,William KINCAID,21 SEP 1992,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1295
2,12:54.99,Joe KLECKER,16 NOV 1996,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1282
3,13:09.37,Athanas KIOKO,1995,KEN,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2023,1227
4,13:10.96,Jonas RAESS,08 MAR 1994,SUI,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1221
5,13:11.01,Dylan JACOBS,15 JUN 2000,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1221
6,13:11.12,Benjamin FLANAGAN,11 JAN 1995,CAN,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1221
7,13:11.53,Ky ROBINSON,27 FEB 2002,AUS,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1219
8,13:11.60,Mike FOPPEN,29 NOV 1996,NED,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1219
9,13:11.75,Eduardo HERRERA,23 SEP 1997,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1218
10,13:11.80,Alex MAIER,,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1218
11,13:12.78,Sam PARSONS,18 JUN 1994,GER,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1214
12,13:13.26,Drew BOSLEY,08 OCT 2000,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1212
13,13:14.64,George BEAMISH,24 OCT 1996,NZL,8f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1207
14,13:15.25,Nico YOUNG,27 JUL 2002,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1205
