Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:53.73,Grant FISHER,22 APR 1997,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1287
2,12:56.87,Mohammed AHMED,05 JAN 1991,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1275
3,12:57.08,Marc SCOTT,21 DEC 1993,GBR,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1274
4,13:00.48,Emmanuel BOR,14 APR 1988,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1261
5,13:03.64,Sam ATKIN,14 MAR 1993,GBR,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1249
6,13:05.56,William KINCAID,21 SEP 1992,USA,1f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1242
7,13:07.40,Lopez LOMONG,01 JAN 1985,USA,2f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1235
8,13:07.95,Jonas RAESS,08 MAR 1994,SUI,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1232
9,13:08.41,Kieran TUNTIVATE,16 FEB 1997,THA,3f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1231
10,13:09.21,Sean MCGORTY,08 MAR 1995,USA,4f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1228
11,13:09.30,Adriaan WILDSCHUTT,03 MAY 1998,RSA,5f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1227
12,13:09.96,Oliver HOARE,29 JAN 1997,AUS,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 DEC 2021,1225
13,13:10.24,Conner MANTZ,08 DEC 1996,USA,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1224
14,13:10.79,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,8f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1222
15,13:10.98,Hillary BOR,22 NOV 1989,USA,9f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1221
16,13:12.53,George BEAMISH,24 OCT 1996,NZL,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 DEC 2021,1215
17,13:13.23,Evan JAGER,08 MAR 1989,USA,6f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1213
18,13:13.62,Dillon MAGGARD,16 OCT 1995,USA,10f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1211
