Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,13:07.00,Lopez LOMONG,01 JAN 1985,USA,1,,"New York, NY (USA)",01 MAR 2013,1236
2,13:12.00,Chris DERRICK,17 OCT 1990,USA,2,,"New York, NY (USA)",01 MAR 2013,1217
3,13:23.68,Andrew BUMBALOUGH,14 MAR 1987,USA,3,,"New York, NY (USA)",01 MAR 2013,1174
4,13:25.38,Kennedy KITHUKA,04 JUN 1989,KEN,1,,"Fayetteville, AR (USA)",08 MAR 2013,1167
5,13:26.65,Kennedy KITHUKA,04 JUN 1989,KEN,1,,"Fayetteville, AR (USA)",08 FEB 2013,1163
6,13:30.24,Diego ESTRADA,19 DEC 1989,MEX,2,,"Fayetteville, AR (USA)",08 MAR 2013,1150
7,13:33.22,Elliott HEATH,04 FEB 1989,USA,4,,"New York, NY (USA)",01 MAR 2013,1139
8,13:33.37,Evan JAGER,08 MAR 1989,USA,5,,"New York, NY (USA)",01 MAR 2013,1138
9,13:35.46,Matt TEGENKAMP,19 JAN 1982,USA,6,,"New York, NY (USA)",01 MAR 2013,1131
10,13:40.28,Girma MECHESO,16 JAN 1988,ETH,3,,"Fayetteville, AR (USA)",08 MAR 2013,1113
11,13:41.25,Maverick DARLING,09 JUN 1989,USA,4,,"Fayetteville, AR (USA)",08 MAR 2013,1110
12,13:41.84,Mohammed AHMED,05 JAN 1991,CAN,5,,"Fayetteville, AR (USA)",08 MAR 2013,1108
13,13:43.52,Ryan HILL,31 JAN 1990,USA,1,,"Bloomington, IN (USA)",07 DEC 2012,1102
13,13:43.52,Anthony ROTICH,20 OCT 1990,USA,6,,"Fayetteville, AR (USA)",08 MAR 2013,1102
15,13:45.61,Girma MECHESO,16 JAN 1988,ETH,7,,"New York, NY (USA)",01 MAR 2013,1094
16,13:45.87,Stanley Kipkoech KEBENEI,06 NOV 1989,KEN,7,,"Fayetteville, AR (USA)",08 MAR 2013,1093
17,13:46.44,Luke CALDWELL,02 AUG 1991,GBR,8,,"Fayetteville, AR (USA)",08 MAR 2013,1091
18,13:48.27,Rinas AKHMADEYEV,25 MAY 1989,RUS,1f2,,Moskva (RUS),14 FEB 2013,1085
19,13:48.35,Yevgeniy RYBAKOV,27 FEB 1985,RUS,2f2,,Moskva (RUS),14 FEB 2013,1084
20,13:50.89,Vyacheslav SHALAMOV,08 JUL 1989,RUS,3f2,,Moskva (RUS),14 FEB 2013,1075
21,13:51.79,Zack MAYHEW,27 NOV 1989,USA,2,,"Bloomington, IN (USA)",07 DEC 2012,1072
22,13:52.85,Ryan DOHNER,23 AUG 1991,USA,3,,"Bloomington, IN (USA)",07 DEC 2012,1069
23,13:53.59,Yuriy CHECHUN,05 JUL 1986,RUS,4f2,,Moskva (RUS),14 FEB 2013,1066
24,13:54.04,Jared WARD,09 SEP 1988,USA,9,,"Fayetteville, AR (USA)",08 MAR 2013,1064
25,13:54.33,Henry LELEI,31 DEC 1988,KEN,1f1,,"Fayetteville, AR (USA)",24 FEB 2013,1063
26,13:54.41,Dan LOWRY,30 OCT 1989,USA,10,,"Fayetteville, AR (USA)",08 MAR 2013,1063
27,13:55.00,Shadrack KIPCHIRCHIR,22 FEB 1989,KEN,11,,"Fayetteville, AR (USA)",08 MAR 2013,1061
28,13:55.31,Elliott KRAUSE,12 JUN 1990,USA,12,,"Fayetteville, AR (USA)",08 MAR 2013,1060
29,13:59.23,Joe STILIN,05 DEC 1989,USA,4,,"Bloomington, IN (USA)",07 DEC 2012,1046
30,13:59.71,Anatoliy RYBAKOV,27 FEB 1985,RUS,5f2,,Moskva (RUS),14 FEB 2013,1045
31,14:00.56,Stepan KISELYOV,03 NOV 1986,RUS,6f2,,Moskva (RUS),14 FEB 2013,1042
32,14:01.45,Sergey NECHPAY,03 JUN 1982,RUS,7f2,,Moskva (RUS),14 FEB 2013,1038
33,14:01.58,Lane WERLEY,28 APR 1993,USA,5,,"Bloomington, IN (USA)",07 DEC 2012,1038
34,14:01.65,Thomas CURTIN,08 AUG 1993,USA,1f2,,"Blacksburg, VA (USA)",22 FEB 2013,1038
35,14:02.13,Andrew COLLEY,01 APR 1991,USA,6,,"Bloomington, IN (USA)",07 DEC 2012,1036
36,14:02.26,Andrey MINZHULIN,06 SEP 1987,RUS,8f2,,Moskva (RUS),14 FEB 2013,1036
36,14:02.26,Michael FOUT,07 MAY 1990,USA,1f1,,"Blacksburg, VA (USA)",22 FEB 2013,1036
38,14:02.30,Andrey STRIZHAKOV,24 DEC 1992,RUS,9f2,,Moskva (RUS),14 FEB 2013,1036
39,14:02.63,Mike MOVERMAN,23 NOV 1990,USA,2f2,,"Blacksburg, VA (USA)",22 FEB 2013,1034
40,14:03.21,Andrey KARPIN,04 JAN 1982,RUS,10f2,,Moskva (RUS),14 FEB 2013,1032
41,14:03.55,Michael BIWOTT,,USA,1,,"Boston, MA (USA)",01 DEC 2012,1031
42,14:03.60,Stanley Kipkoech KEBENEI,06 NOV 1989,KEN,1f2,,"Fayetteville, AR (USA)",24 FEB 2013,1031
43,14:03.99,Patrick SCHELLBERG,20 FEB 1992,USA,3f2,,"Blacksburg, VA (USA)",22 FEB 2013,1030
