Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,13:47.22,Yevgeniy RYBAKOV,27 FEB 1985,RUS,1,,Moskva (RUS),14 FEB 2018,1088
2,13:49.50,Jacob THOMSON,29 NOV 1994,USA,1,,"College Station, TX (USA)",25 FEB 2018,1080
3,13:49.55,Julian OAKLEY,23 JUN 1993,NZL,1f1,,"Boston, MA (USA)",02 DEC 2017,1080
4,13:49.76,Gilbert KIGEN,23 DEC 1994,KEN,2,,"College Station, TX (USA)",25 FEB 2018,1079
5,13:50.31,Vincent KIPROP,,KEN,3,,"College Station, TX (USA)",25 FEB 2018,1077
6,13:50.79,Justyn KNIGHT,19 JUL 1996,CAN,1f2,,"Clemson, SC (USA)",23 FEB 2018,1076
7,13:51.23,Jonathan GREEN,15 FEB 1995,USA,1,,NY (USA),23 FEB 2018,1074
8,13:51.50,Tyler PENNEL,21 DEC 1987,USA,1f1,,"Boston, MA (USA)",10 FEB 2018,1073
8,13:51.50,Philo GERMANO,01 MAY 1995,USA,2f2,,"Clemson, SC (USA)",23 FEB 2018,1073
10,13:52.15,Emmanuel ROTICH,,USA,2f1,,"Boston, MA (USA)",02 DEC 2017,1071
11,13:54.35,Jacob CHOGE,,KEN,1f1,,"Boston, MA (USA)",25 FEB 2018,1063
12,13:55.40,Peter SEUFER,18 FEB 1997,USA,3f2,,"Clemson, SC (USA)",23 FEB 2018,1060
13,13:56.12,Zach LONG,,USA,4,,"College Station, TX (USA)",25 FEB 2018,1057
14,13:56.66,Brent DEMAREST,,USA,2f1,,"Boston, MA (USA)",10 FEB 2018,1055
15,13:57.27,Ben VEATCH,01 JUN 1998,USA,1,,"Bloomington, IN (USA)",08 DEC 2017,1053
16,13:57.86,Igor MAKSIMOV,26 APR 1992,RUS,2,,Moskva (RUS),14 FEB 2018,1051
16,13:57.86,Andrey FARNOSOV,09 JUL 1980,RUS,3,,Moskva (RUS),14 FEB 2018,1051
18,13:59.00,Donald CABRAL,12 DEC 1989,USA,2f1,,"Boston, MA (USA)",25 FEB 2018,1047
19,13:59.71,Nahom SOLOMON,27 SEP 1995,USA,4f2,,"Clemson, SC (USA)",23 FEB 2018,1045
20,14:00.27,Yuriy KLOPTSOV,22 DEC 1989,RUS,4,,Moskva (RUS),14 FEB 2018,1043
21,14:00.55,Jeff THIES,25 FEB 1995,USA,2,,"Bloomington, IN (USA)",08 DEC 2017,1042
22,14:01.44,Kigen CHEMADI,,KEN,3,,"Bloomington, IN (USA)",08 DEC 2017,1038
23,14:03.11,Andrew MARSTON,22 SEP 1996,USA,2,,NY (USA),23 FEB 2018,1033
24,14:03.92,Barry KEANE,19 NOV 1997,IRL,3,,NY (USA),23 FEB 2018,1030
25,14:05.17,Daniel CONNELLY,,USA,1f2,,"Boston, MA (USA)",23 FEB 2018,1026
26,14:05.26,Jacob CHOGE,,KEN,4,,"Bloomington, IN (USA)",08 DEC 2017,1025
27,14:05.36,Artyom APLACHKIN,16 JUL 1991,RUS,5,,Moskva (RUS),14 FEB 2018,1025
28,14:05.61,Chase WEAVERLING,10 JAN 1996,USA,3f1,,"Boston, MA (USA)",10 FEB 2018,1024
29,14:06.47,Paul HOGAN,04 NOV 1995,USA,4f1,,"Boston, MA (USA)",10 FEB 2018,1021
30,14:07.16,Logan ORNDORF,,USA,5,,"Bloomington, IN (USA)",08 DEC 2017,1019
31,14:07.25,Cameron AVERY,23 JUL 1997,NZL,2f2,,"Boston, MA (USA)",23 FEB 2018,1018
32,14:07.42,Mikhail STRELKOV,25 JUL 1994,RUS,6,,Moskva (RUS),14 FEB 2018,1018
33,14:07.74,Paul HOGAN,04 NOV 1995,USA,3f2,,"Boston, MA (USA)",23 FEB 2018,1017
34,14:07.80,Alfred CHELANGA,02 APR 1994,KEN,5,,"College Station, TX (USA)",25 FEB 2018,1017
35,14:08.03,Bryce MILLAR,,USA,1,,"Ann Arbor, MI (USA)",02 FEB 2018,1016
36,14:08.51,Iliass AOUANI,29 SEP 1995,ITA,5f2,,"Clemson, SC (USA)",23 FEB 2018,1014
37,14:08.73,Devin MEYRER,22 NOV 1997,GER,2,,"Ann Arbor, MI (USA)",02 FEB 2018,1013
38,14:09.05,Michael WATTS,15 JUN 1996,USA,4f2,,"Boston, MA (USA)",23 FEB 2018,1012
39,14:09.19,Matt WELCH,,USA,6,,"Bloomington, IN (USA)",08 DEC 2017,1012
40,14:09.44,Ryan UDVADIA,,USA,5f2,,"Boston, MA (USA)",23 FEB 2018,1011
41,14:09.96,Ben PREISNER,22 MAR 1996,CAN,1,,"Birmingham, AL (USA)",23 FEB 2018,1009
42,14:10.29,Ricardo ESTREMERA,11 MAR 1986,PUR,3f1,,"Boston, MA (USA)",02 DEC 2017,1008
43,14:10.87,Lachlan COOK,03 JAN 1997,AUS,5f1,,"Boston, MA (USA)",10 FEB 2018,1006
44,14:10.93,Ari KLAU,,USA,3,,"Ann Arbor, MI (USA)",02 FEB 2018,1006
45,14:11.10,Hlynur ANDRÉSSON,16 SEP 1993,ISL,7,,"Bloomington, IN (USA)",08 DEC 2017,1005
46,14:11.36,Azaria KIRWA,,KEN,1,,"Boston, MA (USA)",03 MAR 2018,1004
47,14:13.30,Ryan UDVADIA,,USA,2,,"Boston, MA (USA)",03 MAR 2018,998
48,14:13.48,Kieran TUNTIVATE,16 FEB 1997,THA,4f1,,"Boston, MA (USA)",02 DEC 2017,997
49,14:13.66,Conor LUNDY,01 MAR 1998,USA,6f1,,"Boston, MA (USA)",10 FEB 2018,997
50,14:13.82,Davor Aaron BIENENFELD,25 SEP 1997,GER,2,,"Birmingham, AL (USA)",23 FEB 2018,996
51,14:14.16,Patrick SHEEHAN,,USA,6f2,,"Clemson, SC (USA)",23 FEB 2018,995
51,14:14.16,Aidan TOOKER,26 JUN 1998,USA,6f2,,"Clemson, SC (USA)",23 FEB 2018,995
53,14:14.20,John BUSQUE,20 FEB 1992,USA,1f2,,"Boston, MA (USA)",10 FEB 2018,995
53,14:14.20,Matt GROSSMAN,,USA,1f2,,"Boston, MA (USA)",10 FEB 2018,995
55,14:14.47,Justyn KNIGHT,19 JUL 1996,CAN,1,,"College Station, TX (USA)",09 MAR 2018,994
56,14:14.68,Eli MOSKOWITZ,08 JUL 1997,USA,4,,"Ann Arbor, MI (USA)",02 FEB 2018,993
57,14:14.79,Nick WOLK,11 APR 1998,USA,5f1,,"Boston, MA (USA)",02 DEC 2017,993
58,14:14.97,Thomas GEORGE,06 FEB 1996,GBR,6f1,,"Boston, MA (USA)",02 DEC 2017,992
59,14:15.01,Vincent KIPROP,,KEN,2,,"College Station, TX (USA)",09 MAR 2018,992
60,14:15.35,Eli MOSKOWITZ,08 JUL 1997,USA,8f2,,"Clemson, SC (USA)",23 FEB 2018,991
61,14:15.38,Abdisamed ABDI,02 JUN 1994,USA,3,,"College Station, TX (USA)",09 MAR 2018,991
62,14:15.41,Robert STONE,1995,USA,3f2,,"Boston, MA (USA)",10 FEB 2018,991
63,14:15.58,Ryan UDVADIA,,USA,7f1,,"Boston, MA (USA)",02 DEC 2017,990
64,14:15.60,Jacob LEE,,USA,5,,"Ann Arbor, MI (USA)",02 FEB 2018,990
65,14:15.64,Gannon WILLCUTTS,,USA,7f1,,"Boston, MA (USA)",10 FEB 2018,990
66,14:15.67,Mike TATE,01 APR 1995,CAN,4,,"College Station, TX (USA)",09 MAR 2018,990
67,14:15.97,Thomas SLATTERY,15 MAR 1996,USA,3,,"Boston, MA (USA)",03 MAR 2018,989
68,14:16.39,Andy TROUARD,22 APR 1994,USA,5,,"College Station, TX (USA)",09 MAR 2018,987
69,14:16.61,Patrick BEGLEY,,USA,3,,"Birmingham, AL (USA)",23 FEB 2018,986
70,14:16.67,Jesse ORACH,,USA,4,,"Boston, MA (USA)",03 MAR 2018,986
71,14:16.88,Rory LINKLETTER,12 AUG 1996,CAN,6,,"College Station, TX (USA)",09 MAR 2018,986
72,14:17.03,Alec BASTEN,26 FEB 1998,USA,6,,"Ann Arbor, MI (USA)",02 FEB 2018,985
73,14:17.07,Patrick SHEEHAN,,USA,7,,"Ann Arbor, MI (USA)",02 FEB 2018,985
