Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:37.35,,Kenenisa BEKELE,13 JUN 1982,ETH,1,,"FBK Stadium, Hengelo (NED)",31 MAY 2004,1294
2,12:46.53,,Eliud KIPCHOGE,05 NOV 1984,KEN,1,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1259
3,12:47.04,,Sileshi SIHINE,29 JAN 1983,ETH,2,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1258
4,12:54.15,,Dejene BIRHANU,12 DEC 1980,ETH,3,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1231
5,12:55.51,,Haile GEBRSELASSIE,18 APR 1973,ETH,1,,"Crystal Palace, London (GBR)",30 JUL 2004,1226
6,12:55.59,,Gebregziabher GEBREMARIAM,12 OCT 1984,ETH,4,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1226
7,12:55.76,,Craig MOTTRAM,18 JUN 1980,AUS,2,,"Crystal Palace, London (GBR)",30 JUL 2004,1225
8,12:57.01,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,1,,"Olympiastadion, Berlin (GER)",12 SEP 2004,1221
9,12:57.05,,Mulugeta WENDIMU,07 JAN 1985,ETH,2,,"Olympiastadion, Berlin (GER)",12 SEP 2004,1220
10,12:59.04,,Abderrahim GOUMRI,21 MAY 1976,MAR,3,,"Crystal Palace, London (GBR)",30 JUL 2004,1213
11,12:59.37,,Richard LIMO,18 NOV 1980,KEN,5,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1212
12,13:00.40,,Mushir Salim JAWHER,13 JUN 1978,BRN,3,,"Olympiastadion, Berlin (GER)",12 SEP 2004,1208
13,13:00.62,,Boniface Kiprotich SONGOK,25 DEC 1980,KEN,4,,"Crystal Palace, London (GBR)",30 JUL 2004,1207
14,13:01.32,,John Kemboi KIBOWEN,21 APR 1969,KEN,7,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1205
15,13:02.03,,Ahmad Hassan ABDULLAH,04 APR 1981,QAT,2,,Stockholm (SWE),27 JUL 2004,1202
16,13:02.24,,James Kwalia C'KURUI,12 JUN 1984,KEN,5,,"Olympiastadion, Berlin (GER)",12 SEP 2004,1201
17,13:03.33,,Abiyote ABATE,20 NOV 1980,ETH,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1197
18,13:03.84,,Martin Irungu MATHATHI,25 DEC 1985,KEN,1,,Niigata (JPN),26 SEP 2004,1196
19,13:05.47,,Boniface KIPROP,12 OCT 1985,UGA,6,,"Olympiastadion, Berlin (GER)",12 SEP 2004,1190
20,13:05.72,,Hicham BELLANI,15 SEP 1979,MAR,2,,Heusden-Zolder (BEL),31 JUL 2004,1189
21,13:06.39,,Terefe Zewdie MEREGA,23 OCT 1982,ETH,10,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1186
21,13:06.39,,Marius BAKKEN,27 MAR 1978,NOR,11,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1186
23,13:07.37,,Ali SAIDI-SIEF,15 MAR 1978,ALG,7,,Bergen (NOR),11 JUN 2004,1183
24,13:07.80,,Mark Kipkinyor BETT,22 DEC 1976,KEN,6,,Stockholm (SWE),27 JUL 2004,1181
25,13:08.01,,Abraham CHEBII,23 DEC 1979,KEN,5,,Zürich (SUI),06 AUG 2004,1180
26,13:08.77,,Hillary CHENONGE,30 MAY 1985,KEN,3,,"FBK Stadium, Hengelo (NED)",31 MAY 2004,1178
27,13:08.90,,Henry Kemo SUGUT,04 MAY 1985,KEN,4,,"FBK Stadium, Hengelo (NED)",31 MAY 2004,1177
28,13:09.68,,Moses MOSOP,07 JUL 1985,KEN,5,,"FBK Stadium, Hengelo (NED)",31 MAY 2004,1174
29,13:10.18,,Mohamed AMYN,25 MAR 1976,MAR,8,,Stockholm (SWE),27 JUL 2004,1173
30,13:10.48,,Philip MOSIMA,02 JAN 1977,KEN,1,,Yokohama (JPN),23 SEP 2004,1171
31,13:11.07,,Bernard CHEPKOK,17 JAN 1984,KEN,8,,"FBK Stadium, Hengelo (NED)",31 MAY 2004,1169
32,13:11.32,,Joseph KOSGEI,25 AUG 1974,KEN,3,,Villeneuve d'Ascq (FRA),26 JUN 2004,1168
33,13:11.34,,Yibeltal ADEMASU,05 MAR 1980,ETH,2,,"AC Gianni Brera, Milano (ITA)",02 JUN 2004,1168
34,13:11.41,,Charles Waweru KAMATHI,18 MAY 1978,KEN,6,,Zürich (SUI),06 AUG 2004,1168
35,13:11.80,,Salah EL GHAZI,02 NOV 1975,MAR,4,,Villeneuve d'Ascq (FRA),26 JUN 2004,1167
36,13:11.83,,David KILEL,21 MAY 1984,KEN,3,,"AC Gianni Brera, Milano (ITA)",02 JUN 2004,1167
37,13:11.97,,Tariku BEKELE,28 FEB 1987,ETH,7,,Zürich (SUI),06 AUG 2004,1166
38,13:12.03,,Wilson Kipkemei BUSIENEI,18 AUG 1981,UGA,4,,Heusden-Zolder (BEL),31 JUL 2004,1166
39,13:12.70,,Dagne ALEMU,15 OCT 1980,ETH,10,,"FBK Stadium, Hengelo (NED)",31 MAY 2004,1163
40,13:12.74,,Alistair Ian CRAGG,13 JUN 1980,IRL,5,,"Crystal Palace, London (GBR)",30 JUL 2004,1163
41,13:12.78,,Paul BITOK,26 JUN 1970,KEN,1,,San Sebastián (ESP),03 JUL 2004,1163
42,13:13.03,,Serhiy LEBID,15 JUL 1975,UKR,9,,Stockholm (SWE),27 JUL 2004,1162
43,13:13.74,,Zersenay TADESE,01 JAN 1982,ERI,15,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1160
44,13:13.96,,James Mwangi MURIGI,15 JUL 1986,KEN,3,,Yokohama (JPN),23 SEP 2004,1159
45,13:14.39,,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1157
46,13:14.65,,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,10,,Stockholm (SWE),27 JUL 2004,1156
47,13:14.75,,Tom COMPERNOLLE,13 NOV 1975,BEL,5,,Heusden-Zolder (BEL),31 JUL 2004,1156
48,13:15.28,,Christian BELZ,11 SEP 1974,SUI,6,,Heusden-Zolder (BEL),31 JUL 2004,1154
49,13:15.39,,José Manuel MARTÍNEZ,22 OCT 1971,ESP,3,,San Sebastián (ESP),03 JUL 2004,1154
50,13:15.51,,Monder RIZKI,16 AUG 1979,BEL,7,,Heusden-Zolder (BEL),31 JUL 2004,1153
51,13:15.87,,Khoudir AGGOUNE,05 JAN 1981,ALG,2,,Rovereto (ITA),08 SEP 2004,1152
52,13:15.90,,Fabiano Joseph NAASI,24 DEC 1985,TAN,12,,Stockholm (SWE),27 JUL 2004,1152
53,13:16.02,,Dan BROWNE,24 JUN 1975,USA,8,,Heusden-Zolder (BEL),31 JUL 2004,1152
54,13:16.13,,Roberto GARCÍA,20 AUG 1975,ESP,4,,San Sebastián (ESP),03 JUL 2004,1151
55,13:16.26,,Daniel KOMEN,17 MAY 1976,KEN,3,,Rovereto (ITA),08 SEP 2004,1151
56,13:16.34,,Justus Kipchirchir KIPRONO,28 FEB 1987,KEN,4,,Rovereto (ITA),08 SEP 2004,1150
57,13:16.40,,Meba TADESSE,20 OCT 1986,ETH,4,,"AC Gianni Brera, Milano (ITA)",02 JUN 2004,1150
57,13:16.40,,Carlos GARCÍA,20 AUG 1975,ESP,5,,San Sebastián (ESP),03 JUL 2004,1150
59,13:16.83,,Joseph Kipkemboi KOSKEI,29 NOV 1980,KEN,1,,"Palo Alto, CA (USA)",30 MAY 2004,1149
60,13:16.86,,Luke KIPKOSGEI,27 NOV 1975,KEN,5,,Villeneuve d'Ascq (FRA),26 JUN 2004,1149
61,13:17.57,,Markos GENETI,07 JUN 1984,ETH,12,,Bergen (NOR),11 JUN 2004,1146
62,13:17.59,,Günther WEIDLINGER,05 APR 1978,AUT,6,,Sevilla (ESP),05 JUN 2004,1146
63,13:18.31,,Jesús ESPAÑA,21 AUG 1978,ESP,5,,Rovereto (ITA),08 SEP 2004,1143
64,13:18.41,,Sultan Khamis ZAMAN,23 JUL 1985,QAT,6,,Villeneuve d'Ascq (FRA),26 JUN 2004,1143
65,13:18.43,,Juan Carlos DE LA OSSA,25 NOV 1976,ESP,13,,Stockholm (SWE),27 JUL 2004,1143
66,13:18.61,,Tim BROE,20 JUN 1977,USA,7,,"Crystal Palace, London (GBR)",30 JUL 2004,1142
67,13:18.75,,Mark CARROLL,15 JAN 1972,IRL,2,,"Palo Alto, CA (USA)",30 MAY 2004,1142
68,13:18.88,,Ernest KIMELI,27 APR 1986,KEN,1,,Naimette-Xhovémont (BEL),03 AUG 2004,1141
69,13:18.99,,Samir MOUSSAOUI,15 MAY 1975,ALG,9,,Heusden-Zolder (BEL),31 JUL 2004,1141
70,13:19.11,,Ismail SGHYR,16 MAR 1972,FRA,7,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1141
71,13:19.20,,Rui SILVA,03 AUG 1977,POR,14,,Bergen (NOR),11 JUN 2004,1140
72,13:19.47,,Carles CASTILLEJO,18 AUG 1978,ESP,7,,San Sebastián (ESP),03 JUL 2004,1139
73,13:19.65,,Nicholas KEMBOI,25 NOV 1983,KEN,14,,Stockholm (SWE),27 JUL 2004,1139
74,13:19.74,,Abdelhak ZAKARIA,20 JUL 1974,BRN,7,,Villeneuve d'Ascq (FRA),26 JUN 2004,1138
75,13:19.89,,Nathan LAGAT,1977,KEN,10,,Heusden-Zolder (BEL),31 JUL 2004,1138
76,13:19.92,,Jamal Bilal SALEM,12 SEP 1978,QAT,3,,Naimette-Xhovémont (BEL),03 AUG 2004,1138
77,13:20.31,,John Cheruiyot KORIR,13 DEC 1981,KEN,12,,Zürich (SUI),06 AUG 2004,1136
78,13:20.93,,Kiplimo MUNERIA,28 AUG 1983,KEN,8,,Villeneuve d'Ascq (FRA),26 JUN 2004,1134
79,13:21.11,,Jonathon RILEY,29 DEC 1978,USA,1,,"Walnut, CA (USA)",17 APR 2004,1133
80,13:21.43,,Samson KIFLEMARIAM,23 JAN 1984,ERI,7,,Sevilla (ESP),05 JUN 2004,1132
81,13:22.30,,Freddy GONZÁLEZ,07 OCT 1977,VEN,8,,San Sebastián (ESP),03 JUL 2004,1129
82,13:22.52,,Peter KAMAIS,07 NOV 1976,KEN,9,,San Sebastián (ESP),03 JUL 2004,1128
83,13:22.57,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,1,,Pergine Valsugana (ITA),23 JUL 2004,1128
84,13:22.65,,Robert CHESERET,08 OCT 1983,KEN,2,,"Walnut, CA (USA)",17 APR 2004,1128
85,13:22.83,,Manuel Ángel PEÑAS,09 NOV 1977,ESP,6,,Rovereto (ITA),08 SEP 2004,1127
86,13:22.85,,Barnabas Kiplagat KOSGEI,20 AUG 1986,KEN,17,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1127
87,13:22.91,,Solomon BUSHENDICH,10 JAN 1984,KEN,4,,Naimette-Xhovémont (BEL),03 AUG 2004,1127
88,13:22.99,,John MAYOCK,26 OCT 1970,GBR,10,,San Sebastián (ESP),03 JUL 2004,1127
89,13:23.14,,Alejandro SUÁREZ,30 NOV 1980,MEX,3,,"Walnut, CA (USA)",17 APR 2004,1126
90,13:23.56,,Robert Kipkorir KIPCHUMBA,24 FEB 1984,KEN,4,,"National Indoor Arena, Birmingham (GBR) (i)",20 FEB 2004,1174
91,13:23.64,,Pius Maluko MULI,15 DEC 1982,KEN,2,,Luzern (SUI),09 JUN 2004,1124
