Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,13:07.00,,Lopez LOMONG,01 JAN 1985,USA,1,,"New York, NY (USA) (i)",01 MAR 2013,1236
2,13:12.00,,Chris DERRICK,17 OCT 1990,USA,2,,"New York, NY (USA) (i)",01 MAR 2013,1217
3,13:23.68,,Andrew BUMBALOUGH,14 MAR 1987,USA,3,,"New York, NY (USA) (i)",01 MAR 2013,1174
4,13:25.38,,Kennedy KITHUKA,04 JUN 1989,KEN,1,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1167
5,13:30.24,,Diego ESTRADA,19 DEC 1989,MEX,2,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1150
6,13:33.22,,Elliott HEATH,04 FEB 1989,USA,4,,"New York, NY (USA) (i)",01 MAR 2013,1139
7,13:33.37,,Evan JAGER,08 MAR 1989,USA,5,,"New York, NY (USA) (i)",01 MAR 2013,1138
8,13:35.46,,Matt TEGENKAMP,19 JAN 1982,USA,6,,"New York, NY (USA) (i)",01 MAR 2013,1131
9,13:40.28,,Girma MECHESO,16 JAN 1988,ETH,3,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1113
10,13:41.25,,Maverick DARLING,09 JUN 1989,USA,4,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1110
11,13:41.84,,Mohammed AHMED,05 JAN 1991,CAN,5,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1108
12,13:43.24,,Jim SPISAK,18 NOV 1990,USA,1,,"Bloomington, IN (USA) (i)",13 DEC 2013,1103
13,13:43.52,,Anthony ROTICH,20 OCT 1990,USA,6,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1102
14,13:44.70,,Adam BITCHELL,23 JUN 1991,GBR,2,,"Bloomington, IN (USA) (i)",13 DEC 2013,1097
15,13:45.87,,Stanley Kipkoech KEBENEI,06 NOV 1989,KEN,7,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1093
16,13:46.44,,Luke CALDWELL,02 AUG 1991,GBR,8,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1091
17,13:48.27,,Rinas AKHMADEYEV,25 MAY 1989,RUS,1f2,,Moskva (RUS) (i),14 FEB 2013,1085
18,13:48.35,,Yevgeniy RYBAKOV,27 FEB 1985,RUS,2f2,,Moskva (RUS) (i),14 FEB 2013,1084
19,13:50.89,,Vyacheslav SHALAMOV,08 JUL 1989,RUS,3f2,,Moskva (RUS) (i),14 FEB 2013,1075
20,13:53.59,,Yuriy CHECHUN,05 JUL 1986,RUS,4f2,,Moskva (RUS) (i),14 FEB 2013,1066
21,13:54.04,,Jared WARD,09 SEP 1988,USA,9,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1064
22,13:54.33,,Henry LELEI,31 DEC 1988,KEN,1f1,,"Fayetteville, AR (USA) (i)",24 FEB 2013,1063
23,13:54.41,,Dan LOWRY,30 OCT 1989,USA,10,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1063
24,13:55.00,,Shadrack KIPCHIRCHIR,22 FEB 1989,KEN,11,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1061
25,13:55.31,,Elliott KRAUSE,12 JUN 1990,USA,12,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1060
26,13:55.53,,Fernando CABADA,22 APR 1982,USA,3,,"Bloomington, IN (USA) (i)",13 DEC 2013,1059
27,13:59.71,,Anatoliy RYBAKOV,27 FEB 1985,RUS,5f2,,Moskva (RUS) (i),14 FEB 2013,1045
28,14:00.56,,Stepan KISELYOV,03 NOV 1986,RUS,6f2,,Moskva (RUS) (i),14 FEB 2013,1042
29,14:00.89,,Michael BIWOTT,,USA,1,,"Roxbury, MA (USA) (i)",14 DEC 2013,1040
30,14:01.45,,Sergey NECHPAY,03 JUN 1982,RUS,7f2,,Moskva (RUS) (i),14 FEB 2013,1038
31,14:01.65,,Thomas CURTIN,08 AUG 1993,USA,1f2,,"Blacksburg, VA (USA) (i)",22 FEB 2013,1038
32,14:02.26,,Andrey MINZHULIN,06 SEP 1987,RUS,8f2,,Moskva (RUS) (i),14 FEB 2013,1036
32,14:02.26,,Michael FOUT,07 MAY 1990,USA,1f1,,"Blacksburg, VA (USA) (i)",22 FEB 2013,1036
34,14:02.30,,Andrey STRIZHAKOV,24 DEC 1992,RUS,9f2,,Moskva (RUS) (i),14 FEB 2013,1036
35,14:02.63,,Mike MOVERMAN,23 NOV 1990,USA,2f2,,"Blacksburg, VA (USA) (i)",22 FEB 2013,1034
36,14:03.21,,Andrey KARPIN,04 JAN 1982,RUS,10f2,,Moskva (RUS) (i),14 FEB 2013,1032
37,14:03.99,,Patrick SCHELLBERG,20 FEB 1992,USA,3f2,,"Blacksburg, VA (USA) (i)",22 FEB 2013,1030
38,14:04.45,,Yevgeniy BUSHKOV,09 SEP 1986,RUS,11f2,,Moskva (RUS) (i),14 FEB 2013,1028
39,14:05.95,,Radford GUNZENHAUSER,,USA,1,,"Boston, MA (USA) (i)",02 MAR 2013,1023
40,14:06.67,,Josh IZEWSKI,29 APR 1990,USA,2f2,,"Fayetteville, AR (USA) (i)",24 FEB 2013,1020
41,14:06.91,,Andrew KOWALSKY,03 MAR 1992,CAN,2,,"Boston, MA (USA) (i)",02 MAR 2013,1020
42,14:08.42,,Jeramy ELKAIM,,USA,13,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1014
43,14:08.74,,Jeffrey METTLER,24 OCT 1991,USA,1,,"Lincoln, NE (USA) (i)",01 FEB 2013,1013
44,14:08.75,,Solomon HAILE,23 JAN 1990,USA,2f1,,"Fayetteville, AR (USA) (i)",24 FEB 2013,1013
45,14:09.82,,John MASCARI,30 MAR 1992,USA,4,,"Bloomington, IN (USA) (i)",13 DEC 2013,1010
46,14:09.85,,Patrick ZACHARIAS,17 JUL 1990,USA,5,,"Bloomington, IN (USA) (i)",13 DEC 2013,1010
47,14:09.86,,Mike MURPHY,,USA,1,,"New York, NY (USA) (i)",08 FEB 2013,1009
48,14:10.33,,Joshua MACDONALD,20 MAR 1992,USA,3,,"Boston, MA (USA) (i)",02 MAR 2013,1008
49,14:10.73,,Brian ATKINSON,19 MAR 1992,USA,1,,"Blacksburg, VA (USA) (i)",19 JAN 2013,1006
50,14:10.96,,Brendan O'NEILL,01 NOV 1988,IRL,2f1,,"Blacksburg, VA (USA) (i)",22 FEB 2013,1006
50,14:10.96,,Bobby APRILL,21 NOV 1990,USA,14,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1006
52,14:12.08,,Mark PARRISH,02 DEC 1991,USA,3f2,,"Fayetteville, AR (USA) (i)",24 FEB 2013,1002
53,14:12.29,,Brett KELLY,,USA,4,,"Boston, MA (USA) (i)",02 MAR 2013,1001
54,14:12.55,,Tylor THATCHER,,USA,15,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1000
55,14:12.82,,Micah CHELIMO,,KEN,1,,"Birmingham, AL (USA) (i)",08 MAR 2013,999
56,14:13.46,,Gabriel PROCTOR,29 APR 1990,USA,2,,"Birmingham, AL (USA) (i)",08 MAR 2013,997
57,14:13.47,,Kevin MCDONNELL,30 OCT 1989,USA,5,,"Boston, MA (USA) (i)",02 MAR 2013,997
58,14:13.62,,Trevor VIDLAK,10 JUN 1991,USA,2,,"Lincoln, NE (USA) (i)",01 FEB 2013,997
59,14:13.71,,Aleksey POLTANOV,11 OCT 1989,RUS,1f1,,Moskva (RUS) (i),14 FEB 2013,996
60,14:13.77,,Paul KATAM,20 APR 1990,KEN,1f2,,"Winston Salem, NC (USA) (i)",24 FEB 2013,996
61,14:13.84,,JR RICKER,26 MAY 1991,USA,1,,"Bloomington, IN (USA) (i)",26 JAN 2013,996
62,14:14.00,,Ty MCCORMACK,17 SEP 1992,USA,1,,"New York, NY (USA) (i)",01 FEB 2013,995
63,14:14.20,,Max STORMS,01 OCT 1990,USA,3f1,,"Fayetteville, AR (USA) (i)",24 FEB 2013,995
63,14:14.20,,Christopher GALVIN,,USA,6,,"Boston, MA (USA) (i)",02 MAR 2013,995
65,14:14.72,,Matt CLEAVER,07 NOV 1989,USA,4f1,,"Fayetteville, AR (USA) (i)",24 FEB 2013,993
66,14:15.05,,Benjamin ASHKETTLE,09 SEP 1988,AUS,1f1,,"Boston, MA (USA) (i)",26 JAN 2013,992
67,14:15.22,,Andrew PALMER,07 JUL 1992,USA,1,,"University Park, PA (USA) (i)",25 JAN 2013,991
68,14:15.49,,Jimmy CLARK,21 NOV 1992,USA,4f2,,"Fayetteville, AR (USA) (i)",24 FEB 2013,990
69,14:16.12,,David SANCHEZ,01 FEB 1990,USA,3,,"Birmingham, AL (USA) (i)",08 MAR 2013,988
70,14:16.27,,Tristan MANNIX,1985,USA,2,,"Bloomington, IN (USA) (i)",26 JAN 2013,988
71,14:16.35,,Griffin JAWORSKI,17 FEB 1993,USA,5f2,,"Fayetteville, AR (USA) (i)",24 FEB 2013,987
72,14:16.67,,Igor MAKSIMOV,26 APR 1992,RUS,2f1,,Moskva (RUS) (i),14 FEB 2013,986
73,14:16.80,,Jason CRIST,16 OCT 1993,USA,6,,"Bloomington, IN (USA) (i)",13 DEC 2013,986
74,14:17.05,,Mark ALLEN,29 SEP 1990,USA,2,,"New York, NY (USA) (i)",01 FEB 2013,985
75,14:17.20,,Matt SONNENFELDT,,USA,4f2,,"Blacksburg, VA (USA) (i)",22 FEB 2013,985
76,14:17.41,,Michael JORDAN,21 MAY 1991,USA,4,,"Birmingham, AL (USA) (i)",08 MAR 2013,984
77,14:17.59,,Sergey PETROV,05 JUN 1990,RUS,3f1,,Moskva (RUS) (i),14 FEB 2013,983
78,14:17.84,,Edwin KIBICHIY,02 APR 1992,KEN,3,,"Bloomington, IN (USA) (i)",26 JAN 2013,982
79,14:17.86,,Alex MONROE,30 MAR 1992,USA,1,,"Lewisburg, PA (USA) (i)",07 DEC 2013,982
80,14:18.06,,Peter OKWERA,1992,UGA,6f2,,"Fayetteville, AR (USA) (i)",24 FEB 2013,982
81,14:18.11,,Austin WHITELAW,,USA,3,,"New York, NY (USA) (i)",01 FEB 2013,981
82,14:18.21,,Andrey SERGEYEV,01 MAY 1987,RUS,12f2,,Moskva (RUS) (i),14 FEB 2013,981
