Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,13:37.32,,Joshua MCDOUGAL,01 JUN 1985,USA,1,,"Boston, MA (USA) (i)",04 MAR 2007,1124
2,13:38.61,,Chris SOLINSKY,05 DEC 1984,USA,1,,"Fayetteville, AR (USA) (i)",09 MAR 2007,1119
3,13:39.88,,Peter KOSGEI,03 FEB 1983,KEN,2,,"Fayetteville, AR (USA) (i)",09 MAR 2007,1115
4,13:40.38,,Galen RUPP,08 MAY 1986,USA,3,,"Fayetteville, AR (USA) (i)",09 MAR 2007,1113
5,13:42.84,,Reid COOLSAET,29 JUL 1979,CAN,1,,"Fayetteville, AR (USA) (i)",09 FEB 2007,1104
6,13:44.84,,Kyle KING,28 JUL 1981,USA,2,,"Fayetteville, AR (USA) (i)",09 FEB 2007,1097
7,13:46.39,,Samuel CHELANGA,23 FEB 1985,KEN,2,,"Boston, MA (USA) (i)",04 MAR 2007,1091
8,13:46.97,,Ian BURRELL,15 FEB 1985,USA,3,,"Fayetteville, AR (USA) (i)",09 FEB 2007,1089
9,13:48.08,,Tim NELSON,27 FEB 1984,USA,5,,"Fayetteville, AR (USA) (i)",09 MAR 2007,1085
10,13:48.52,,Stephen SAMOEI,20 JUN 1982,USA,5,,"Fayetteville, AR (USA) (i)",09 FEB 2007,1084
11,13:48.67,,Kevin CHELIMO,14 FEB 1983,KEN,6,,"Fayetteville, AR (USA) (i)",09 FEB 2007,1083
12,13:49.03,,Scott MACPHERSON,27 FEB 1987,USA,7,,"Fayetteville, AR (USA) (i)",09 FEB 2007,1082
13,13:49.36,,Lex WILLIAMS,21 MAR 1987,USA,8,,"Fayetteville, AR (USA) (i)",09 FEB 2007,1081
14,13:49.62,,Sean QUIGLEY,08 FEB 1985,USA,7,,"Fayetteville, AR (USA) (i)",09 MAR 2007,1080
15,13:55.02,,Martin FAGAN,26 JUN 1983,IRL,1,,"Boston, MA (USA) (i)",23 FEB 2007,1061
16,13:59.45,,Jim GRABOW,29 SEP 1984,USA,11,,"Fayetteville, AR (USA) (i)",09 MAR 2007,1045
