Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,13:04.60,,Mohammed AHMED,05 JAN 1991,CAN,1f1,,"Boston, MA (USA) (i)",26 FEB 2017,1245
2,13:05.85,,Eric JENKINS,24 NOV 1991,USA,2f1,,"Boston, MA (USA) (i)",26 FEB 2017,1240
3,13:06.74,,Ben TRUE,29 DEC 1985,USA,3f1,,"Boston, MA (USA) (i)",26 FEB 2017,1237
4,13:07.61,,Ryan HILL,31 JAN 1990,USA,4f1,,"Boston, MA (USA) (i)",26 FEB 2017,1234
5,13:09.16,,Mo FARAH,23 MAR 1983,GBR,1,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1228
6,13:09.43,,Albert ROP,17 JUL 1992,BRN,2,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1227
7,13:10.60,,Soufiane EL BAKKALI,07 JAN 1996,MAR,3,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1222
8,13:11.18,,Morhad AMDOUNI,21 JUN 1988,FRA,4,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1220
9,13:12.22,,William KINCAID,21 SEP 1992,USA,5f1,,"Boston, MA (USA) (i)",26 FEB 2017,1216
10,13:12.27,,Lopez LOMONG,01 JAN 1985,USA,6f1,,"Boston, MA (USA) (i)",26 FEB 2017,1216
11,13:14.45,,Kemoy CAMPBELL,14 JAN 1991,JAM,7f1,,"Boston, MA (USA) (i)",26 FEB 2017,1208
12,13:19.35,,Chris DERRICK,17 OCT 1990,USA,8f1,,"Boston, MA (USA) (i)",26 FEB 2017,1190
13,13:23.99,,Yemaneberhan CRIPPA,15 OCT 1996,ITA,5,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1173
14,13:41.20,,Edward CHESEREK,02 FEB 1994,KEN,1,,"College Station, TX (USA) (i)",10 MAR 2017,1110
15,13:42.32,,Mason FERLIC,05 AUG 1993,USA,6,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1106
16,13:42.42,,Vincent KIPROP,,KEN,1,,"Birmingham, AL (USA) (i)",09 MAR 2017,1106
17,13:43.83,,Marc SCOTT,21 DEC 1993,GBR,2,,"College Station, TX (USA) (i)",10 MAR 2017,1101
18,13:45.37,,Zachary HERRIOTT,,USA,1,,"Boston, MA (USA) (i)",04 FEB 2017,1095
19,13:47.01,,Amon TERER,06 APR 1992,KEN,3,,"College Station, TX (USA) (i)",10 MAR 2017,1089
20,13:47.22,,Thomas CURTIN,08 AUG 1993,USA,9f1,,"Boston, MA (USA) (i)",26 FEB 2017,1088
21,13:47.84,,John DRESSEL,02 MAY 1997,USA,4,,"College Station, TX (USA) (i)",10 MAR 2017,1086
22,13:47.90,,Anatoliy RYBAKOV,27 FEB 1985,RUS,1f1,,Moskva (RUS) (i),21 FEB 2017,1086
23,13:48.30,,Yevgeniy RYBAKOV,27 FEB 1985,RUS,2f1,,Moskva (RUS) (i),21 FEB 2017,1085
24,13:48.36,,Alfred CHELANGA,02 APR 1994,KEN,5,,"College Station, TX (USA) (i)",10 MAR 2017,1084
25,13:49.55,,Julian OAKLEY,23 JUN 1993,NZL,1f1,,"Boston, MA (USA) (i)",02 DEC 2017,1080
26,13:49.59,,Igor MAKSIMOV,26 APR 1992,RUS,3f1,,Moskva (RUS) (i),21 FEB 2017,1080
27,13:49.72,,Nelson KIPKOGEI,09 MAR 1993,BRN,7,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1080
28,13:49.83,,Erik PETERSON,15 JUN 1994,USA,6,,"College Station, TX (USA) (i)",10 MAR 2017,1079
29,13:51.73,,M.J. ERB,02 FEB 1994,USA,7,,"College Station, TX (USA) (i)",10 MAR 2017,1072
30,13:52.15,,Emmanuel ROTICH,,USA,2f1,,"Boston, MA (USA) (i)",02 DEC 2017,1071
31,13:53.93,,Tyler DAY,18 DEC 1996,USA,8,,"College Station, TX (USA) (i)",10 MAR 2017,1065
32,13:54.39,,Chase WEAVERLING,10 JAN 1996,USA,2,,"Boston, MA (USA) (i)",04 FEB 2017,1063
33,13:54.57,,Louis SERAFINI,20 SEP 1991,USA,1f1,,"Boston, MA (USA) (i)",11 FEB 2017,1062
34,13:55.37,,Grant FISCHER,,USA,9,,"College Station, TX (USA) (i)",10 MAR 2017,1060
35,13:56.03,,Brent DEMAREST,,USA,3,,"Boston, MA (USA) (i)",04 FEB 2017,1057
36,13:56.74,,Jerrell MOCK,24 MAY 1995,USA,10,,"College Station, TX (USA) (i)",10 MAR 2017,1055
37,13:57.21,,James NGANDU,02 APR 1990,KEN,2,,"Birmingham, AL (USA) (i)",09 MAR 2017,1053
38,13:57.27,,Ben VEATCH,01 JUN 1998,USA,1,,"Bloomington, IN (USA) (i)",08 DEC 2017,1053
39,13:57.62,,Rory LINKLETTER,12 AUG 1996,CAN,11,,"College Station, TX (USA) (i)",10 MAR 2017,1052
40,13:57.75,,Matt FISCHER,,USA,2f1,,"Boston, MA (USA) (i)",11 FEB 2017,1051
41,13:58.04,,Jonathan DAVIES,28 OCT 1994,GBR,8,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1050
42,14:00.55,,Jeff THIES,25 FEB 1995,USA,2,,"Bloomington, IN (USA) (i)",08 DEC 2017,1042
43,14:00.95,,Jonathan GREEN,15 FEB 1995,USA,13,,"College Station, TX (USA) (i)",10 MAR 2017,1040
44,14:01.44,,Kigen CHEMADI,,KEN,3,,"Bloomington, IN (USA) (i)",08 DEC 2017,1038
45,14:02.01,,Sydney GIDABUDAY,21 AUG 1996,USA,3,,"Birmingham, AL (USA) (i)",09 MAR 2017,1037
46,14:02.09,,Nicholas FILIPPAZZO,,USA,3f1,,"Boston, MA (USA) (i)",11 FEB 2017,1036
47,14:04.51,,Jacob CHOGE,,USA,10f1,,"Boston, MA (USA) (i)",26 FEB 2017,1028
48,14:05.17,,Zach PANNING,29 MAR 1995,USA,4,,"Birmingham, AL (USA) (i)",09 MAR 2017,1026
49,14:07.16,,Logan ORNDORF,,USA,5,,"Bloomington, IN (USA) (i)",08 DEC 2017,1019
50,14:08.28,,Matt BAXTER,06 AUG 1994,NZL,14,,"College Station, TX (USA) (i)",10 MAR 2017,1015
51,14:08.57,,Paul LUEVANO,18 NOV 1998,USA,1f2,,"Boston, MA (USA) (i)",26 FEB 2017,1014
52,14:08.68,,Austin STEAGALL,,USA,1,,"Clemson, SC (USA) (i)",10 FEB 2017,1014
53,14:08.69,,Vyacheslav SHALAMOV,08 JUL 1989,RUS,4f1,,Moskva (RUS) (i),21 FEB 2017,1013
54,14:09.19,,Matt WELCH,,USA,6,,"Bloomington, IN (USA) (i)",08 DEC 2017,1012
55,14:10.29,,Ricardo ESTREMERA,11 MAR 1986,PUR,3f1,,"Boston, MA (USA) (i)",02 DEC 2017,1008
