Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:15.08,,Ilham Tanui ÖZBILEN,05 MAR 1990,TUR,1,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1178
2,2:15.31,,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,2,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1172
3,2:15.72,,Adam KSZCZOT,02 SEP 1989,POL,1,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1163
4,2:15.75,,Mohammed AMAN,10 JAN 1994,ETH,2,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1162
5,2:15.79,,Marcin LEWANDOWSKI,13 JUN 1987,POL,3,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1161
6,2:16.09,,Jeffrey RISELEY,11 NOV 1986,AUS,3,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1154
7,2:16.52,,Sammy KIRONGO,04 FEB 1994,KEN,1,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1145
8,2:16.76,,David TORRENCE,26 NOV 1985,USA,1,,"Boston, MA (USA) (i)",02 MAR 2014,1214
8,2:16.76,,Yassine HETHAT,30 AUG 1991,ALG,2,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1139
10,2:16.79,,Jakub HOLUŠA,20 FEB 1988,CZE,5,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1139
11,2:16.87,,Nathan BRANNEN,08 SEP 1982,CAN,2,,"Boston, MA (USA) (i)",02 MAR 2014,1211
12,2:16.88,,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,4,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1136
13,2:16.90,,Timo BENITZ,24 DEC 1991,GER,1f2,,Pliezhausen (GER),18 MAY 2014,1136
14,2:17.11,,Ronald MUSAGALA,16 DEC 1992,UGA,5,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1131
15,2:17.18,,Mahiedine MEKHISSI,15 MAR 1985,FRA,3,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1130
16,2:17.38,,Tamás KAZI,16 MAY 1985,HUN,8,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1125
17,2:17.56,,Homiyu TESFAYE,23 JUN 1993,GER,2f2,,Pliezhausen (GER),18 MAY 2014,1121
18,2:17.76,,Jozef REPČÍK,03 AUG 1986,SVK,9,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1117
19,2:17.91,,Amine EL MANAOUI,20 NOV 1991,MAR,4,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1113
20,2:17.93,,Paul ROBINSON,24 MAY 1991,IRL,10,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1113
21,2:17.98,,Reuben BETT,06 NOV 1984,KEN,7,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1112
22,2:18.06,,Andreas VOJTA,09 JUN 1989,AUT,11,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1110
23,2:18.11,,André OLIVIER,29 DEC 1989,RSA,8,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1109
24,2:18.17,,Jeremiah Kipkorir MUTAI,27 DEC 1992,KEN,5,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1108
25,2:18.20,,Anthony CHEMUT,17 DEC 1992,KEN,1,,Linz (AUT),14 JUL 2014,1107
26,2:18.33,,Timothy KITUM,20 NOV 1994,KEN,9,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1104
27,2:18.41,,Mohamad ALGARNI,02 JUL 1992,QAT,3,,Linz (AUT),14 JUL 2014,1102
28,2:18.46,,Ryan GREGSON,26 APR 1990,AUS,4,,Linz (AUT),14 JUL 2014,1101
29,2:18.55,,Richard PETERS,18 FEB 1990,GBR,3,,"Boston, MA (USA) (i)",02 MAR 2014,1172
30,2:18.63,,Erik SOWINSKI,21 DEC 1989,USA,2,,"New York, NY (USA) (i)",15 FEB 2014,1170
31,2:18.87,,Nick SYMMONDS,30 DEC 1983,USA,3,,"New York, NY (USA) (i)",15 FEB 2014,1164
32,2:19.1h,,Soufiane EL KABBOURI,05 MAR 1993,ITA,1,,Cantalupa (ITA),07 MAY 2014,1087
33,2:19.16,,Casimir LOXSOM,17 MAR 1991,USA,11,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1086
34,2:19.18,,Jordan WILLIAMSZ,21 AUG 1992,AUS,6,,Linz (AUT),14 JUL 2014,1085
35,2:19.24,,Nader BELHANBEL,01 JUL 1994,MAR,2,,Metz (FRA) (i),28 FEB 2014,1156
36,2:19.33,,Florian CARVALHO DE FONSESCO,09 MAR 1989,FRA,6,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1082
37,2:19.4h,,Mohad ABDIKADAR SHEIK ALI,12 JUN 1993,ITA,2,,Cantalupa (ITA),07 MAY 2014,1080
