Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:19.03,Ignacio FONTES,22 JUN 1998,ESP,1,,"Pista Atletismo Vitória, Albufeira (POR)",14 MAY 2023,1088
2,2:20.07,Edmund DU PLESSIS,05 APR 2002,RSA,1,,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023,1066
3,2:20.46,James SEELIGER,15 DEC 1999,RSA,2,,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023,1057
4,2:21.00,Abednico CHOBA,02 JUL 2002,RSA,3,,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023,1045
5,2:21.81,Tim HOLZAPFEL,20 FEB 1997,GER,1f1,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,1028
6,2:22.07,Christoph KESSLER,28 APR 1995,GER,2f1,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,1022
7,2:22.51,Maxence BRUYAS,23 FEB 1994,FRA,1f1,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,1013
8,2:22.84,Marino BLOUDEK,18 JUL 1999,CRO,1f2,,"Sports Park Mladost, Zagreb (CRO)",13 MAY 2023,1006
9,2:22.86,Timo BENITZ,24 DEC 1991,GER,3f1,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,1005
10,2:22.90,Gregory BERNAGE,11 MAR 1999,FRA,2f1,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,1004
11,2:22.98,Rok MARKELJ,14 APR 2000,SLO,2f2,,"Sports Park Mladost, Zagreb (CRO)",13 MAY 2023,1003
12,2:23.45,Pilane TSHEGOFATSO,30 SEP 1998,RSA,4,,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023,993
13,2:23.58,Nael LEDAIN,13 MAR 2004,FRA,3f1,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,990
14,2:23.78,Silas ZURFLUH,19 APR 2001,SUI,4f1,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,986
15,2:23.82,Matthew HUSSEY,17 AUG 2001,AUS,1f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 FEB 2023,985
16,2:23.96,Vasco MOSSELMAN,2006,NED,1,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,982
17,2:24.06,Sergio MIRANDA,13 MAY 1992,USA,5f1,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,980
18,2:24.08,Eliseo CALEMARD,13 OCT 2002,FRA,4f1,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,980
19,2:24.10,Nino JAMBREŠIĆ,14 JUN 2004,CRO,3f2,,"Sports Park Mladost, Zagreb (CRO)",13 MAY 2023,979
20,2:24.29,Valentin BRESC,27 MAY 2001,FRA,5f1,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,975
21,2:24.49,Adam MASACZYŃSKI,05 FEB 2001,POL,1,,"Stadion MOSiR, Kielce (POL)",14 MAY 2023,971
22,2:24.70,Tom DE GELDER,07 OCT 1998,NED,2,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,967
23,2:24.87,Joep WELSCH,04 MAY 2001,NED,3,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,963
24,2:24.88,Ludo VAN NIEUWENHUIZEN,01 FEB 2001,NED,4,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,963
25,2:25.09,Luke SHAW,07 DEC 2001,AUS,2f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 FEB 2023,958
26,2:25.13,Modupi TLADI,19 OCT 1999,RSA,5,,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023,958
27,2:25.15,Andreas HOLST LANGE,2002,DEN,1,,"Østerbro Stadium, Copenhagen (DEN)",21 MAY 2023,957
28,2:25.33,Jort BENZ,08 SEP 2001,NED,5,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,954
28,2:25.33,Tom KLOSE,2001,GER,6f1,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,954
30,2:25.43,Luca SIMPSON,11 NOV 2002,SUI,1f1,,"Stadion Hard, Langenthal (SUI)",18 MAY 2023,951
31,2:25.49,Max VAN DER LUGT,02 FEB 1998,NED,6,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,950
32,2:25.59,Wolfgang COTRA-NEMESI,27 APR 2005,AUS,3f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 FEB 2023,948
33,2:25.65,Maximilian BERGER,16 SEP 2002,GER,1f2,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,947
34,2:25.66,Seb WALS,2003,NED,7,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,947
35,2:25.68,Levi JANSSEN,03 APR 2002,NED,8,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,946
36,2:25.69,Robert FÜLLE,2001,GER,7f1,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,946
37,2:25.74,Remy WILLIAMS,10 DEC 2005,AUS,4f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 FEB 2023,945
38,2:25.85,Vid BOTOLIN,15 AUG 2002,SLO,8f1,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,943
39,2:25.87,Corentin TIXIER,27 FEB 2002,FRA,6f1,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,942
40,2:25.90,James MUNNIK,03 APR 1997,RSA,6,,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023,942
41,2:26.00,William KNOL,03 JAN 2004,NED,9,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,940
42,2:26.03,Milco HAHURY,03 OCT 1995,NED,10,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,939
43,2:26.04,Niel VAN DER MERWE,04 DEC 2003,RSA,7,,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023,939
44,2:26.42,Alexander KESSLER,14 JUN 1999,GER,2f2,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,931
45,2:26.67,Fabio FISTER,2002,AUT,9f1,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,926
46,2:26.76,Jakub AUGUSTYNIAK,04 SEP 2001,POL,1,,"Stadion Miejski, Zgorzelec (POL)",13 MAY 2023,924
47,2:26.77,Vladimir SOKOLENKO,19 MAY 2000,RUS,1,,"Salyut Geraklion Stadion, Moskva (RUS)",06 MAY 2023,924
48,2:26.80,Yevgeniy VALITOV,13 AUG 1999,RUS,2,,"Salyut Geraklion Stadion, Moskva (RUS)",06 MAY 2023,923
49,2:26.93,Nando KRAMER,24 MAR 2005,NED,11,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,921
50,2:26.96,Yevgeniy KUNTS,21 APR 1993,RUS,3,,"Salyut Geraklion Stadion, Moskva (RUS)",06 MAY 2023,920
51,2:27.00,Luc VELZEBOER,10 OCT 1998,NED,12,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,919
52,2:27.16,Charles BARRETT,23 MAY 2007,AUS,5f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 FEB 2023,916
53,2:27.22,Adrian KÖNIG-RANNENBERG,1993,GER,3f2,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,915
54,2:27.27,Antoine GODIN,24 AUG 1999,FRA,7f1,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,914
55,2:27.32,Terence DUBOIS,2003,FRA,8f1,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,913
56,2:27.34,Amaury ADAM,15 NOV 1998,FRA,1f2,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,912
57,2:27.38,Pierre PERRUCHOUD,11 OCT 2002,SUI,2f1,,"Stadion Hard, Langenthal (SUI)",18 MAY 2023,912
58,2:27.41,David DUFOUR,21 MAR 2001,FRA,2f2,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,911
59,2:27.57,Thomas LEWIS,03 NOV 1994,NED,13,,"Sportpark Ter Specke, Lisse (NED)",13 MAY 2023,908
60,2:27.63,Yovan COLIC,19 SEP 2001,FRA,3f2,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,907
61,2:27.71,Tom JÄGER,1997,GER,4f2,,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,905
62,2:27.84,Jeno ASI,21 APR 2006,AUS,1f2,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 FEB 2023,902
63,2:27.98,Alex Franck Cliford NGOUARI-MOUISSI,16 SEP 1991,CGO,1f1,,"Stade de la Venaiserie, St-Barthélémy-d'Anjou (FRA)",12 MAY 2023,899
64,2:27.99,Jake STEVENS,05 MAY 1994,AUS,6f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 FEB 2023,899
65,2:28.25,Hugo AYMARD-CHAZAL,10 NOV 2000,FRA,9f1,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,894
66,2:28.28,Timofey RUSSKIKH,29 OCT 2003,RUS,4,,"Salyut Geraklion Stadion, Moskva (RUS)",06 MAY 2023,893
67,2:28.32,Basile MAZE,2004,FRA,2f1,,"Stade de la Venaiserie, St-Barthélémy-d'Anjou (FRA)",12 MAY 2023,893
68,2:28.35,Thibaut GIANDOMENICO,1996,FRA,4f2,,"Stade P. Bourdon, Caluire (FRA)",28 APR 2023,892
69,2:28.50,Nicolas VITRE,06 NOV 1998,FRA,3f1,,"Stade de la Venaiserie, St-Barthélémy-d'Anjou (FRA)",12 MAY 2023,889
70,2:28.54,Paul MCINTYRE,10 JUN 2000,SUI,1f1,,"Stade Pierre de Coubertin, Lausanne (SUI)",13 MAY 2023,888
