Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:15.77,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,,Sollentuna (SWE),05 AUG 2013,1162
2,2:16.44,Benson SEUREI,27 MAR 1984,BRN,1,,Dillingen (GER),21 JUL 2013,1146
3,2:17.33,Silas Kimeli TOO,1993,KEN,2,,Dillingen (GER),21 JUL 2013,1126
4,2:18.20,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,1,,Marseille (FRA),31 MAY 2013,1107
5,2:18.29,Paul ROBINSON,24 MAY 1991,IRL,1f1,,Linz (AUT),26 AUG 2013,1105
6,2:18.36,Andrew WHEATING,21 NOV 1987,USA,2f1,,Linz (AUT),26 AUG 2013,1103
7,2:18.45,Benson SEUREI,27 MAR 1984,BRN,3f1,,Linz (AUT),26 AUG 2013,1101
8,2:18.70,Job KINYOR,08 MAY 1990,KEN,4f1,,Linz (AUT),26 AUG 2013,1096
9,2:18.84,Anthony CHEMUT,17 DEC 1992,KEN,5f1,,Linz (AUT),26 AUG 2013,1093
10,2:18.99,Dickson TUWEI,31 OCT 1992,KEN,1,,Pliezhausen (GER),12 MAY 2013,1089
10,2:18.99,Michael RIMMER,03 FEB 1986,GBR,6f1,,Linz (AUT),26 AUG 2013,1089
12,2:19.14,Hillary Kipkorir MAIYO,02 OCT 1993,KEN,7f1,,Linz (AUT),26 AUG 2013,1086
13,2:19.27,Andreas VOJTA,09 JUN 1989,AUT,8f1,,Linz (AUT),26 AUG 2013,1083
14,2:19.30,Cory LESLIE,24 OCT 1989,USA,9f1,,Linz (AUT),26 AUG 2013,1082
15,2:19.40,Patrick ZWICKER,13 JUL 1994,GER,1,,Pliezhausen (GER),12 MAY 2013,1080
16,2:19.72,James Kiplagat MAGUT,20 JUL 1990,KEN,10f1,,Linz (AUT),26 AUG 2013,1073
17,2:19.76,Oleksandr OSMOLOVYCH,08 OCT 1985,UKR,1,,Viljandi (EST),02 JUL 2013,1072
18,2:19.80,Stanislav MASLOV,19 JAN 1989,UKR,2,,Viljandi (EST),02 JUL 2013,1071
19,2:20.20,Andreas LANGE,29 JAN 1991,GER,2,,Pliezhausen (GER),12 MAY 2013,1063
20,2:20.26,Ryan HILL,31 JAN 1990,USA,11f1,,Linz (AUT),26 AUG 2013,1061
21,2:20.39,Matt ELLIOTT,08 SEP 1985,USA,1f1,,Dilbeek (BEL),24 JUL 2013,1059
