Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:15.81,Robert FARKEN,20 SEP 1997,GER,1,,"Nordanlage, Leipzig (GER)",21 JUL 2021,1161
2,2:15.99,Jesús GÓMEZ,24 APR 1991,ESP,1,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",12 MAY 2021,1157
3,2:17.21,Michał ROZMYS,13 MAR 1995,POL,1,,"Forest Stadium, Sopot (POL)",30 AUG 2021,1129
4,2:17.24,Baptiste MISCHLER,23 NOV 1997,FRA,2,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",12 MAY 2021,1128
5,2:17.55,Ignacio FONTES,22 JUN 1998,ESP,3,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",12 MAY 2021,1121
6,2:18.38,Charles PHILIBERT-THIBOUTOT,31 DEC 1990,CAN,1,,"Piste Ben Leduc, Montréal (CAN)",17 JUL 2021,1103
7,2:18.39,Jamal HAIRANE,26 MAY 1993,QAT,4,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",12 MAY 2021,1103
8,2:18.54,Filip SASÍNEK,08 JAN 1996,CZE,2,,"Forest Stadium, Sopot (POL)",30 AUG 2021,1099
9,2:18.79,Peter BOL,22 FEB 1994,AUS,1f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1094
10,2:18.82,Konstantin KHOLMOGOROV,07 FEB 1996,ANA,1,,"Salyut Stadion, Dolgoprudny (RUS)",24 JUL 2021,1093
11,2:18.89,Mariano GARCÍA,25 SEP 1997,ESP,5,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",12 MAY 2021,1091
12,2:18.92,Julian RANC,14 SEP 1996,FRA,1f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1091
12,2:18.92,Christoph KESSLER,28 APR 1995,GER,2,,"Nordanlage, Leipzig (GER)",21 JUL 2021,1091
14,2:18.97,Brad MATHAS,24 JUN 1993,NZL,2f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1090
15,2:19.11,Aleksey BUTRANOV,18 AUG 1991,RUS,2,,"Salyut Stadion, Dolgoprudny (RUS)",24 JUL 2021,1087
16,2:19.15,Jan FRIŠ,19 DEC 1995,CZE,2f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1086
17,2:19.20,Christoph KESSLER,28 APR 1995,GER,3f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1085
18,2:19.52,Homiyu TESFAYE,23 JUN 1993,GER,4f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1078
18,2:19.52,Kevin ROBERTSON,28 SEP 1998,CAN,2,,"Piste Ben Leduc, Montréal (CAN)",17 JUL 2021,1078
20,2:19.84,Kazuto IIZAWA,02 FEB 2001,JPN,1,,"Komazawa Olympic Park Athletic Stadium, Tokyo (JPN)",30 OCT 2021,1071
21,2:20.13,Kazuyoshi TAMOGAMI,12 FEB 1998,JPN,2,,"Komazawa Olympic Park Athletic Stadium, Tokyo (JPN)",30 OCT 2021,1064
22,2:20.14,Marc TORTELL,26 DEC 1997,GER,5f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1064
23,2:20.24,Mohamed Ali GOUANED,05 JUL 2002,ALG,1,,"Stade Bateau Casse, Algiers (ALG)",27 MAR 2021,1062
24,2:20.44,Theo RAGEOT,29 NOV 1998,FRA,1f1,,"Stade R. Quintard, Cerizay (FRA)",13 JUL 2021,1057
25,2:20.73,Ruben VERHEYDEN,22 DEC 2000,BEL,1f1,,"VITA Atletiek, Ninove (BEL)",11 AUG 2021,1051
26,2:20.75,Romain MORNET,08 NOV 1997,FRA,2f1,,"Stade R. Quintard, Cerizay (FRA)",13 JUL 2021,1051
27,2:20.94,Quentin TISON,16 APR 1996,FRA,1,,"Stade communautaire d'athlétisme, Bruay-la-Buissiere (FRA)",08 MAY 2021,1047
28,2:20.99,Tshepo TSHITE,15 JAN 1997,RSA,3f1,,"Stade R. Quintard, Cerizay (FRA)",13 JUL 2021,1045
29,2:21.04,Balázs VINDICS,28 MAR 1994,HUN,1,,"Ikarus BSE Sporttelep, Budapest (HUN)",09 MAY 2021,1044
30,2:21.12,James HENEGHAN,26 MAY 1999,GBR,1,,"Cardiff Athletic Stadium, Cardiff (GBR)",21 APR 2021,1043
