Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:13.96,,Mehdi BAALA,17 AUG 1978,FRA,1,,Strasbourg (FRA),26 JUN 2003,1203
2,2:16.19,,Timothy KIPTANUI,05 JAN 1980,KEN,1,,Rethymno (GRE),06 JUL 2003,1152
3,2:16.43,,David LELEI,10 MAY 1971,KEN,1,,"Palo Alto, CA (USA)",07 JUN 2003,1147
4,2:16.83,,Japheth KIMUTAI,20 DEC 1978,KEN,2,,Rethymno (GRE),06 JUL 2003,1138
5,2:17.10,,David KRUMMENACKER,24 MAY 1975,USA,2,,"Palo Alto, CA (USA)",07 JUN 2003,1132
6,2:17.25,,Abdelslam KENNOUCHE,07 OCT 1980,ALG,2,,Strasbourg (FRA),26 JUN 2003,1128
7,2:17.34,,Florent LACASSE,21 JAN 1981,FRA,1,,St-Florentin (FRA),14 SEP 2003,1126
8,2:17.40,,Abdelkader CHÉKHÉMANI,18 JUL 1971,FRA,3,,Strasbourg (FRA),26 JUN 2003,1125
9,2:17.73,,Michael ROTICH,14 JUL 1978,KEN,3,,Rethymno (GRE),06 JUL 2003,1117
10,2:17.81,,Bram SOM,20 FEB 1980,NED,1,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2003,1189
11,2:17.85,,Samwel MWERA,03 JUN 1985,TAN,1,,Oristano (ITA),06 SEP 2003,1115
12,2:18.02,,Glody DUBE,02 JUL 1978,BOT,2,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2003,1184
13,2:18.03,,Guillaume ÉRAUD,01 JUL 1981,FRA,4,,Strasbourg (FRA),26 JUN 2003,1111
14,2:18.10,,Jean-Patrick NDUWIMANA,09 MAR 1978,BDI,4,,Rethymno (GRE),06 JUL 2003,1109
15,2:18.15,,William YIAMPOY,17 MAY 1974,KEN,3,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2003,1181
16,2:18.24,,Cornelius CHIRCHIR,05 JUN 1983,KEN,2,,Liévin (FRA) (i),23 FEB 2003,1179
17,2:18.33,,Nicolas AÏSSAT,24 JUL 1980,FRA,3,,Liévin (FRA) (i),23 FEB 2003,1177
18,2:18.36,,Wilson KIPKETER,12 DEC 1972,DEN,4,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2003,1176
19,2:18.45,,Mbulaeni MULAUDZI,08 SEP 1980,RSA,1,,Roodeport (RSA),28 MAR 2003,1101
20,2:18.82,,Hezekiel SEPENG,30 JUN 1974,RSA,4,,Liévin (FRA) (i),23 FEB 2003,1166
21,2:19.01,,Joseph Mwengi MUTUA,10 DEC 1978,KEN,5,,Liévin (FRA) (i),23 FEB 2003,1161
22,2:19.06,,Kevin SULLIVAN,20 MAR 1974,CAN,3,,"Palo Alto, CA (USA)",07 JUN 2003,1088
23,2:19.38,,Juan VAN DEVENTER,26 MAR 1983,RSA,2,,Roodeport (RSA),28 MAR 2003,1081
24,2:19.41,,Graham DAVIDSON,14 OCT 1978,RSA,3,,Roodeport (RSA),28 MAR 2003,1080
24,2:19.41,,Michael STEMBER,30 JAN 1978,USA,4,,"Palo Alto, CA (USA)",07 JUN 2003,1080
26,2:19.51,,Johan PRETORIUS,23 SEP 1982,RSA,4,,Roodeport (RSA),28 MAR 2003,1078
27,2:19.54,,Johan CRONJE,13 APR 1982,RSA,1,,Pretoria (RSA),04 APR 2003,1077
28,2:19.7h,,Lorenzo PERRONE,26 SEP 1981,ITA,1,,Palermo (ITA),10 MAY 2003,1074
29,2:19.71,,Yusuf Saad KAMEL,29 MAR 1983,BRN,2,,Oristano (ITA),06 SEP 2003,1073
30,2:19.83,,Justus KOECH,19 MAR 1980,KEN,3,,Oristano (ITA),06 SEP 2003,1071
31,2:20.05,,Abdoulaye WAGNE,30 JAN 1981,SEN,4,,Oristano (ITA),06 SEP 2003,1066
32,2:20.18,,James NOLAN,27 JAN 1977,IRL,2,,Pretoria (RSA),04 APR 2003,1063
33,2:20.30,,Bryan BERRYHILL,15 DEC 1977,USA,5,,"Palo Alto, CA (USA)",07 JUN 2003,1060
34,2:20.52,,Jimmy LOMBA,30 JUN 1978,FRA,7,,Liévin (FRA) (i),23 FEB 2003,1127
35,2:20.56,,David SALVATI,24 MAR 1975,FRA,5,,Strasbourg (FRA),26 JUN 2003,1055
36,2:20.61,,Otukile LEKOTE,19 OCT 1978,BOT,2,,Hamburg (GER),20 JUL 2003,1054
37,2:20.65,,Evans NDUNGU,22 FEB 1979,KEN,5,,Durban (RSA),11 APR 2003,1053
38,2:20.79,,Neil SPEAIGHT,09 SEP 1978,GBR,6,,Durban (RSA),11 APR 2003,1050
39,2:20.96,,John LITEI,02 JUN 1983,KEN,5,,Oristano (ITA),06 SEP 2003,1046
40,2:21.14,,Isaiah NKUNA,05 MAR 1977,RSA,2,,Germiston (RSA),24 JAN 2003,1042
41,2:21.19,,Roman HANZEL,15 JAN 1977,SVK,1,,Bratislava (SVK) (i),22 JAN 2003,1112
42,2:21.27,,Bryan WOODWARD,03 MAR 1974,USA,6,,"Palo Alto, CA (USA)",07 JUN 2003,1039
43,2:21.30,,Hiroshi SASANO,23 SEP 1978,JPN,1,,Yokohama (JPN),18 JUN 2003,1039
44,2:21.36,,Jonas HAMM,02 MAY 1980,FIN,3,,Hamburg (GER),20 JUL 2003,1037
45,2:21.40,,René BAUSCHINGER,12 JUN 1985,GER,1,,"Olympiastadion, Berlin (GER)",10 AUG 2003,1037
46,2:21.42,,Romain MAQUIN,09 JUN 1985,FRA,6,,Strasbourg (FRA),26 JUN 2003,1036
47,2:21.43,,Michal ŠNEBERGER,23 JUN 1978,CZE,2,,Bratislava (SVK) (i),22 JAN 2003,1106
47,2:21.43,,Mouhssin CHEHIBI,28 JAN 1978,MAR,1,,Torrevieja (ESP),26 APR 2003,1036
49,2:21.45,,Vincent KEMBOI,29 MAY 1982,KEN,6,,Oristano (ITA),06 SEP 2003,1036
50,2:21.50,,Adam ABDU ADAM,15 JUN 1983,QAT,8,,Durban (RSA),11 APR 2003,1034
51,2:21.56,,Vladimír BARTUNĚK,03 JAN 1980,CZE,1,,Pliezhausen (GER),18 MAY 2003,1033
52,2:21.59,,Clyde COLENSO,11 MAY 1977,RSA,3,,Pretoria (RSA),04 APR 2003,1033
53,2:21.63,,Stanislav TÁBOR,14 FEB 1980,CZE,2,,Pliezhausen (GER),18 MAY 2003,1032
54,2:21.66,,James MCILROY,30 DEC 1976,GBR,3,,Germiston (RSA),24 JAN 2003,1031
54,2:21.66,,Thorsten KÜHN,1976,GER,4,,Hamburg (GER),20 JUL 2003,1031
56,2:21.87,,Mohamed HILAL SAID,,QAT,4,,Pretoria (RSA),04 APR 2003,1026
57,2:21.88,,Paolo CARUANA,23 MAY 1979,ITA,8,,Oristano (ITA),06 SEP 2003,1026
58,2:21.96,,Christopher MOSS,17 JUN 1979,GBR,1,,Birmingham (GBR) (i),28 JAN 2003,1094
59,2:21.98,,Suleiman Kipses SIMOTWO,21 APR 1980,KEN,1,,Riederich (GER),25 MAY 2003,1024
59,2:21.98,,Toni MOHR,07 MAY 1983,GER,2,,"Olympiastadion, Berlin (GER)",10 AUG 2003,1024
