Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:17.17,Clayton MURPHY,26 FEB 1995,USA,1,,"Portland, OR (USA)",11 JUN 2017,1130
2,2:18.51,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,1,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1100
3,2:18.60,Jakub HOLUŠA,20 FEB 1988,CZE,2,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1098
4,2:18.85,Siyabonga Derison TREASURE,04 SEP 1992,RSA,1,,Johannesburg (RSA),10 FEB 2017,1092
5,2:19.03,Filip SASÍNEK,08 JAN 1996,CZE,3,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1088
6,2:19.08,George KUSCHE,06 AUG 1998,RSA,2,,Johannesburg (RSA),10 FEB 2017,1087
7,2:19.36,Nkosinathi SIBIYA,02 JAN 1994,RSA,3,,Johannesburg (RSA),10 FEB 2017,1081
8,2:19.43,David RUDISHA,17 DEC 1988,KEN,4,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1080
9,2:19.57,Luke MATHEWS,21 JUN 1995,AUS,5,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1076
10,2:20.05,Jan FRIŠ,19 DEC 1995,CZE,6,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1066
11,2:20.22,Giordano BENEDETTI,22 MAY 1989,ITA,1,,Trento (ITA),29 APR 2017,1062
12,2:20.25,Jacob ROZANI,24 JAN 1984,RSA,7,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1062
13,2:20.51,Ryan GREGSON,26 APR 1990,AUS,8,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1056
14,2:20.92,Mattia MORETTI,16 MAR 1992,ITA,2,,Trento (ITA),29 APR 2017,1047
15,2:21.05,Charles GRETHEN,02 JUN 1992,LUX,9,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1044
16,2:21.13,Marco PETTENAZZO,28 OCT 1992,ITA,3,,Trento (ITA),29 APR 2017,1042
17,2:21.23,Themba MADIMA,04 APR 1989,RSA,4,,Johannesburg (RSA),10 FEB 2017,1040
18,2:21.36,Mohad ABDIKADAR SHEIK ALI,12 JUN 1993,ITA,4,,Trento (ITA),29 APR 2017,1037
19,2:21.87,Roman KWIATKOWSKI,19 MAY 1995,POL,1,,Warszawa (POL),17 SEP 2017,1026
20,2:21.99,Timo BENITZ,24 DEC 1991,GER,1f1,,Pliezhausen (GER),14 MAY 2017,1024
21,2:22.35,Baptiste MISCHLER,23 NOV 1997,FRA,2f1,,Pliezhausen (GER),14 MAY 2017,1016
22,2:22.72,Hannes NAUDE,14 MAR 1990,RSA,5,,Johannesburg (RSA),10 FEB 2017,1008
23,2:22.78,Marcel FEHR,20 JUN 1992,GER,1,,Höchstadt (GER),28 JUL 2017,1007
24,2:22.87,Felix RÜGER,06 DEC 1995,GER,1f2,,Pliezhausen (GER),14 MAY 2017,1005
24,2:22.87,Elmar ENGHOLM,02 OCT 1992,SWE,1f1,,Sint-Niklaas (BEL),02 AUG 2017,1005
26,2:22.88,Pascal KLEYER,10 MAR 1998,GER,3f1,,Pliezhausen (GER),14 MAY 2017,1005
27,2:22.96,Denis BÄUERLE,27 NOV 1989,GER,4f1,,Pliezhausen (GER),14 MAY 2017,1003
28,2:23.02,Flavio SEHOHLE,14 OCT 1990,MOZ,6,,Johannesburg (RSA),10 FEB 2017,1002
29,2:23.30,Gergő KISS,24 JUL 1995,HUN,1f4,,Andorf (AUT),29 JUL 2017,996
30,2:23.31,Abderrahmane HAMOUNI,16 AUG 1994,ALG,1h1,,Biskra (ALG),17 MAR 2017,996
31,2:23.34,Marco KÜRZDÖRFER,1992,GER,2,,Höchstadt (GER),28 JUL 2017,995
32,2:23.36,Sebastian KARL,1991,GER,5f1,,Pliezhausen (GER),14 MAY 2017,995
33,2:23.46,Walid KOHLI,1995,MAR,2f1,,Sint-Niklaas (BEL),02 AUG 2017,993
34,2:23.48,Vojtěch MLYNÁŘ,13 APR 1998,CZE,1,,"Sportovní areál Krajinka, Cheb (CZE)",27 JUL 2017,992
35,2:23.51,Adam CZERWIŃSKI,02 OCT 1988,POL,1,,Kraków (POL),06 MAY 2017,992
36,2:23.52,Maxence BRUYAS,23 FEB 1994,FRA,1f42,,Monaco (MON),21 JUL 2017,991
37,2:23.77,Martin GRAU,26 MAR 1992,GER,3,,Höchstadt (GER),28 JUL 2017,986
38,2:23.79,Nick JENSEN,17 JUN 1991,DEN,1f1,,Holbaek (DEN),29 AUG 2017,986
39,2:23.81,Leonardo TESINI,03 JUL 1996,ITA,5,,Trento (ITA),29 APR 2017,985
40,2:23.95,Arnaud TAKI,16 DEC 1996,FRA,2f42,,Monaco (MON),21 JUL 2017,982
41,2:24.04,Dario TIPPMANN,1994,GER,2f2,,Pliezhausen (GER),14 MAY 2017,980
41,2:24.04,Lukáš SYMERSKÝ,28 MAR 1998,CZE,2,,"Sportovní areál Krajinka, Cheb (CZE)",27 JUL 2017,980
43,2:24.14,Mafori Ryan MPHAHLELE,20 JUN 1998,RSA,7,,Johannesburg (RSA),10 FEB 2017,978
44,2:24.21,Adrian KÖNIG-RANNENBERG,1993,GER,3f2,,Pliezhausen (GER),14 MAY 2017,977
44,2:24.21,Ayoub LABSER,07 APR 1993,MAR,3f1,,Sint-Niklaas (BEL),02 AUG 2017,977
46,2:24.25,Vincent HAZELEGER,21 AUG 1995,NED,1f2,,Lisse (NED),13 MAY 2017,976
47,2:24.29,Thomas VAN LAAR,1995,NED,2f2,,Lisse (NED),13 MAY 2017,975
48,2:24.31,Paul CHEM-LENHOF,11 AUG 1998,FRA,3f42,,Monaco (MON),21 JUL 2017,975
49,2:24.34,Tim VAN DE VELDE,01 FEB 2000,BEL,1,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,974
50,2:24.42,Bram ANDERIESSEN,01 AUG 1999,NED,3f2,,Lisse (NED),13 MAY 2017,972
51,2:24.48,Holger KÖRNER,14 SEP 1993,GER,6f1,,Pliezhausen (GER),14 MAY 2017,971
52,2:24.53,Bob BERTEMES,15 MAR 1994,LUX,7f1,,Pliezhausen (GER),14 MAY 2017,970
52,2:24.53,Andreas VOJTA,09 JUN 1989,AUT,2f4,,Andorf (AUT),29 JUL 2017,970
54,2:24.55,Henry MAKANE,01 MAR 1993,RSA,8,,Johannesburg (RSA),10 FEB 2017,970
55,2:24.61,Thibault LARPIN,26 MAY 1996,FRA,4f42,,Monaco (MON),21 JUL 2017,968
56,2:24.66,Abdessalam MACHMACH,01 JAN 1989,ITA,1f1,,Milano (ITA),20 APR 2017,967
57,2:24.68,Jonas SCHÖPFER,30 JUN 1996,SUI,1,,Willisau (SUI),06 MAY 2017,967
58,2:24.72,Pascal FURTWÄNGLER,19 JAN 1993,SUI,2,,Willisau (SUI),06 MAY 2017,966
59,2:24.81,Marko ARTHOFER,1990,GER,8f1,,Pliezhausen (GER),14 MAY 2017,964
60,2:24.82,Mahadi ABDI ALI,08 NOV 1995,NED,4f2,,Lisse (NED),13 MAY 2017,964
61,2:24.84,Jimmy GRESSIER,04 MAY 1997,FRA,1,,St-Pol-sur-Ternoise (FRA),01 MAY 2017,964
62,2:24.94,Andreas LINDGREEN,18 FEB 1998,DEN,2f1,,Holbaek (DEN),29 AUG 2017,962
63,2:25.03,Frederik RUPPERT,19 FEB 1997,GER,1,,Bergisch Gladbach (GER),31 AUG 2017,960
64,2:25.11,Simon BEDARD,03 JAN 1997,FRA,1,,Cerizay (FRA),13 JUL 2017,958
65,2:25.12,Jonathan BILLAUD,09 DEC 1990,FRA,2,,Cerizay (FRA),13 JUL 2017,958
66,2:25.14,Jerry MOTSAU,12 MAR 1990,RSA,4f1,,Sint-Niklaas (BEL),02 AUG 2017,957
67,2:25.32,Pascal FURTWÄNGLER,19 JAN 1993,SUI,1f1,,Langenthal (SUI),25 MAY 2017,954
68,2:25.34,Maarten PLAUM,01 MAR 1996,NED,5f2,,Lisse (NED),13 MAY 2017,953
69,2:25.45,Stefano GHENDA,24 JAN 1993,ITA,6,,Trento (ITA),29 APR 2017,951
70,2:25.48,Julien DUCHATEAU,17 FEB 1990,FRA,2,,St-Pol-sur-Ternoise (FRA),01 MAY 2017,950
71,2:25.49,Andrea BARATTE,09 DEC 1997,LUX,9f1,,Pliezhausen (GER),14 MAY 2017,950
72,2:25.59,Ward D'HOORE,18 NOV 1994,BEL,5f1,,Sint-Niklaas (BEL),02 AUG 2017,948
73,2:25.63,Simon PETITJEAN,09 APR 1996,BEL,6f1,,Sint-Niklaas (BEL),02 AUG 2017,947
74,2:25.71,Guillaume LAURENT,17 JUN 1990,SUI,2f1,,Langenthal (SUI),25 MAY 2017,946
75,2:25.72,Theo RAGEOT,29 NOV 1998,FRA,3,,Cerizay (FRA),13 JUL 2017,945
75,2:25.72,Adrian KÖNIG-RANNENBERG,1993,GER,4,,Höchstadt (GER),28 JUL 2017,945
77,2:25.79,Jonas RAESS,08 MAR 1994,SUI,1,,Affoltern am Albis (SUI),15 JUL 2017,944
78,2:25.84,Aleš ZVER,06 APR 1993,SLO,3f4,,Andorf (AUT),29 JUL 2017,943
79,2:26.03,Ayman ZAHAFI,1997,MAR,1f4,,Dilbeek (BEL),19 JUL 2017,939
80,2:26.05,Solomon BOTLHOLO,19 FEB 1994,RSA,9,,Johannesburg (RSA),10 FEB 2017,939
81,2:26.07,Andrzej KOWALCZYK,30 NOV 1998,POL,2,,Kraków (POL),06 MAY 2017,938
82,2:26.12,Szymon DOBAJ,19 SEP 1995,POL,3,,Kraków (POL),06 MAY 2017,937
83,2:26.13,EL Hocine ZOURKANE,24 MAR 1996,ALG,2h1,,Biskra (ALG),17 MAR 2017,937
83,2:26.13,Ruben ZILLIG,1992,GER,10f1,,Pliezhausen (GER),14 MAY 2017,937
85,2:26.16,Dennis GERHARD,20 MAY 1995,GER,5,,Höchstadt (GER),28 JUL 2017,936
86,2:26.20,Ayoub LABSER,07 APR 1993,MAR,2f4,,Dilbeek (BEL),19 JUL 2017,936
86,2:26.20,Nicolas HERBIN,09 JUN 1994,FRA,5f42,,Monaco (MON),21 JUL 2017,936
88,2:26.27,Luuk WAGENAAR,11 MAR 1994,NED,6f2,,Lisse (NED),13 MAY 2017,934
89,2:26.32,Matěj PAVLÍČEK,02 OCT 1992,CZE,4f4,,Andorf (AUT),29 JUL 2017,933
90,2:26.37,Francesco CONTI,15 MAR 1995,ITA,1f2,,Faenza (ITA),06 SEP 2017,932
91,2:26.38,Danilo GRITTI,09 JAN 1996,ITA,2f1,,Milano (ITA),20 APR 2017,932
92,2:26.48,Andreas VOJTA,09 JUN 1989,AUT,10,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,930
93,2:26.54,Saddam ZERGUI,09 JAN 1991,ALG,3h1,,Biskra (ALG),17 MAR 2017,929
94,2:26.66,Yassine SOUGHOU,1992,BEL,7f1,,Sint-Niklaas (BEL),02 AUG 2017,926
95,2:26.69,Jan FRIŠ,19 DEC 1995,CZE,1,,Domažlice (CZE),15 SEP 2017,926
96,2:26.78,Simone MARINONI,25 NOV 1996,ITA,3f1,,Milano (ITA),20 APR 2017,924
97,2:26.79,Josselain BARRELLON VERNAY,19 FEB 1999,FRA,1,,Mérignac (FRA),09 APR 2017,924
97,2:26.79,Matthias HARDT,1990,GER,2,,Bergisch Gladbach (GER),31 AUG 2017,924
99,2:26.81,Filip ŠNEJDR,16 APR 1995,CZE,1,,Praha (CZE),06 MAY 2017,923
100,2:26.83,Gabriele BIZZOTTO,28 MAR 1993,ITA,2f2,,Faenza (ITA),06 SEP 2017,923
101,2:26.92,Laurent DELANNOY,17 APR 1996,FRA,3,,St-Pol-sur-Ternoise (FRA),01 MAY 2017,921
102,2:26.97,Thomas GMÜR,19 JUL 1994,SUI,3f1,,Langenthal (SUI),25 MAY 2017,920
103,2:26.99,Mouhcine OUAHMAN,18 NOV 1986,MAR,1,,Basel (SUI),01 MAY 2017,919
104,2:27.02,Thijs VERBEECK,1991,BEL,8f1,,Sint-Niklaas (BEL),02 AUG 2017,919
105,2:27.06,Theodore NOTHLING,09 SEP 1993,RSA,10,,Johannesburg (RSA),10 FEB 2017,918
106,2:27.23,Yorben RUITER,19 AUG 1995,NED,7f2,,Lisse (NED),13 MAY 2017,915
107,2:27.35,Mahmoud ELHAMRI,13 APR 1991,MAR,4,,Cerizay (FRA),13 JUL 2017,912
108,2:27.44,Jurjen POLDERMAN,21 APR 1991,NED,8f2,,Lisse (NED),13 MAY 2017,910
109,2:27.46,Joshua TEDESCO,09 APR 1991,AUS,1f1,,Perth (AUS),14 DEC 2017,910
110,2:27.48,Alexander NILSSON,14 APR 1995,SWE,1,,Göteborg (SWE),11 JUL 2017,910
111,2:27.51,Christopher GABET,20 FEB 1997,FRA,4,,St-Pol-sur-Ternoise (FRA),01 MAY 2017,909
112,2:27.54,Reuben BETT,06 NOV 1984,KEN,2,,Göteborg (SWE),11 JUL 2017,908
113,2:27.61,Maxim MOINAT,20 MAR 1991,NED,9f2,,Lisse (NED),13 MAY 2017,907
114,2:27.69,Jan MURÍN,01 MAR 1992,CZE,2,,Praha (CZE),06 MAY 2017,905
115,2:27.72,Pierre PROUST,08 APR 1999,FRA,5,,Cerizay (FRA),13 JUL 2017,905
116,2:27.79,Alexandre LE PAIH,29 MAY 1993,FRA,6,,Cerizay (FRA),13 JUL 2017,903
117,2:27.84,David NIKOLLI,20 JUN 1994,ALB,1,,Pavia (ITA),08 APR 2017,902
117,2:27.84,Sam GIEDTS,1995,BEL,9f1,,Sint-Niklaas (BEL),02 AUG 2017,902
119,2:27.89,Marcel AUBRY,2000,CAN,1,,Toronto (CAN),18 JUL 2017,901
120,2:27.90,Tilen ŠIMENKO LALIČ,14 MAY 1998,SLO,1,,Maribor (SLO),17 MAY 2017,901
121,2:27.91,Ronald Nigigi KARIUKI,20 AUG 1988,KEN,5f4,,Andorf (AUT),29 JUL 2017,901
122,2:28.00,Oussama GRINE,24 APR 1992,ALG,4h1,,Biskra (ALG),17 MAR 2017,899
123,2:28.04,Ilyes BOUM,13 AUG 1998,FRA,5,,St-Pol-sur-Ternoise (FRA),01 MAY 2017,898
124,2:28.21,EL Hocine ZOURKANE,24 MAR 1996,ALG,1,,Biskra (ALG),18 MAR 2017,895
125,2:28.26,Igor FLANDRIN-THONIEL,03 APR 1979,FRA,7,,Cerizay (FRA),13 JUL 2017,894
126,2:28.30,Omar KENANI,19 SEP 1987,ALG,5h1,,Biskra (ALG),17 MAR 2017,893
127,2:28.37,Pierre-louis DETOURBE,15 JAN 1997,FRA,6,,St-Pol-sur-Ternoise (FRA),01 MAY 2017,892
128,2:28.40,Ali AL JANABI,28 APR 1994,IRQ,3,,Göteborg (SWE),11 JUL 2017,891
129,2:28.43,Thomas LEWIS,03 NOV 1994,NED,10f2,,Lisse (NED),13 MAY 2017,890
130,2:28.44,Sven SCHOONEBEEK,30 JAN 1997,NED,11f2,,Lisse (NED),13 MAY 2017,890
131,2:28.49,Reto RAMSEIER,26 JUL 1993,SUI,1,,Thun (SUI),09 AUG 2017,889
132,2:28.63,Gauthier REQUENA,02 AUG 1999,FRA,7,,St-Pol-sur-Ternoise (FRA),01 MAY 2017,886
133,2:28.65,Patrick KARL,03 MAY 1996,GER,6,,Höchstadt (GER),28 JUL 2017,886
134,2:28.66,Reto RAMSEIER,26 JUL 1993,SUI,4f1,,Langenthal (SUI),25 MAY 2017,886
135,2:28.67,Chemseddine KIBOUA,23 APR 1992,ALG,2,,Biskra (ALG),18 MAR 2017,886
136,2:28.68,Artur OSTROWSKI,10 JUL 1988,POL,11f1,,Pliezhausen (GER),14 MAY 2017,885
137,2:28.77,Samuel MATHABATHA,02 AUG 1993,RSA,11,,Johannesburg (RSA),10 FEB 2017,884
138,2:28.78,Vuni MADONSELA,06 JUN 1998,RSA,12,,Johannesburg (RSA),10 FEB 2017,883
138,2:28.78,Yassine TASSOUKTE,19 SEP 1997,FRA,1,,Feignies (FRA),29 APR 2017,883
140,2:28.82,Michael CURTI,08 APR 1994,SUI,3,,Willisau (SUI),06 MAY 2017,883
141,2:28.94,Joeri SLAGTER,28 JUL 1995,NED,12f2,,Lisse (NED),13 MAY 2017,880
142,2:28.96,Urs SCHÖNENBERGER,06 FEB 1991,SUI,5f1,,Langenthal (SUI),25 MAY 2017,880
143,2:29.01,Luca VÖLKLE,1994,GER,6f1,,Langenthal (SUI),25 MAY 2017,879
144,2:29.02,Amin CHENITI,22 MAY 1993,ALG,3,,Biskra (ALG),18 MAR 2017,879
145,2:29.05,Roch GOSZCZYŃSKI,14 SEP 1999,POL,1,,Chojnice (POL),27 JUL 2017,878
146,2:29.12,Djoao LOBLES,14 JAN 2001,NED,1f1,,Lisse (NED),13 MAY 2017,877
147,2:29.13,Casper DE VILLIERS,,RSA,13,,Johannesburg (RSA),10 FEB 2017,876
148,2:29.15,David SCHÖPFER,18 AUG 1994,SUI,4,,Willisau (SUI),06 MAY 2017,876
149,2:29.21,Lehlognolo MORE,11 JAN 1999,RSA,14,,Johannesburg (RSA),10 FEB 2017,875
150,2:29.23,Ghiles SEMSAR,01 APR 1999,FRA,2,,Feignies (FRA),29 APR 2017,874
151,2:29.25,Djamel EDDINE KERBOUA,13 JUL 1996,ALG,6h1,,Biskra (ALG),17 MAR 2017,874
152,2:29.26,Korbinian VÖLKL,24 FEB 1991,GER,4f2,,Pliezhausen (GER),14 MAY 2017,874
153,2:29.28,Angus FÖLMLI,27 MAY 1996,SUI,2,,Basel (SUI),01 MAY 2017,874
153,2:29.28,Raphael PALLITSCH,18 DEC 1989,AUT,1,,Wien (AUT),30 MAY 2017,874
