Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:13.08,Taoufik MAKHLOUFI,29 APR 1988,ALG,1,,"Stade Raymond Petit, Tomblaine (FRA)",01 JUL 2015,1224
2,2:15.78,Jonathan KITILIT,24 APR 1994,KEN,2,,"Stade Raymond Petit, Tomblaine (FRA)",01 JUL 2015,1161
3,2:17.25,Marcin LEWANDOWSKI,13 JUN 1987,POL,1,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1128
4,2:17.38,Asbel KIPROP,30 JUN 1989,KEN,2,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1125
5,2:17.51,Edwin Kiplagat MELLY,23 APR 1994,KEN,3,,"Stade Raymond Petit, Tomblaine (FRA)",01 JUL 2015,1122
6,2:17.62,Timothy KITUM,20 NOV 1994,KEN,3,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1120
7,2:17.92,Abderrahmane ANOU,29 JAN 1991,ALG,4,,"Stade Raymond Petit, Tomblaine (FRA)",01 JUL 2015,1113
8,2:18.42,Jakub HOLUŠA,20 FEB 1988,CZE,4,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1102
9,2:19.35,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,5,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1081
10,2:19.41,Marc ALCALÁ,07 NOV 1994,ESP,1,,Barcelona (ESP),31 MAY 2015,1080
11,2:19.48,Abdelaati IGUIDER,25 MAR 1987,MAR,1,,Montreuil-sous-Bois (FRA),09 JUN 2015,1078
12,2:19.52,Marcin LEWANDOWSKI,13 JUN 1987,POL,1f1,,Göteborg (SWE),05 SEP 2015,1078
13,2:19.57,Bernard KIPYEGON,19 DEC 1990,KEN,6,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1076
14,2:19.65,Gutema BEKELE,1994,ETH,5,,"Stade Raymond Petit, Tomblaine (FRA)",01 JUL 2015,1075
15,2:20.04,Charles PHILIBERT-THIBOUTOT,31 DEC 1990,CAN,7,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1066
16,2:20.11,Carlos Martín DÍAZ DEL RIO,09 JUL 1993,CHI,2,,Barcelona (ESP),31 MAY 2015,1065
16,2:20.11,Mohammed AMAN,10 JAN 1994,ETH,2,,Montreuil-sous-Bois (FRA),09 JUN 2015,1065
18,2:20.18,Alexandre SADDEDINE,29 SEP 1994,FRA,6,,"Stade Raymond Petit, Tomblaine (FRA)",01 JUL 2015,1063
19,2:20.28,Abdi WAISS,03 JUL 1996,DJI,2f1,,Göteborg (SWE),05 SEP 2015,1061
20,2:20.29,Benson SEUREI,27 MAR 1984,BRN,3,,Montreuil-sous-Bois (FRA),09 JUN 2015,1061
21,2:20.37,Amine KHADIRI,20 NOV 1988,CYP,1,,"Sportovní areál Krajinka, Cheb (CZE)",12 AUG 2015,1059
22,2:20.39,Yusuf Saad KAMEL,29 MAR 1983,BRN,4,,Montreuil-sous-Bois (FRA),09 JUN 2015,1059
23,2:20.61,Francisco ROLDÁN,26 MAY 1990,ESP,3,,Barcelona (ESP),31 MAY 2015,1054
24,2:20.63,Kalle BERGLUND,11 MAR 1996,SWE,3f1,,Göteborg (SWE),05 SEP 2015,1053
25,2:20.64,Giordano BENEDETTI,22 MAY 1989,ITA,1,,Milano (ITA),23 APR 2015,1053
26,2:20.82,Llorenç SALES,14 JUL 1988,ESP,4,,Barcelona (ESP),31 MAY 2015,1049
27,2:20.84,Abdi UYA,1995,ETH,1f2,,Pliezhausen (GER),17 MAY 2015,1049
28,2:20.97,Stanislav MASLOV,19 JAN 1989,UKR,4f1,,Göteborg (SWE),05 SEP 2015,1046
29,2:21.00,Samir DAHMANI,03 APR 1991,FRA,5,,Montreuil-sous-Bois (FRA),09 JUN 2015,1045
30,2:21.14,Thomas Arne ROTH,11 FEB 1991,NOR,5f1,,Göteborg (SWE),05 SEP 2015,1042
31,2:21.17,Johan WALLDÉN,26 JUL 1987,SWE,6f1,,Göteborg (SWE),05 SEP 2015,1042
32,2:21.25,Mac FLEET,17 OCT 1990,USA,1,,"Eugene, OR (USA)",08 MAY 2015,1040
33,2:21.32,John GREGOREK,07 DEC 1991,USA,2,,"Eugene, OR (USA)",08 MAY 2015,1038
34,2:21.37,Mor SECK,24 SEP 1985,SEN,2,,Milano (ITA),23 APR 2015,1037
35,2:21.38,Jan PETRAČ,04 JUL 1995,SLO,8,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1037
36,2:21.40,Jordan MCNAMARA,07 MAR 1987,USA,3,,"Eugene, OR (USA)",08 MAY 2015,1037
37,2:21.52,Sebastian KEINER,22 AUG 1989,GER,2f2,,Pliezhausen (GER),17 MAY 2015,1034
38,2:21.69,Patrick CASEY,23 MAY 1990,USA,4,,"Eugene, OR (USA)",08 MAY 2015,1030
39,2:21.76,Staffan EK,13 NOV 1991,SWE,7f1,,Göteborg (SWE),05 SEP 2015,1029
40,2:21.77,Karim MOHAMMADI,1989,SWE,8f1,,Göteborg (SWE),05 SEP 2015,1029
41,2:21.87,Timo BENITZ,24 DEC 1991,GER,3f2,,Pliezhausen (GER),17 MAY 2015,1026
42,2:21.90,Andreas BUENO,07 JUL 1988,DEN,1f1,,Umea (SWE),16 AUG 2015,1026
43,2:21.93,Guillaume ADAM,15 JAN 1990,FRA,7,,"Stade Raymond Petit, Tomblaine (FRA)",01 JUL 2015,1025
44,2:21.95,Miroslav BURIAN,09 AUG 1992,CZE,2,,"Sportovní areál Krajinka, Cheb (CZE)",12 AUG 2015,1025
45,2:21.97,Theodore NOTHLING,09 SEP 1993,RSA,1,,Johannesburg (RSA),20 FEB 2015,1024
46,2:22.10,Mateusz DEMCZYSZAK,18 JAN 1986,POL,9,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1022
46,2:22.10,Vyacheslav SOKOLOV,15 DEC 1984,RUS,2f1,,Umea (SWE),16 AUG 2015,1022
48,2:22.11,Ali BEN EL HADJ,18 JAN 1990,TUN,8,,"Stade Raymond Petit, Tomblaine (FRA)",01 JUL 2015,1021
49,2:22.20,Andreas KRAMER,13 APR 1997,SWE,9f1,,Göteborg (SWE),05 SEP 2015,1019
50,2:22.44,Tumisang MONATLALA,31 OCT 1995,RSA,2,,Johannesburg (RSA),20 FEB 2015,1014
51,2:22.54,Staffan EK,13 NOV 1991,SWE,3f1,,Umea (SWE),16 AUG 2015,1012
52,2:22.62,Ali BEN EL HADJ,18 JAN 1990,TUN,6,,Montreuil-sous-Bois (FRA),09 JUN 2015,1010
53,2:22.77,Marius PROBST,20 AUG 1995,GER,1f1,,Dortmund (GER),13 MAY 2015,1007
54,2:22.81,Tlou SELOBA,08 MAY 1985,RSA,3,,Johannesburg (RSA),20 FEB 2015,1006
55,2:22.92,Jan FRIŠ,19 DEC 1995,CZE,10,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1004
56,2:23.03,Sören LUDOLPH,25 FEB 1988,GER,4f2,,Pliezhausen (GER),17 MAY 2015,1002
57,2:23.12,Christoph KESSLER,28 APR 1995,GER,5f2,,Pliezhausen (GER),17 MAY 2015,1000
58,2:23.16,Jakub ŠEVČÍK,09 SEP 1990,CZE,11,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,999
59,2:23.25,Andreas KRAMER,13 APR 1997,SWE,4f1,,Umea (SWE),16 AUG 2015,997
60,2:23.26,Youssef TAOUSSI,08 DEC 1994,ESP,5,,Barcelona (ESP),31 MAY 2015,997
61,2:23.32,Sebastian KARL,1991,GER,6f2,,Pliezhausen (GER),17 MAY 2015,996
62,2:23.33,Ondřej CHOUR,22 NOV 1987,CZE,1f4,,Andorf (AUT),15 AUG 2015,995
