Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:16.46,Filip INGEBRIGTSEN,20 APR 1993,NOR,1,,"Bislett Stadion, Oslo (NOR)",11 JUN 2020,1146
2,2:17.05,Filip SASÍNEK,08 JAN 1996,CZE,1,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",16 AUG 2020,1133
3,2:17.29,Ignacio FONTES,22 JUN 1998,ESP,2,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",16 AUG 2020,1127
4,2:17.30,Michał ROZMYS,13 MAR 1995,POL,3,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",16 AUG 2020,1127
5,2:17.60,Josh KERR,08 OCT 1997,GBR,1,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1120
6,2:18.15,Samuel PRAKEL,29 OCT 1994,USA,2,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1108
7,2:18.44,Ismael DEBJANI,25 SEP 1990,BEL,1,,"Boudewijnstadion, Bruxelles (BEL)",09 AUG 2020,1101
8,2:18.49,Vincent CIATTEI,21 JAN 1995,USA,3,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1100
9,2:18.55,Jake HEYWARD,26 APR 1999,GBR,4,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1099
10,2:19.81,Baptiste MISCHLER,23 NOV 1997,FRA,1f1,,"Meierwiesen Stadion, Wetzikon (SUI)",16 JUN 2020,1071
11,2:20.38,Jan FRIŠ,19 DEC 1995,CZE,1,,"Stadion Juliska, Praha (CZE)",23 JUN 2020,1059
12,2:22.23,Žan RUDOLF,09 MAY 1993,SLO,4,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",16 AUG 2020,1019
13,2:22.25,Dustin NADING,28 JAN 1997,USA,5,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1018
14,2:22.34,Azeddine HABZ,19 JUL 1993,FRA,1,,"Stade de Vernonnet, Vernon (FRA)",22 AUG 2020,1016
15,2:22.43,Damián VÍCH,14 AUG 1998,CZE,2,,"Stadion Juliska, Praha (CZE)",23 JUN 2020,1015
16,2:22.45,Guillaume LAURENT,17 JUN 1990,SUI,1,,"Stade Pierre de Coubertin, Lausanne (SUI)",30 AUG 2020,1014
