Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,19.63,+0.4,Xavier CARTER,08 DEC 1985,USA,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1279
2,19.65,0.0,Wallace SPEARMON,24 DEC 1984,USA,1,,Daegu (KOR),28 SEP 2006,1276
3,19.68,-0.1,Tyson GAY,09 AUG 1982,USA,1,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",10 SEP 2006,1271
4,19.88,+0.4,Usain BOLT,21 AUG 1986,JAM,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1239
5,19.90,+1.3,Asafa POWELL,23 NOV 1982,JAM,1,,Kingston (JAM),25 JUN 2006,1236
6,19.98,+0.3,Jordan VADEN,15 SEP 1978,USA,2,,"Indianapolis, IN (USA)",25 JUN 2006,1223
7,20.01,+1.6,Francis OBIKWELU,22 NOV 1978,POR,1,,"Ullevi Stadium, Göteborg (SWE)",10 AUG 2006,1218
8,20.10,+0.4,LaShawn MERRITT,27 JUN 1986,USA,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1204
9,20.14,+0.3,Rodney MARTIN,22 DEC 1982,USA,3,,"Indianapolis, IN (USA)",25 JUN 2006,1198
10,20.19,+1.2,Jeremy WARINER,31 JAN 1984,USA,2,,"Carson, CA (USA)",21 MAY 2006,1190
10,20.19,+1.5,Christopher WILLIAMS,15 MAR 1972,JAM,1,,Port-of-Spain (TTO),06 AUG 2006,1190
12,20.24,+0.3,Kelly WILLIE,07 SEP 1982,USA,4,,"Indianapolis, IN (USA)",25 JUN 2006,1182
13,20.25,+1.3,Walter DIX,31 JAN 1986,USA,1,,"Atlanta, GA (USA)",13 MAY 2006,1181
13,20.25,+0.5,Shingo SUETSUGU,02 JUN 1980,JPN,1,,Naimette-Xhovémont (BEL),19 JUL 2006,1181
15,20.27,+1.7,Churandy MARTINA,03 JUL 1984,AHO,1,,"El Paso, TX (USA)",15 APR 2006,1178
16,20.29,+1.8,Christian MALCOLM,03 JUN 1979,GBR,1,,"Estadio Ciudad de Málaga, Málaga (ESP)",29 JUN 2006,1175
17,20.31,+1.7,Chris BERRIAN,17 APR 1983,USA,2,,"Walnut, CA (USA)",15 APR 2006,1172
