Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,20.01,+0.8,Bernard WILLIAMS,19 JAN 1978,USA,1,,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1218
2,20.02,+0.8,Shawn CRAWFORD,14 JAN 1978,USA,2,,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1217
3,20.03,+0.6,Shingo SUETSUGU,02 JUN 1980,JPN,1,,Yokohama (JPN),07 JUN 2003,1215
3,20.03,+0.6,Darvis PATTON,04 DEC 1977,USA,1sf1,,"Stade de France, Paris-St-Denis (FRA)",28 AUG 2003,1215
5,20.04,0.0,Coby MILLER,19 OCT 1976,USA,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",01 JUL 2003,1214
5,20.04,-0.1,Justin GATLIN,10 FEB 1982,USA,1,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1214
7,20.05,0.0,Joshua J. JOHNSON,10 MAY 1976,USA,1,,Abuja (NGR),17 MAY 2003,1212
8,20.06,+0.7,Stéphan BUCKLAND,12 JAN 1977,MRI,1qf3,,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2003,1211
9,20.13,0.0,Usain BOLT,21 AUG 1986,JAM,1,,Bridgetown (BAR),20 JUL 2003,1200
10,20.15,-0.4,André Domingos DA SILVA,26 NOV 1972,BRA,1,,Cochabamba (BOL),11 MAY 2003,1198
11,20.16,0.0,Maurice GREENE,23 JUL 1974,USA,1,,"Walnut, CA (USA)",19 APR 2003,1195
12,20.17,+0.1,John CAPEL,27 OCT 1978,USA,2,,"Palo Alto, CA (USA)",22 JUN 2003,1193
13,20.20,-0.5,Sherwin VRIES,22 MAR 1980,NAM,2,,Pretoria (RSA),04 APR 2003,1192
14,20.23,+0.8,Frank FREDERICKS,02 OCT 1967,NAM,1,,Lille (FRA),15 JUN 2003,1184
15,20.24,-0.4,Cláudio Roberto SOUZA,14 OCT 1973,BRA,2,,Cochabamba (BOL),11 MAY 2003,1184
16,20.25,+0.1,Kenny BROKENBURR,29 OCT 1968,USA,4,,"Palo Alto, CA (USA)",22 JUN 2003,1181
16,20.25,+1.3,Christian MALCOLM,03 JUN 1979,GBR,1,,"Crystal Palace, London (GBR)",08 AUG 2003,1181
18,20.29,-0.6,Brendan CHRISTIAN,11 DEC 1983,ANT,1,,"Austin, TX (USA)",19 MAY 2003,1178
19,20.30,-0.4,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,3,,Cochabamba (BOL),11 MAY 2003,1175
19,20.30,0.0,Konstantinos KENTERIS,11 JUL 1973,GRE,1,,Trikala (GRE),24 JUN 2003,1173
21,20.32,+1.9,Jimmie HACKLEY,11 SEP 1975,USA,1,,"Tallahassee, FL (USA)",10 MAY 2003,1170
22,20.34,+0.8,Aziz ZAKARI,02 SEP 1976,GHA,2,,Lille (FRA),15 JUN 2003,1167
22,20.34,+0.7,Christopher LAMBERT,06 APR 1981,GBR,1,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUL 2003,1167
22,20.34,0.0,Darren CAMPBELL,12 SEP 1973,GBR,3sf2,,"Stade de France, Paris-St-Denis (FRA)",28 AUG 2003,1167
25,20.35,+0.8,Dominic DEMERITTE,22 FEB 1978,BAH,1,,"Mangueirão, Belém (BRA)",04 MAY 2003,1165
26,20.37,-0.5,Morne NAGEL,23 MAR 1978,RSA,4,,Pretoria (RSA),04 APR 2003,1165
26,20.37,-0.6,Leo BOOKMAN,30 JAN 1982,USA,2,,"Austin, TX (USA)",19 MAY 2003,1165
26,20.37,+2.0,Julian GOLDING,17 FEB 1975,GBR,1,,Birmingham (GBR),27 JUL 2003,1162
29,20.38,+0.6,Uchenna EMEDOLU,17 SEP 1976,NGR,2sf3,,Abuja (NGR),14 OCT 2003,1161
30,20.39,+0.7,Marcin JĘDRUSIŃSKI,28 AUG 1981,POL,2,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUL 2003,1159
31,20.40,+1.7,Erick L. WILSON,20 JAN 1982,USA,1,,"Overland Park, KS (USA)",26 APR 2003,1158
31,20.40,+0.2,Latonel WILLIAMS,03 JUN 1978,JAM,2,,Kingston (JAM),21 JUN 2003,1158
33,20.41,+1.7,Tobias UNGER,10 JUL 1979,GER,1,,Oberkirch (GER),01 JUN 2003,1156
33,20.41,+1.5,Francis OBIKWELU,22 NOV 1978,POR,1,,Velenje (SLO),22 JUN 2003,1156
33,20.41,+0.2,Fawzi Dahash AL SHAMMARI,13 FEB 1979,KUW,1,,Amman (JOR),09 SEP 2003,1156
36,20.42,-0.5,Alessandro CAVALLARO,22 FEB 1980,ITA,2h4,,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2003,1158
