Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7.04,,Natalya VINOGRADOVA,28 FEB 1973,BLR,1,,Minsk (BLR) (i),21 FEB 2001,1206
1,7.04,,Petya PENDAREVA,20 JAN 1971,BUL,1sf1,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1206
3,7.05,,Chandra STURRUP,12 SEP 1971,BAH,1,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1202
4,7.08,,Natalya IGNATOVA,03 JAN 1973,RUS,1h4,,Moskva (RUS) (i),16 JAN 2001,1192
4,7.08,,Marina KISLOVA,12 DEC 1978,RUS,1,,Samara (RUS) (i),01 FEB 2001,1192
6,7.09,,Anzhela KRAVCHENKO,25 JAN 1971,UKR,1,,Stuttgart (GER) (i),04 FEB 2001,1188
6,7.09,,Angela WILLIAMS,30 JAN 1980,USA,2,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1188
8,7.11,,Mercy NKU,17 JUL 1976,NGR,1,,Liévin (FRA) (i),25 FEB 2001,1182
9,7.12,,Chryste GAINES,14 SEP 1970,USA,3,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1178
9,7.12,,Merlene OTTEY,10 MAY 1960,JAM,1,,Madrid (ESP) (i),14 MAR 2001,1178
11,7.13,,Endurance OJOKOLO,29 SEP 1975,NGR,2sf1,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1175
12,7.15,,Karin MAYR-KRIFKA,04 JUN 1971,AUT,1,,Wien (AUT) (i),24 FEB 2001,1168
12,7.15,,Savatheda FYNES,17 OCT 1974,BAH,4,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1168
14,7.16,,Irina PUKHA,10 JAN 1973,UKR,2,,Moskva (RUS) (i),27 JAN 2001,1164
15,7.17,,Susanthika JAYASINGHE,17 DEC 1975,SRI,2,,Stuttgart (GER) (i),04 FEB 2001,1161
16,7.18,,Natalya MIKHAYLOVSKAYA,20 NOV 1975,RUS,2,,Samara (RUS) (i),01 FEB 2001,1158
