Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,6.96,,Mujinga KAMBUNDJI,17 JUN 1992,SUI,1,,"Štark Arena, Beograd (SRB) (i)",18 MAR 2022,1234
2,6.99,,Ewa SWOBODA,26 JUL 1997,POL,1,,"Arena, Toruń (POL) (i)",05 MAR 2022,1223
2,6.99,,Mikiah BRISCO,14 JUL 1996,USA,2,,"Štark Arena, Beograd (SRB) (i)",18 MAR 2022,1223
4,7.04,,Marybeth SANT-PRICE,06 APR 1995,USA,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",11 FEB 2022,1206
4,7.04,,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,2,,"Arena, Toruń (POL) (i)",22 FEB 2022,1206
4,7.04,,Julien ALFRED,10 JUN 2001,LCA,1h1,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",11 MAR 2022,1206
4,7.04,,Briana WILLIAMS,21 MAR 2002,JAM,5,,"Štark Arena, Beograd (SRB) (i)",18 MAR 2022,1206
4,7.04,,Shericka JACKSON,16 JUL 1994,JAM,6,,"Štark Arena, Beograd (SRB) (i)",18 MAR 2022,1206
9,7.09,,Jadyn MAYS,02 APR 2002,USA,2h1,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",11 MAR 2022,1188
9,7.09,,Melissa JEFFERSON,21 FEB 2001,USA,1,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",12 MAR 2022,1188
11,7.10,,Aleia HOBBS,24 FEB 1996,USA,1,,"LSU Carl Maddox Fieldhouse, Baton Rouge, LA (USA) (i)",14 JAN 2022,1185
11,7.10,,Kiara PARKER,28 OCT 1996,USA,1f1,,"Norton Sports Center, Louisville, KY (USA) (i)",12 FEB 2022,1185
11,7.10,,Kayla WHITE,14 SEP 1996,USA,3,,"The Podium, Spokane, WA (USA) (i)",27 FEB 2022,1185
