Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,6.98,,Julien ALFRED,10 JUN 2001,LCA,1,,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1227
1,6.98,,Ewa SWOBODA,26 JUL 1997,POL,1sf1,,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1227
3,7.02,,Zaynab DOSSO,12 SEP 1999,ITA,2,,"Arena, Toruń (POL) (i)",06 FEB 2024,1213
3,7.02,,Aleia HOBBS,24 FEB 1996,USA,1,,"Convention Center, Albuquerque, NM (USA) (i)",17 FEB 2024,1213
5,7.03,+0.6,Shashalee FORBES,10 MAY 1996,JAM,1f2,,"National Stadium, Kingston (JAM)",27 JAN 2024,1209
5,7.03,,Brianna LYSTON,24 MAY 2004,JAM,1,,"The Track at New Balance, Boston, MA (USA) (i)",09 MAR 2024,1209
7,7.06,,Mikiah BRISCO,14 JUL 1996,USA,2,,"Convention Center, Albuquerque, NM (USA) (i)",17 FEB 2024,1199
7,7.06,,Zoe HOBBS,11 SEP 1997,NZL,4,,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1199
9,7.07,,Kaila JACKSON,30 JUN 2004,USA,1h1,,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1195
9,7.07,,Jacious SEARS,14 AUG 2001,USA,1h2,,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1195
11,7.09,,Patrizia VAN DER WEKEN,12 NOV 1999,LUX,1,,"Coque Sport Center, Luxembourg (LUX) (i)",21 JAN 2024,1188
11,7.09,,Celera BARNES,02 DEC 1998,USA,3,,"Convention Center, Albuquerque, NM (USA) (i)",17 FEB 2024,1188
13,7.10,,Rosemary CHUKWUMA,05 DEC 2001,NGR,1,,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1185
13,7.10,,Tristan EVELYN,25 JAN 1998,BAR,1,,"Houston-Yeoman FH, Houston, TX (USA) (i)",09 FEB 2024,1185
15,7.11,+0.6,Briana WILLIAMS,21 MAR 2002,JAM,2f2,,"National Stadium, Kingston (JAM)",27 JAN 2024,1182
15,7.11,,Jadyn MAYS,02 APR 2002,USA,1f2,,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1182
17,7.12,,Tamara CLARK,09 JAN 1999,USA,4,,"Convention Center, Albuquerque, NM (USA) (i)",17 FEB 2024,1178
17,7.12,,Rani ROSIUS,25 APR 2000,BEL,1h4,,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1178
19,7.13,,Kristina MAKARENKO,28 FEB 1997,RUS,1,,"LFK CSKA, Moskva (RUS) (i)",23 FEB 2024,1175
20,7.15,,N'Ketia SEEDO,07 JUN 2003,NED,2,,"ISS Dome, Düsseldorf (GER) (i)",04 FEB 2024,1168
20,7.15,,Success UMUKORO,09 JAN 2001,NGR,2,,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1168
20,7.15,,Karolína MAŇASOVÁ,26 NOV 2003,CZE,1,,"Atletická hala, Ostrava (CZE) (i)",17 FEB 2024,1168
20,7.15,,Kiara PARKER,28 OCT 1996,USA,5,,"Convention Center, Albuquerque, NM (USA) (i)",17 FEB 2024,1168
20,7.15,,Géraldine FREY,19 JUN 1997,SUI,1h1,,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1168
20,7.15,,Gina Mariam BASS BITTAYE,03 MAY 1995,GAM,1h5,,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1168
26,7.16,,Destiny SMITH-BARNETT,26 JUL 1996,USA,3,,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2024,1164
26,7.16,+0.4,Jodean WILLIAMS,11 NOV 1993,JAM,1,,"GC Foster College, Spanish Town (JAM)",10 FEB 2024,1164
26,7.16,,Daryll NEITA,29 AUG 1996,GBR,2,,"AccorHotels Arena de Bercy, Paris (FRA) (i)",11 FEB 2024,1164
26,7.16,,Semira KILLEBREW,30 MAR 2001,USA,3h2,,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1164
30,7.17,,Orlann OLIERE,26 MAY 1991,FRA,2,,"Coque Sport Center, Luxembourg (LUX) (i)",21 JAN 2024,1161
30,7.17,,Alyssa COLBERT,28 FEB 2003,USA,1,,"Ahearn Field House, Manhattan, KS (USA) (i)",02 FEB 2024,1161
32,7.18,+0.6,Tia CLAYTON,17 AUG 2004,JAM,3f2,,"National Stadium, Kingston (JAM)",27 JAN 2024,1158
32,7.18,,Shawnti JACKSON,02 MAY 2005,USA,2sf2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",27 JAN 2024,1158
32,7.18,,Dennisha PAGE,,USA,1sf2,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",09 FEB 2024,1158
32,7.18,,Dajaz DEFRAND,16 OCT 2003,USA,1sf3,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",09 FEB 2024,1158
32,7.18,,Delphine NKANSA,21 SEP 2001,BEL,2h2,,"AccorHotels Arena de Bercy, Paris (FRA) (i)",11 FEB 2024,1158
32,7.18,,Christania WILLIAMS,17 OCT 1994,JAM,1h3,,"Atletska dvorana, Beograd (SRB) (i)",13 FEB 2024,1158
32,7.18,,Jaël BESTUÉ,24 SEP 2000,ESP,1sf1,,"Pistas Expourense, Ourense (ESP) (i)",17 FEB 2024,1158
32,7.18,,Grace STARK,06 MAY 2001,USA,3h1,,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1158
32,7.18,,Alexis BROWN,16 JUL 2004,USA,1,,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",09 MAR 2024,1158
41,7.19,,Magdalena STEFANOWICZ,21 SEP 2000,POL,1h1,,"Arena, Toruń (POL) (i)",17 FEB 2024,1154
41,7.19,,Nadine VISSER,09 FEB 1995,NED,1,,"Omnisport, Apeldoorn (NED) (i)",17 FEB 2024,1154
41,7.19,,Shenese WALKER,23 JAN 2003,JAM,5,,"The Track at New Balance, Boston, MA (USA) (i)",09 MAR 2024,1154
41,7.19,,Brianna SELBY,03 JAN 2006,USA,1,,"The Track at New Balance, Boston, MA (USA) (i)",10 MAR 2024,1154
45,7.20,,Leah BERTRAND,26 JUL 2002,TTO,1,,"Sports Performance Center, Lubbock, TX (USA) (i)",20 JAN 2024,1151
