Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,6.94,,Aleia HOBBS,24 FEB 1996,USA,1,,"Convention Center, Albuquerque, NM (USA) (i)",18 FEB 2023,1241
1,6.94,,Julien ALFRED,10 JUN 2001,LCA,1,,"Convention Center, Albuquerque, NM (USA) (i)",11 MAR 2023,1241
3,7.00,,Mujinga KAMBUNDJI,17 JUN 1992,SUI,1,,"Ataköy Arena, Istanbul (TUR) (i)",03 MAR 2023,1220
4,7.02,+2.0,Tina CLAYTON,17 AUG 2004,JAM,1f2,,"National Stadium, Kingston (JAM)",25 FEB 2023,1213
5,7.03,,Dina ASHER-SMITH,04 DEC 1995,GBR,1h2,,"Utilita Arena Birmingham, Birmingham (GBR) (i)",25 FEB 2023,1209
5,7.03,+2.0,Shashalee FORBES,10 MAY 1996,JAM,2f2,,"National Stadium, Kingston (JAM)",25 FEB 2023,1209
7,7.04,,Jacious SEARS,14 AUG 2001,USA,1h2,,"Convention Center, Albuquerque, NM (USA) (i)",10 MAR 2023,1206
8,7.05,,Daryll NEITA,29 AUG 1996,GBR,1,,"Mercedes-Benz Arena, Berlin (GER) (i)",10 FEB 2023,1202
9,7.07,,Samirah MOODY,08 NOV 2002,USA,1f2,,"Dempsey Indoor, Seattle, WA (USA) (i)",25 FEB 2023,1195
9,7.07,,Jadyn MAYS,02 APR 2002,USA,2h2,,"Convention Center, Albuquerque, NM (USA) (i)",10 MAR 2023,1195
9,7.07,,Kaila JACKSON,30 JUN 2004,USA,2h2,,"Convention Center, Albuquerque, NM (USA) (i)",10 MAR 2023,1195
12,7.08,,Tamari DAVIS,15 FEB 2003,USA,2,,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2023,1192
12,7.08,,Aminatou SEYNI,24 OCT 1996,NIG,1,,"Gallur, Madrid (ESP) (i)",22 FEB 2023,1192
14,7.09,,Ewa SWOBODA,26 JUL 1997,POL,2,,"Messehalle, Karlsruhe (GER) (i)",27 JAN 2023,1188
14,7.09,,Rosemary CHUKWUMA,05 DEC 2001,NGR,1,,"Sports Performance Center, Lubbock, TX (USA) (i)",27 JAN 2023,1188
