Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7.09,,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,,"Fayetteville, AR (USA) (i)",11 FEB 2005,1188
1,7.09,,Angela DAIGLE-BOWEN,28 MAY 1976,USA,1,,"Boston, MA (USA) (i)",27 FEB 2005,1188
3,7.10,,Christine ARRON,13 SEP 1973,FRA,1,,Liévin (FRA) (i),26 FEB 2005,1185
4,7.11,,Muna LEE,30 OCT 1981,USA,2,,"Boston, MA (USA) (i)",27 FEB 2005,1182
5,7.13,,Tayna LAWRENCE,17 SEP 1975,JAM,1,,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2005,1175
6,7.14,,Kim GEVAERT,05 AUG 1978,BEL,1h2,,Karlsruhe (GER) (i),13 FEB 2005,1171
6,7.14,,Georgia KOKLONI,07 MAY 1981,GRE,1h4,,"Palacio de Deportes, Madrid (ESP) (i)",04 MAR 2005,1171
8,7.15,,Yelena NEVMERZHITSKAYA,27 JUL 1980,BLR,1,,Minsk (BLR) (i),28 JAN 2005,1168
9,7.16,,Larisa KRUGLOVA,27 OCT 1972,RUS,1,,Samara (RUS) (i),02 FEB 2005,1164
10,7.17,,Irina KHABAROVA,18 MAR 1966,RUS,1,,Omsk (RUS) (i),24 DEC 2005,1161
11,7.18,,Me'Lisa BARBER,04 OCT 1980,USA,3,,"Boston, MA (USA) (i)",27 FEB 2005,1158
11,7.18,,Fana ASHBY,15 JUN 1981,TTO,1,,"Fayetteville, AR (USA) (i)",12 MAR 2005,1158
13,7.19,,Guzel KHUBBIEVA,02 MAY 1976,UZB,2,,Samara (RUS) (i),02 FEB 2005,1154
13,7.19,,Maria KARASTAMATI,10 DEC 1984,GRE,1sf1,,"Palacio de Deportes, Madrid (ESP) (i)",04 MAR 2005,1154
15,7.20,,Olga FYODOROVA,14 JUL 1983,RUS,1,,Yekaterinburg (RUS) (i),07 JAN 2005,1151
15,7.20,,Svetlana POSPELOVA,24 DEC 1979,RUS,1h1,,Volgograd (RUS) (i),15 JAN 2005,1151
15,7.20,,Jeanette KWAKYE,20 MAR 1983,GBR,1,,Loughborough (GBR) (i),15 JAN 2005,1151
18,7.21,,Mariya BOLIKOVA,23 MAY 1977,RUS,3h,,Samara (RUS) (i),02 FEB 2005,1147
18,7.21,,LaTasha COLANDER,23 AUG 1976,USA,3,,"Fayetteville, AR (USA) (i)",11 FEB 2005,1147
