Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,30:17.15,,Paula RADCLIFFE,17 DEC 1973,GBR,1,,Gateshead (GBR),27 JUN 2004,1232
2,30:24.36,,Huina XING,25 FEB 1984,CHN,1,,"Olympic Stadium, Athina (GRE)",27 AUG 2004,1225
3,30:24.98,,Ejegayehu DIBABA,21 MAR 1982,ETH,2,,"Olympic Stadium, Athina (GRE)",27 AUG 2004,1225
4,30:26.42,,Derartu TULU,21 MAR 1972,ETH,3,,"Olympic Stadium, Athina (GRE)",27 AUG 2004,1223
5,30:28.30,,Werknesh KIDANE,07 JAN 1981,ETH,4,,"Olympic Stadium, Athina (GRE)",27 AUG 2004,1222
6,30:31.92,,Lornah KIPLAGAT,01 MAY 1974,NED,5,,"Olympic Stadium, Athina (GRE)",27 AUG 2004,1218
7,30:54.37,,Yingjie SUN,19 JAN 1979,CHN,6,,"Olympic Stadium, Athina (GRE)",27 AUG 2004,1198
8,31:01.15,,Lidiya GRIGORYEVA,21 JAN 1974,RUS,1,,Tula (RUS),25 JUN 2004,1192
9,31:04.10,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,7,,"Olympic Stadium, Athina (GRE)",27 AUG 2004,1189
10,31:04.34,,Jane Gakunyi WANJIKU,14 JUN 1979,KEN,1,,Kobe (JPN),25 APR 2004,1189
11,31:04.49,,Derebe ALEMU,05 JUN 1983,ETH,1,,Keien (NED),03 JUL 2004,1189
12,31:05.68,,Kayoko FUKUSHI,25 MAR 1982,JPN,2,,Kobe (JPN),25 APR 2004,1188
13,31:05.90,,Lucy Kabuu WANGUI,24 MAR 1984,KEN,9,,"Olympic Stadium, Athina (GRE)",27 AUG 2004,1187
14,31:06.63,,Helena JAVORNIK,26 MAR 1966,SLO,10,,"Olympic Stadium, Athina (GRE)",27 AUG 2004,1187
15,31:07.58,,Alla ZHILYAYEVA,05 FEB 1969,RUS,2,,Tula (RUS),25 JUN 2004,1186
16,31:08.89,,Nataliya BERKUT,30 MAY 1975,UKR,,,Tula (RUS),25 JUN 2004,1185
17,31:09.65,,Deena KASTOR,14 FEB 1973,USA,1,,"Sacramento, CA (USA)",16 JUL 2004,1184
18,31:11.24,,Mihaela Maria BOTEZAN-PRUNDUS,21 NOV 1976,ROU,11,,"Olympic Stadium, Athina (GRE)",27 AUG 2004,1183
19,31:15.34,,Tomoko HADORI,28 MAY 1981,JPN,3,,Kobe (JPN),25 APR 2004,1179
20,31:18.72,,Sally BARSOSIO,21 MAR 1978,KEN,1,,"Palo Alto, CA (USA)",30 APR 2004,1176
21,31:21.03,,Mizuki NOGUCHI,03 JUL 1978,JPN,4,,Kobe (JPN),25 APR 2004,1174
22,31:23.35,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,,"Walnut, CA (USA)",17 APR 2004,1172
23,31:23.99,,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,1,,Utrecht (NED),18 JUN 2004,1171
24,31:25.46,,Eyerusalem KUMA,07 SEP 1981,ETH,2,,Utrecht (NED),18 JUN 2004,1170
25,31:28.78,,Marie DAVENPORT-MCMAHON,24 JAN 1975,IRL,2,,"Palo Alto, CA (USA)",30 APR 2004,1167
