Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,30:01.09,,Paula RADCLIFFE,17 DEC 1973,GBR,1,,"Olympiastadion, München (GER)",06 AUG 2002,1247
2,30:28.26,,Yingjie SUN,19 JAN 1979,CHN,1,,Busan (KOR),08 OCT 2002,1222
3,30:47.59,,Sonia O'SULLIVAN,28 NOV 1969,IRL,2,,"Olympiastadion, München (GER)",06 AUG 2002,1204
4,30:48.89,,Yoko SHIBUI,14 MAR 1979,JPN,1,,"Palo Alto, CA (USA)",03 MAY 2002,1203
5,30:50.32,,Deena KASTOR,14 FEB 1973,USA,2,,"Palo Alto, CA (USA)",03 MAY 2002,1201
6,30:51.81,,Kayoko FUKUSHI,25 MAR 1982,JPN,2,,Busan (KOR),08 OCT 2002,1200
7,31:04.00,,Lyudmila BIKTASHEVA,25 JUL 1974,RUS,3,,"Olympiastadion, München (GER)",06 AUG 2002,1189
8,31:13.96,,Mihaela Maria BOTEZAN-PRUNDUS,21 NOV 1976,ROU,4,,"Olympiastadion, München (GER)",06 AUG 2002,1180
9,31:17.72,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,5,,"Olympiastadion, München (GER)",06 AUG 2002,1177
10,31:27.83,,Salina Jebet KOSGEI,16 NOV 1976,KEN,1,,Manchester (GBR),30 JUL 2002,1168
11,31:32.04,,Susan CHEPKEMEI,25 JUN 1975,KEN,2,,Manchester (GBR),30 JUL 2002,1164
12,31:32.20,,Susie POWER,26 MAR 1975,AUS,3,,Manchester (GBR),30 JUL 2002,1164
13,31:40.80,,Fernanda RIBEIRO,23 JUN 1969,POR,2,,Camaiore (ITA),06 APR 2002,1156
14,31:41.16,,Jennifer RHINES,01 JUL 1974,USA,3,,"Palo Alto, CA (USA)",03 MAY 2002,1156
15,31:41.33,,Miwako YAMANAKA,24 MAY 1978,JPN,1,,Mito (JPN),06 MAY 2002,1156
16,31:42.58,,Huina XING,25 FEB 1984,CHN,3,,Busan (KOR),08 OCT 2002,1155
17,31:42.74,,Megumi TANAKA-OSHIMA,04 SEP 1975,JPN,1,,"Boston, MA (USA)",29 JUN 2002,1154
18,31:44.87,,Yoshiko ICHIKAWA,18 APR 1976,JPN,2,,Mito (JPN),06 MAY 2002,1152
19,31:45.85,,María Luisa LARRAGA,10 DEC 1970,ESP,3,,Camaiore (ITA),06 APR 2002,1152
20,31:46.31,,Kazue OGOSHI,02 MAR 1981,JPN,2,,"Boston, MA (USA)",29 JUN 2002,1151
21,31:47.82,,Olivera JEVTIĆ,24 JUL 1977,YUG,6,,"Olympiastadion, München (GER)",06 AUG 2002,1150
22,31:48.12,,Tomoko HADORI,28 MAY 1981,JPN,1,,Fukuchiyama (JPN),28 SEP 2002,1150
23,31:50.18,,Mizuki NOGUCHI,03 JUL 1978,JPN,3,,Fukuchiyama (JPN),28 SEP 2002,1148
24,31:52.65,,Takako KOTORIDA,02 APR 1977,JPN,4,,Busan (KOR),08 OCT 2002,1146
25,31:53.61,,Constantina DITA-TOMESCU,23 JAN 1970,ROU,7,,"Olympiastadion, München (GER)",06 AUG 2002,1145
26,31:54.24,,Ana DIAS,15 JAN 1974,POR,4,,Camaiore (ITA),06 APR 2002,1144
27,31:57.02,,Gunhild HALLE-HAUGEN,01 JUN 1972,NOR,8,,"Olympiastadion, München (GER)",06 AUG 2002,1142
28,31:58.39,,Liz YELLING,05 DEC 1974,GBR,4,,Manchester (GBR),30 JUL 2002,1140
29,31:59.29,,Marie DAVENPORT-MCMAHON,24 JAN 1975,IRL,4,,"Palo Alto, CA (USA)",03 MAY 2002,1140
30,31:59.32,,Camelia Alina TECUŢĂ-GHERASIM,10 NOV 1971,ROU,5,,Camaiore (ITA),06 APR 2002,1140
31,31:59.36,,Nami KUROSAWA,26 DEC 1978,JPN,5,,Fukuchiyama (JPN),28 SEP 2002,1140
32,32:00.55,,Sonja STOLIĆ,21 APR 1980,YUG,9,,"Olympiastadion, München (GER)",06 AUG 2002,1139
33,32:00.78,,Leah MALOT,07 JUN 1972,KEN,2,,Radés (TUN),09 AUG 2002,1138
34,32:04.27,,Yasuko HASHIMOTO,12 AUG 1975,JPN,6,,Fukuchiyama (JPN),28 SEP 2002,1135
35,32:06.70,,Kumi TANABE,02 APR 1981,JPN,2,,Amagasaki (JPN),12 MAY 2002,1133
36,32:08.03,,Rie MATSUOKA,09 MAR 1977,JPN,7,,Fukuchiyama (JPN),28 SEP 2002,1132
37,32:08.52,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,10,,"Olympiastadion, München (GER)",06 AUG 2002,1132
38,32:09.82,,Fatima MAAMA-YVELAIN,31 DEC 1969,FRA,1,,Braga (POR),28 JUN 2002,1130
39,32:10.26,,Merima HASHIM,1981,ETH,3,,"Boston, MA (USA)",29 JUN 2002,1130
40,32:10.75,,Akiko KAWASHIMA,05 AUG 1977,JPN,1,,Ludvika (SWE),27 JUN 2002,1130
41,32:11.52,,Galina ALEKSANDROVA,15 OCT 1975,RUS,11,,"Olympiastadion, München (GER)",06 AUG 2002,1129
42,32:12.66,,Maura VICECONTE,03 OCT 1967,ITA,12,,"Olympiastadion, München (GER)",06 AUG 2002,1128
43,32:12.93,,Nicole JEFFERSON-AISH,08 MAR 1976,USA,5,,"Palo Alto, CA (USA)",03 MAY 2002,1128
44,32:13.28,,Nataliya BERKUT,30 MAY 1975,UKR,1,,Donetsk (UKR),10 JUN 2002,1127
45,32:14.52,,Courtney BABCOCK,30 JUN 1972,CAN,1,,Burnaby (CAN),01 JUN 2002,1126
46,32:14.87,,Yelena BURYKINA,07 MAY 1972,RUS,3,,Cheboksary (RUS),11 JUL 2002,1126
47,32:15.09,,Milena GLUSAC,18 SEP 1975,USA,2,,"Palo Alto, CA (USA)",21 JUN 2002,1126
48,32:15.98,,Alena SAMOKHVALOVA,21 NOV 1980,RUS,4,,Cheboksary (RUS),11 JUL 2002,1125
49,32:17.26,,Tatyana ARYASOVA,02 APR 1979,RUS,5,,Cheboksary (RUS),11 JUL 2002,1124
50,32:17.49,,Katie MCGREGOR,02 SEP 1977,USA,3,,"Palo Alto, CA (USA)",21 JUN 2002,1124
51,32:18.03,,Anne KEENAN-BUCKLEY,07 JAN 1962,IRL,6,,Camaiore (ITA),06 APR 2002,1123
52,32:18.18,,Haruko OKAMOTO,19 AUG 1974,JPN,4,,Kobe (JPN),28 APR 2002,1123
53,32:18.19,,Adriana FERNÁNDEZ MIRANDA,04 APR 1971,MEX,2,,Burnaby (CAN),01 JUN 2002,1123
54,32:18.36,,Yuko KAWAKAMI,01 AUG 1975,JPN,5,,Kobe (JPN),28 APR 2002,1123
55,32:18.62,,Chrysostomia IAKOVOU,09 APR 1971,GRE,13,,"Olympiastadion, München (GER)",06 AUG 2002,1123
56,32:18.82,,Kimberly FITCHEN-YOUNG,03 SEP 1968,USA,1,,"Palo Alto, CA (USA)",29 MAR 2002,1123
57,32:21.60,,Eyerusalem KUMA,07 SEP 1981,ETH,3,,Radés (TUN),09 AUG 2002,1120
58,32:22.61,,Anikó KÁLOVICS,13 MAY 1977,HUN,14,,"Olympiastadion, München (GER)",06 AUG 2002,1119
59,32:23.66,,Fumi MURATA,13 MAR 1975,JPN,8,,Fukuchiyama (JPN),28 SEP 2002,1118
60,32:25.74,,Asha GIGI,15 OCT 1973,ETH,4,,Radés (TUN),09 AUG 2002,1116
61,32:26.21,,Alevtina IVANOVA,22 MAY 1975,RUS,6,,Cheboksary (RUS),11 JUL 2002,1116
62,32:26.37,,Olga KOZEL,25 MAR 1970,UKR,2,,Donetsk (UKR),10 JUN 2002,1116
63,32:26.44,,Helena SAMPAIO,09 OCT 1973,POR,1,,Maia (POR),02 JUL 2002,1116
64,32:27.79,,Yuko MANABE,08 FEB 1979,JPN,9,,Fukuchiyama (JPN),28 SEP 2002,1115
65,32:27.81,,Rodica Daniela MOROIANU,18 NOV 1970,FRA,8,,Camaiore (ITA),06 APR 2002,1115
66,32:28.45,,Takami OMINAMI,15 NOV 1975,JPN,10,,Fukuchiyama (JPN),28 SEP 2002,1114
67,32:28.64,,Yuri KANO,27 OCT 1978,JPN,11,,Fukuchiyama (JPN),28 SEP 2002,1114
68,32:29.73,,Hayley YELLING,03 JAN 1974,GBR,5,,Manchester (GBR),30 JUL 2002,1113
69,32:29.94,,Mónica ROSA,05 MAY 1978,POR,1,,Barakaldo (ESP),13 JUL 2002,1113
70,32:30.38,,Catherine NDEREBA,21 JUL 1972,KEN,4,,Mito (JPN),06 MAY 2002,1112
71,32:30.48,,Luminiţa MOANGA-TALPOŞ,09 OCT 1972,ROU,16,,"Olympiastadion, München (GER)",06 AUG 2002,1112
72,32:30.68,,Margarita TAPIA,16 NOV 1976,MEX,1,,"Walnut, CA (USA)",19 APR 2002,1112
73,32:30.74,,Yoko MANABE,08 FEB 1979,JPN,7,,Kobe (JPN),28 APR 2002,1112
74,32:31.59,,Yumiko HARA,09 JAN 1982,JPN,13,,Fukuchiyama (JPN),28 SEP 2002,1111
75,32:31.67,,Miwa KIRIHARA,03 AUG 1982,JPN,14,,Fukuchiyama (JPN),28 SEP 2002,1111
76,32:32.36,,Rosemary RYAN,08 NOV 1975,IRL,9,,Camaiore (ITA),06 APR 2002,1111
77,32:32.84,,Hafida GADI,14 JUL 1974,FRA,2,,Barakaldo (ESP),13 JUL 2002,1110
78,32:33.05,,Miki OYAMA,22 OCT 1979,JPN,15,,Fukuchiyama (JPN),28 SEP 2002,1110
79,32:33.33,,Makiko KAWASHIMA,05 AUG 1977,JPN,9,,Kobe (JPN),28 APR 2002,1110
80,32:33.90,,Kayo FUSHIMI,11 NOV 1975,JPN,16,,Fukuchiyama (JPN),28 SEP 2002,1109
81,32:34.69,,ke WANG,,CHN,1,,Nanjing (CHN),24 OCT 2002,1109
82,32:34.71,,Ruth WANJIRU,11 SEP 1981,KEN,17,,Fukuchiyama (JPN),28 SEP 2002,1109
83,32:35.77,,Yukiko OKAMOTO,29 NOV 1974,JPN,10,,Kobe (JPN),28 APR 2002,1108
84,32:36.15,,Elana MEYER,10 OCT 1966,RSA,3,,Manchester (GBR),16 JUN 2002,1107
85,32:36.25,,Gloria MARCONI,31 MAR 1968,ITA,10,,Camaiore (ITA),06 APR 2002,1107
86,32:36.91,,Rachel SAUDER-KINSMAN,16 MAR 1974,USA,7,,"Palo Alto, CA (USA)",03 MAY 2002,1107
87,32:36.93,,Maria GUIDA,23 JAN 1966,ITA,2,,Valmontone (ITA),09 JUN 2002,1107
88,32:37.93,,Maya NISHIO,19 DEC 1978,JPN,18,,Fukuchiyama (JPN),28 SEP 2002,1106
89,32:37.97,,Mikie TAKANAKA,06 OCT 1980,JPN,8,,Kanazawa (JPN),07 JUN 2002,1106
90,32:39.88,,Maggie Man Yee CHAN,28 OCT 1975,HKG,2,,"Walnut, CA (USA)",19 APR 2002,1104
91,32:40.09,,Melanie SCHULZ,27 AUG 1979,GER,1,,Dessau (GER),11 MAY 2002,1104
92,32:40.41,,Naomi SAKASHITA,25 MAY 1975,JPN,19,,Fukuchiyama (JPN),28 SEP 2002,1104
93,32:42.35,,Akane OTSUKA,23 OCT 1976,JPN,20,,Fukuchiyama (JPN),28 SEP 2002,1102
