Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,31:04.52,,Meselech MELKAMU,19 APR 1985,ETH,1,,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010,1189
2,31:06.29,,Pauline Chemning KORIKWIANG,01 MAR 1988,KEN,2,,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010,1187
3,31:10.23,,Elvan ABEYLEGESSE,11 SEP 1982,TUR,1,,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1183
4,31:13.58,,Inês MONTEIRO,18 MAY 1980,POR,1,,Marseille (FRA),05 JUN 2010,1180
5,31:18.07,,Lisa UHL,31 AUG 1987,USA,1f1,,"Palo Alto, CA (USA)",26 MAR 2010,1176
6,31:19.15,,Jessica AUGUSTO,08 NOV 1981,POR,3,,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010,1175
7,31:23.86,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,2,,Marseille (FRA),05 JUN 2010,1171
8,31:26.55,,Sara MOREIRA,17 OCT 1985,POR,3,,Marseille (FRA),05 JUN 2010,1169
9,31:29.03,,Kayoko FUKUSHI,25 MAR 1982,JPN,1,,Kobe (JPN),25 APR 2010,1167
10,31:30.92,,Hikari YOSHIMOTO,14 JAN 1990,JPN,2,,Kobe (JPN),25 APR 2010,1165
11,31:36.90,,Hilde KIBET,27 MAR 1981,NED,3,,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1160
12,31:37.07,,Doricah OBARE,10 JAN 1990,KEN,3,,Kobe (JPN),25 APR 2010,1159
13,31:38.71,,Ryoko KIZAKI,21 JUN 1985,JPN,1f1,,Abashiri (JPN),17 JUL 2010,1158
14,31:44.93,,Kayo SUGIHARA,24 FEB 1983,JPN,1,,Niigata (JPN),11 OCT 2010,1152
15,31:46.47,,Krisztina PAPP,17 DEC 1982,HUN,2f1,,"Palo Alto, CA (USA)",26 MAR 2010,1151
16,31:48.59,,Molly HUDDLE,31 AUG 1984,USA,1,,"Palo Alto, CA (USA)",01 MAY 2010,1149
17,31:50.47,,Preeja SREEDHARAN,13 MAR 1982,IND,1,,Guangzhou (CHN),21 NOV 2010,1148
18,31:51.39,,Tirunesh DIBABA,01 OCT 1985,ETH,1,,"Nyayo National Stadium, Nairobi (KEN)",31 JUL 2010,1147
19,31:51.44,,Kavita TUNGAR,05 MAY 1985,IND,2,,Guangzhou (CHN),21 NOV 2010,1147
20,31:51.91,,Joanne PAVEY,20 SEP 1973,GBR,1,,Birmingham (GBR),26 JUN 2010,1146
21,31:53.22,,Remi NAKASATO,24 JUN 1988,JPN,2,,Niigata (JPN),11 OCT 2010,1145
22,31:53.27,,Shitaye ESHETE,21 MAY 1990,BRN,3,,Guangzhou (CHN),21 NOV 2010,1145
23,31:54.16,,Rosa María MORATÓ,19 JUN 1979,ESP,1,,Manresa (ESP),13 MAR 2010,1144
24,31:54.64,,Gemma BARRACHINA FERNANDEZ,10 APR 1986,ESP,2,,Manresa (ESP),13 MAR 2010,1144
25,31:55.53,,Meryem ERDOGAN,24 APR 1990,TUR,4,,Marseille (FRA),05 JUN 2010,1143
26,31:59.36,,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",31 JUL 2010,1140
27,32:02.04,,Christelle DAUNAY,05 DEC 1974,FRA,5,,Marseille (FRA),05 JUN 2010,1137
28,32:06.45,,Amy YODER BEGLEY,11 JAN 1978,USA,1,,"Drake Stadium, Des Moines, IA (USA)",24 JUN 2010,1133
29,32:06.85,,Desiree DAVILA,26 JUL 1983,USA,2,,"Palo Alto, CA (USA)",01 MAY 2010,1133
30,32:08.32,,Eloise WELLINGS,09 NOV 1982,AUS,1,,Melbourne (AUS),09 DEC 2010,1132
31,32:09.01,,Hiroko MIYAUCHI,19 JUN 1983,JPN,1,,Fugokawa (JPN),17 JUN 2010,1131
32,32:14.43,,Mai ITO,23 MAY 1984,JPN,3,,Niigata (JPN),11 OCT 2010,1126
33,32:15.63,,Mari OZAKI,16 JUL 1975,JPN,4,,Niigata (JPN),11 OCT 2010,1125
34,32:16.34,,Viktoriya POLYUDINA,29 JUN 1989,KGZ,6,,Guangzhou (CHN),21 NOV 2010,1125
35,32:17.74,,Aberu KEBEDE,12 SEP 1986,ETH,1,,"Meteor, Zhukovskiy (RUS)",26 JUN 2010,1123
36,32:18.90,,Noriko MATSUOKA,02 MAY 1979,JPN,5,,Kobe (JPN),25 APR 2010,1122
37,32:20.47,,Zakia Mrisho MOHAMED,19 FEB 1984,TAN,2,,"Meteor, Zhukovskiy (RUS)",26 JUN 2010,1121
38,32:21.29,,Tejitu DABA,20 AUG 1991,BRN,7,,Guangzhou (CHN),21 NOV 2010,1120
39,32:22.93,,Yuka TAKASHIMA,12 MAY 1988,JPN,1f1,,Niigata (JPN),24 SEP 2010,1119
40,32:23.44,,Freya MURRAY,20 SEP 1983,GBR,6,,Marseille (FRA),05 JUN 2010,1118
41,32:24.09,,Yelena SOKOLOVA,27 DEC 1979,RUS,3,,"Meteor, Zhukovskiy (RUS)",26 JUN 2010,1118
42,32:24.46,,Kaori URATA,18 SEP 1985,JPN,2f1,,Niigata (JPN),24 SEP 2010,1118
43,32:25.61,,Fernanda RIBEIRO,23 JUN 1969,POR,7,,Marseille (FRA),05 JUN 2010,1117
44,32:26.25,,Yukiko AKABA,18 OCT 1979,JPN,4f2,,Niigata (JPN),24 SEP 2010,1116
45,32:28.77,,Amy CRAGG,21 JAN 1984,USA,3,,"Palo Alto, CA (USA)",01 MAY 2010,1114
46,32:29.07,,Boru Feyse TADESE,19 NOV 1988,ETH,4,,"Meteor, Zhukovskiy (RUS)",26 JUN 2010,1114
47,32:29.24,,Philomena CHEYECH,05 JUL 1982,KEN,1,,Miyoshi (JPN),15 MAY 2010,1113
48,32:29.46,,Doris Chepkwemoi CHANGEYWO,12 DEC 1984,KEN,3,,Nairobi (KEN),25 JUN 2010,1113
49,32:29.92,,Wude AYALEW,04 JUL 1987,ETH,4,,"Nyayo National Stadium, Nairobi (KEN)",31 JUL 2010,1113
50,32:29.99,,Lineth CHEPKURUI,23 FEB 1987,KEN,4,,Nairobi (KEN),25 JUN 2010,1113
51,32:30.84,,Katie MCGREGOR,02 SEP 1977,USA,4,,"Palo Alto, CA (USA)",01 MAY 2010,1112
52,32:31.33,,Andrea WALKONEN,25 SEP 1986,USA,3f1,,"Palo Alto, CA (USA)",26 MAR 2010,1112
53,32:32.02,,Lara TAMSETT,12 OCT 1988,AUS,2,,Melbourne (AUS),09 DEC 2010,1111
54,32:32.72,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,5,,Nairobi (KEN),25 JUN 2010,1110
55,32:33.41,,Anikó KÁLOVICS,13 MAY 1977,HUN,1,,Budapest (HUN),09 MAY 2010,1110
56,32:33.99,,Shino SAITO,07 SEP 1988,JPN,6,,Kobe (JPN),25 APR 2010,1109
57,32:34.09,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,5,,"Meteor, Zhukovskiy (RUS)",26 JUN 2010,1109
58,32:34.11,,Grace MOMANYI,13 FEB 1981,KEN,1,,New Delhi (IND),08 OCT 2010,1109
59,32:34.46,,Ilse POL,27 JUN 1982,NED,4f1,,"Palo Alto, CA (USA)",26 MAR 2010,1109
60,32:34.95,,Megan HOGAN,10 FEB 1988,USA,5f1,,"Palo Alto, CA (USA)",26 MAR 2010,1108
