Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,29:01.03,Letesenbet GIDEY,20 MAR 1998,ETH,1,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2021,1303
2,29:06.82,Sifan HASSAN,01 JAN 1993,NED,1,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1297
3,29:39.42,Gudaf TSEGAY,23 JUN 1997,ETH,1,,"Estádio José Vieira de Carvalho, Maia (POR)",08 MAY 2021,1267
4,29:50.77,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,2,,"Estádio José Vieira de Carvalho, Maia (POR)",08 MAY 2021,1256
5,29:55.32,Sifan HASSAN,01 JAN 1993,NED,1,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1252
6,29:56.18,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,2,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1251
7,30:01.72,Letesenbet GIDEY,20 MAR 1998,ETH,3,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1246
8,30:06.01,Tsigie GEBRESELAMA,30 SEP 2000,ETH,2,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2021,1242
9,30:19.29,Tsehay GEMECHU,12 DEC 1998,ETH,3,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2021,1230
10,30:20.77,Yalemzerf YEHUALAW,03 AUG 1999,ETH,4,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2021,1228
11,30:24.27,Hellen OBIRI,13 DEC 1989,KEN,4,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1225
12,30:37.24,Irine Jepchumba KIMAIS,10 OCT 1998,KEN,2,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1213
13,30:37.31,Daisy CHEROTICH,30 MAY 1997,KEN,3,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1213
14,30:41.93,Francine NIYONSABA,05 MAY 1993,BDI,5,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1209
15,30:44.00,Irine Chepet CHEPTAI,04 FEB 1992,KEN,6,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1207
16,30:45.21,Seira FUWA,25 MAR 2003,JPN,1,,"Municipal Nishikyogoku Stadium, Kyoto (JPN)",11 DEC 2021,1206
17,30:45.81,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1206
18,30:46.51,Joan Chelimo MELLY,10 NOV 1990,KEN,2,,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1205
19,30:47.42,Elise CRANNY,09 MAY 1996,USA,1,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",20 FEB 2021,1204
20,30:47.99,Karissa SCHWEIZER,04 MAY 1996,USA,2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",20 FEB 2021,1204
21,30:49.23,Eva CHERONO,15 AUG 1996,KEN,3,,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1202
22,30:50.84,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,1,,"Bislett Stadion, Oslo (NOR)",08 MAY 2021,1201
23,30:51.39,Irine Chepet CHEPTAI,04 FEB 1992,KEN,4,,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1200
24,30:53.60,Hellen OBIRI,13 DEC 1989,KEN,1,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",19 JUN 2021,1198
25,30:54.46,Daisy CHEROTICH,30 MAY 1997,KEN,5,,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1198
26,30:55.90,Dorcas Jepchumba KIMELI,05 JUL 1997,KEN,6,,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1196
27,30:58.94,Eilish MCCOLGAN,25 NOV 1990,GBR,3,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",20 FEB 2021,1194
28,30:59.01,Joyce Chepkemoi TELE,03 MAY 1995,KEN,4,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1194
29,31:00.71,Ririka HIRONAKA,24 NOV 2000,JPN,7,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1192
30,31:01.54,Bosena MULATIE,21 NOV 2001,ETH,5,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2021,1191
31,31:01.71,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,,"St. Michael's HS, Austin, TX (USA)",27 FEB 2021,1191
32,31:01.97,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,8,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1191
33,31:03.82,Emily SISSON,12 OCT 1991,USA,1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1189
34,31:04.46,Eilish MCCOLGAN,25 NOV 1990,GBR,9,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1189
35,31:06.86,Irine Chepet CHEPTAI,04 FEB 1992,KEN,2,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",19 JUN 2021,1187
36,31:08.05,Meraf BAHTA,24 JUN 1989,SWE,7,,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1185
37,31:08.51,Francine NIYONSABA,05 MAY 1993,BDI,6,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2021,1185
38,31:08.57,Emily INFELD,21 MAR 1990,USA,4,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",20 FEB 2021,1185
39,31:09.42,Vibian CHEPKURUI,05 JUN 1994,KEN,8,,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1184
40,31:09.56,Sutume Asefa KEBEDE,11 DEC 1994,ETH,7,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2021,1184
41,31:09.58,Emily SISSON,12 OCT 1991,USA,10,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1184
42,31:10.02,Rino GOSHIMA,29 OCT 1997,JPN,1,,"Takebishi Stadium, Kyoto (JPN)",10 DEC 2021,1184
43,31:10.05,Yasemin CAN,11 DEC 1996,TUR,11,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1184
44,31:10.20,Fancy CHEMUTAI,20 MAR 1995,KEN,9,,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1183
45,31:10.27,Sheila CHELANGAT,11 APR 1998,KEN,3,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",19 JUN 2021,1183
46,31:11.09,Violah CHEPTOO,01 MAR 1989,KEN,10,,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1183
47,31:11.11,Nancy JELAGAT,1986,KEN,4,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",19 JUN 2021,1183
48,31:11.12,Sarah LAHTI,18 FEB 1995,SWE,11,,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1183
49,31:11.75,Ririka HIRONAKA,24 NOV 2000,JPN,1,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2021,1182
50,31:12.86,Dolshi TESFU,17 JUN 1999,ERI,8,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2021,1181
51,31:13.04,Gloria KITE,10 JAN 1998,KEN,5,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1181
52,31:13.94,Andrea SECCAFIEN,27 AUG 1990,CAN,1,,"Irvine, CA (USA)",14 MAY 2021,1180
53,31:15.05,Mercyline CHELANGAT,17 DEC 1997,UGA,6,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1179
54,31:16.52,Karissa SCHWEIZER,04 MAY 1996,USA,2,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1178
55,31:18.18,Yuka ANDO,16 MAR 1994,JPN,2,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2021,1176
56,31:18.55,Alicia MONSON,13 MAY 1998,USA,3,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1176
57,31:19.35,Eilish MCCOLGAN,25 NOV 1990,GBR,1f1,,"Birmingham University Athletics Track, Birmingham (GBR)",05 JUN 2021,1175
58,31:19.50,Selamawit TEFERI,24 MAR 1994,ISR,2f1,,"Birmingham University Athletics Track, Birmingham (GBR)",05 JUN 2021,1175
59,31:19.89,Dominique SCOTT,24 JUN 1992,RSA,7,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1175
60,31:19.96,Karissa SCHWEIZER,04 MAY 1996,USA,12,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1175
