Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,30:41.85,Pauline KAMULU,30 DEC 1994,KEN,1f1,,Fukagawa (JPN),11 JUL 2018,1209
2,30:56.94,Pauline KAMULU,30 DEC 1994,KEN,1f2,,Osaka (JPN),21 SEP 2018,1195
3,31:16.48,Minami YAMANOUCHI,21 DEC 1992,JPN,1f2,,Yamaguchi (JPN),08 DEC 2018,1178
4,31:17.28,Grace Mbuthye KIMANZI,01 MAR 1992,KEN,2f2,,Yamaguchi (JPN),08 DEC 2018,1177
5,31:28.20,Harumi OKAMOTO,07 FEB 1998,JPN,3f2,,Yamaguchi (JPN),08 DEC 2018,1167
6,31:28.81,Rina NABESHIMA,16 DEC 1993,JPN,4f2,,Yamaguchi (JPN),08 DEC 2018,1167
7,31:32.50,Hitomi NIIYA,26 FEB 1988,JPN,1,,Melbourne (AUS),13 DEC 2018,1163
8,31:33.03,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1f1,,London (GBR),19 MAY 2018,1163
9,31:38.4h,Mercyline CHELANGAT,17 DEC 1997,UGA,1,,Kampala (UGA),03 MAR 2018,1158
10,31:39.0h,Stella CHESANG,01 DEC 1996,UGA,2,,Kampala (UGA),03 MAR 2018,1158
11,31:39.63,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,,Tel Aviv (ISR),26 APR 2018,1157
12,31:41.47,Gloria KITE,10 JAN 1998,KEN,1,,Maia (POR),02 JUN 2018,1156
13,31:43.12,Ancuţa BOBOCEL,03 OCT 1987,ROU,2f1,,London (GBR),19 MAY 2018,1154
14,31:43.29,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,,"Olympiastadion, Berlin (GER)",08 AUG 2018,1154
15,31:44.13,Shiori YANO,11 FEB 1995,JPN,5f2,,Yamaguchi (JPN),08 DEC 2018,1153
16,31:45.30,Stella CHESANG,01 DEC 1996,UGA,1,,Gold Coast (AUS),09 APR 2018,1152
17,31:45.32,Gete ALEMAYEHU,27 AUG 1998,ETH,2,,Maia (POR),02 JUN 2018,1152
18,31:46.36,Stacey Chepkemboi NDIWA,06 DEC 1992,KEN,2,,Gold Coast (AUS),09 APR 2018,1151
19,31:48.41,Mercyline CHELANGAT,17 DEC 1997,UGA,3,,Gold Coast (AUS),09 APR 2018,1149
