Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,30:17.62,Sifan HASSAN,01 JAN 1993,NED,1,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1231
2,30:21.23,Letesenbet GIDEY,20 MAR 1998,ETH,2,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1228
3,30:25.20,Agnes Jebet TIROP,23 OCT 1995,KEN,3,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1224
4,30:35.75,Rosemary WANJIRU,09 DEC 1994,KEN,4,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1215
5,30:35.82,Hellen OBIRI,13 DEC 1989,KEN,5,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1215
6,30:37.89,Letesenbet GIDEY,20 MAR 1998,ETH,1,,Hengelo (NED),17 JUL 2019,1213
7,30:40.85,Netsanet GUDETA,12 FEB 1991,ETH,2,,Hengelo (NED),17 JUL 2019,1210
8,30:44.23,Senbere TEFERI,03 MAY 1995,ETH,6,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1207
9,30:45.14,Senbere TEFERI,03 MAY 1995,ETH,3,,Hengelo (NED),17 JUL 2019,1206
10,30:46.24,Zeineba YIMER,17 JUN 1998,ETH,4,,Hengelo (NED),17 JUL 2019,1205
11,30:49.57,Emily SISSON,12 OCT 1991,USA,1,,"Palo Alto, CA (USA)",29 MAR 2019,1202
12,30:51.86,Dera DIDA,26 OCT 1996,ETH,5,,Hengelo (NED),17 JUL 2019,1200
13,30:53.11,Tsehay GEMECHU,12 DEC 1998,ETH,6,,Hengelo (NED),17 JUL 2019,1199
14,30:53.32,Gete ALEMAYEHU,27 AUG 1998,ETH,7,,Hengelo (NED),17 JUL 2019,1199
15,30:53.53,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,8,,Hengelo (NED),17 JUL 2019,1199
16,30:57.54,Tsigie GEBRESELAMA,30 SEP 2000,ETH,9,,Hengelo (NED),17 JUL 2019,1195
17,30:58.46,Molly HUDDLE,31 AUG 1984,USA,2,,"Palo Alto, CA (USA)",29 MAR 2019,1194
18,30:59.20,Yasemin CAN,11 DEC 1996,TUR,10,,Hengelo (NED),17 JUL 2019,1193
19,31:03.32,Degitu AZIMERAW,24 JAN 1999,ETH,11,,Hengelo (NED),17 JUL 2019,1190
20,31:05.40,Susan KRUMINS,08 JUL 1986,NED,7,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1188
21,31:05.71,Marielle HALL,28 JAN 1992,USA,8,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1188
22,31:07.24,Molly HUDDLE,31 AUG 1984,USA,9,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1186
23,31:08.13,Stephanie TWELL,17 AUG 1989,GBR,1f1,,London (GBR),06 JUL 2019,1185
24,31:11.79,Rosemary WANJIRU,09 DEC 1994,KEN,1,,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2019,1182
25,31:12.56,Emily SISSON,12 OCT 1991,USA,10,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1181
26,31:12.99,Hitomi NIIYA,26 FEB 1988,JPN,11,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1181
27,31:13.21,Camille BUSCOMB,11 JUL 1990,NZL,12,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1181
28,31:15.62,Shitaye ESHETE,21 MAY 1990,BRN,1,,Doha (QAT),23 APR 2019,1179
29,31:15.78,Lonah Chemtai SALPETER,12 DEC 1988,ISR,2f1,,London (GBR),06 JUL 2019,1178
30,31:16.76,Eilish MCCOLGAN,25 NOV 1990,GBR,3f1,,London (GBR),06 JUL 2019,1178
31,31:18.12,Sifan HASSAN,01 JAN 1993,NED,1,,"Palo Alto, CA (USA)",02 MAY 2019,1176
32,31:18.89,Ellie PASHLEY,10 DEC 1988,AUS,13,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1176
33,31:19.87,Alina REH,23 MAY 1997,GER,1,,Essen (GER),08 JUN 2019,1175
34,31:22.63,Hitomi NIIYA,26 FEB 1988,JPN,2,,Doha (QAT),23 APR 2019,1172
35,31:23.81,Susan KRUMINS,08 JUL 1986,NED,2,,"Palo Alto, CA (USA)",02 MAY 2019,1171
36,31:25.00,Agnes Jebet TIROP,23 OCT 1995,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019,1170
37,31:25.38,Hellen OBIRI,13 DEC 1989,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019,1170
38,31:25.49,Sinead DIVER,17 FEB 1977,AUS,14,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1170
