Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,30:49.68,Gelete BURKA,23 JAN 1986,ETH,1,,Hengelo (NED),17 JUN 2015,1202
2,30:50.83,Alemitu HAROYE,09 MAY 1995,ETH,2,,Hengelo (NED),17 JUN 2015,1201
3,30:53.69,Belaynesh OLJIRA,26 JUN 1990,ETH,3,,Hengelo (NED),17 JUN 2015,1198
4,30:55.56,Mamitu DASKA,16 OCT 1983,ETH,4,,Hengelo (NED),17 JUN 2015,1197
5,30:58.03,Wude AYALEW,04 JUL 1987,ETH,5,,Hengelo (NED),17 JUN 2015,1194
6,31:06.53,Netsanet GUDETA,12 FEB 1991,ETH,6,,Hengelo (NED),17 JUN 2015,1187
7,31:08.16,Gelete BURKA,23 JAN 1986,ETH,1f1,,"Palo Alto, CA (USA)",03 APR 2015,1185
8,31:08.82,Genet YALEW,31 DEC 1992,ETH,7,,Hengelo (NED),17 JUN 2015,1185
9,31:09.02,Shalane FLANAGAN,08 JUL 1981,USA,2f1,,"Palo Alto, CA (USA)",03 APR 2015,1185
10,31:12.93,Sara MOREIRA,17 OCT 1985,POR,1,,Huelva (ESP),11 APR 2015,1181
11,31:13.29,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,,Bruxelles (BEL),05 JUL 2015,1181
12,31:23.60,Ababel YESHANEH,22 JUL 1991,ETH,8,,Hengelo (NED),17 JUN 2015,1171
13,31:24.18,Alice Aprot NAWOWUNA,02 JAN 1994,KEN,1,,Brazzaville (CGO),16 SEP 2015,1171
14,31:31.97,Susan KUIJKEN,08 JUL 1986,NED,1f1,,"Palo Alto, CA (USA)",02 MAY 2015,1164
15,31:33.27,Buze DIRIBA,09 FEB 1994,ETH,2f1,,"Palo Alto, CA (USA)",02 MAY 2015,1163
16,31:34.17,Dulce FÉLIX,23 OCT 1982,POR,2,,Huelva (ESP),11 APR 2015,1162
17,31:35.48,Jip VASTENBURG,21 MAR 1994,NED,3f1,,"Palo Alto, CA (USA)",02 MAY 2015,1161
18,31:36.87,Gladys CHESIR,20 FEB 1993,KEN,2,,Brazzaville (CGO),16 SEP 2015,1160
19,31:37.32,Yuka TAKASHIMA,12 MAY 1988,JPN,4f1,,"Palo Alto, CA (USA)",02 MAY 2015,1159
20,31:38.03,Emily SISSON,12 OCT 1991,USA,5f1,,"Palo Alto, CA (USA)",02 MAY 2015,1159
21,31:38.33,Gelete BURKA,23 JAN 1986,ETH,3,,Brazzaville (CGO),16 SEP 2015,1158
22,31:38.71,Emily INFELD,21 MAR 1990,USA,6f1,,"Palo Alto, CA (USA)",02 MAY 2015,1158
23,31:39.20,Molly HUDDLE,31 AUG 1984,USA,1,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1158
24,31:39.81,Wude AYALEW,04 JUL 1987,ETH,4,,Brazzaville (CGO),16 SEP 2015,1157
25,31:41.31,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,,"National Stadium, Beijing (CHN)",24 AUG 2015,1156
26,31:41.44,Kate AVERY,10 OCT 1991,GBR,7f1,,"Palo Alto, CA (USA)",02 MAY 2015,1156
27,31:41.59,Natasha WODAK,17 DEC 1981,CAN,8f1,,"Palo Alto, CA (USA)",02 MAY 2015,1155
28,31:41.77,Gelete BURKA,23 JAN 1986,ETH,2,,"National Stadium, Beijing (CHN)",24 AUG 2015,1155
29,31:42.29,Shalane FLANAGAN,08 JUL 1981,USA,2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1155
30,31:42.60,Emily INFELD,21 MAR 1990,USA,3,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1154
31,31:43.49,Emily INFELD,21 MAR 1990,USA,3,,"National Stadium, Beijing (CHN)",24 AUG 2015,1154
32,31:43.58,Molly HUDDLE,31 AUG 1984,USA,4,,"National Stadium, Beijing (CHN)",24 AUG 2015,1154
33,31:44.42,Sally KIPYEGO,19 DEC 1985,KEN,5,,"National Stadium, Beijing (CHN)",24 AUG 2015,1153
34,31:44.79,Mao KIYOTA,12 SEP 1993,JPN,9f1,,"Palo Alto, CA (USA)",02 MAY 2015,1153
35,31:44.86,Riko MATSUZAKI,24 DEC 1992,JPN,1f1,,Abashiri (JPN),16 JUL 2015,1152
36,31:45.16,Brenda FLORES,04 SEP 1991,MEX,10f1,,"Palo Alto, CA (USA)",02 MAY 2015,1152
37,31:46.23,Shalane FLANAGAN,08 JUL 1981,USA,6,,"National Stadium, Beijing (CHN)",24 AUG 2015,1151
38,31:46.58,Ayumi HAGIWARA,01 JUN 1992,JPN,2f1,,Abashiri (JPN),16 JUL 2015,1151
39,31:46.94,Lanni MARCHANT,11 APR 1984,CAN,11f1,,"Palo Alto, CA (USA)",02 MAY 2015,1151
40,31:48.18,Ayuko SUZUKI,08 OCT 1991,JPN,1f1,,Gifu (JPN),25 SEP 2015,1150
41,31:48.22,Eri MAKIKAWA,22 APR 1993,JPN,12f1,,"Palo Alto, CA (USA)",02 MAY 2015,1150
42,31:48.31,Rei OHARA,10 AUG 1990,JPN,3f1,,Abashiri (JPN),16 JUL 2015,1149
43,31:49.73,Alemitu HAROYE,09 MAY 1995,ETH,7,,"National Stadium, Beijing (CHN)",24 AUG 2015,1148
