Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,30:49.68,,Gelete BURKA,23 JAN 1986,ETH,1,,Hengelo (NED),17 JUN 2015,1202
2,30:50.83,,Alemitu HAROYE,09 MAY 1995,ETH,2,,Hengelo (NED),17 JUN 2015,1201
3,30:53.69,,Belaynesh OLJIRA,26 JUN 1990,ETH,3,,Hengelo (NED),17 JUN 2015,1198
4,30:55.56,,Mamitu DASKA,16 OCT 1983,ETH,4,,Hengelo (NED),17 JUN 2015,1197
5,30:58.03,,Wude AYALEW,04 JUL 1987,ETH,5,,Hengelo (NED),17 JUN 2015,1194
6,31:06.53,,Netsanet GUDETA,12 FEB 1991,ETH,6,,Hengelo (NED),17 JUN 2015,1187
7,31:08.82,,Genet YALEW,31 DEC 1992,ETH,7,,Hengelo (NED),17 JUN 2015,1185
8,31:09.02,,Shalane FLANAGAN,08 JUL 1981,USA,2f1,,"Palo Alto, CA (USA)",03 APR 2015,1185
9,31:12.93,,Sara MOREIRA,17 OCT 1985,POR,1,,Huelva (ESP),11 APR 2015,1181
10,31:13.29,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,1,,Bruxelles (BEL),05 JUL 2015,1181
11,31:23.60,,Ababel YESHANEH,22 JUL 1991,ETH,8,,Hengelo (NED),17 JUN 2015,1171
12,31:24.18,,Alice Aprot NAWOWUNA,02 JAN 1994,KEN,1,,Brazzaville (CGO),16 SEP 2015,1171
13,31:31.97,,Susan KUIJKEN,08 JUL 1986,NED,1f1,,"Palo Alto, CA (USA)",02 MAY 2015,1164
14,31:33.27,,Buze DIRIBA,09 FEB 1994,ETH,2f1,,"Palo Alto, CA (USA)",02 MAY 2015,1163
15,31:34.17,,Dulce FÉLIX,23 OCT 1982,POR,2,,Huelva (ESP),11 APR 2015,1162
16,31:35.48,,Jip VASTENBURG,21 MAR 1994,NED,3f1,,"Palo Alto, CA (USA)",02 MAY 2015,1161
17,31:36.87,,Gladys CHESIR,20 FEB 1993,KEN,2,,Brazzaville (CGO),16 SEP 2015,1160
18,31:37.32,,Yuka TAKASHIMA,12 MAY 1988,JPN,4f1,,"Palo Alto, CA (USA)",02 MAY 2015,1159
19,31:38.03,,Emily SISSON,12 OCT 1991,USA,5f1,,"Palo Alto, CA (USA)",02 MAY 2015,1159
20,31:38.71,,Emily INFELD,21 MAR 1990,USA,6f1,,"Palo Alto, CA (USA)",02 MAY 2015,1158
21,31:39.20,,Molly HUDDLE,31 AUG 1984,USA,1,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1158
22,31:41.44,,Kate AVERY,10 OCT 1991,GBR,7f1,,"Palo Alto, CA (USA)",02 MAY 2015,1156
23,31:41.59,,Natasha WODAK,17 DEC 1981,CAN,8f1,,"Palo Alto, CA (USA)",02 MAY 2015,1155
24,31:44.42,,Sally KIPYEGO,19 DEC 1985,KEN,5,,"National Stadium, Beijing (CHN)",24 AUG 2015,1153
25,31:44.79,,Mao KIYOTA,12 SEP 1993,JPN,9f1,,"Palo Alto, CA (USA)",02 MAY 2015,1153
26,31:44.86,,Riko MATSUZAKI,24 DEC 1992,JPN,1f1,,Abashiri (JPN),16 JUL 2015,1152
27,31:45.16,,Brenda FLORES,04 SEP 1991,MEX,10f1,,"Palo Alto, CA (USA)",02 MAY 2015,1152
28,31:46.58,,Ayumi HAGIWARA,01 JUN 1992,JPN,2f1,,Abashiri (JPN),16 JUL 2015,1151
29,31:46.94,,Lanni MARCHANT,11 APR 1984,CAN,11f1,,"Palo Alto, CA (USA)",02 MAY 2015,1151
30,31:48.18,,Ayuko SUZUKI,08 OCT 1991,JPN,1f1,,Gifu (JPN),25 SEP 2015,1150
31,31:48.22,,Eri MAKIKAWA,22 APR 1993,JPN,12f1,,"Palo Alto, CA (USA)",02 MAY 2015,1150
32,31:48.31,,Rei OHARA,10 AUG 1990,JPN,3f1,,Abashiri (JPN),16 JUL 2015,1149
33,31:49.99,,Alisha WILLIAMS,05 FEB 1982,USA,13f1,,"Palo Alto, CA (USA)",02 MAY 2015,1148
34,31:51.32,,Olga SKRYPAK,02 DEC 1990,UKR,1,,Zhukovskiy (RUS),19 JUL 2015,1147
35,31:51.35,,Betsy SAINA,30 JUN 1988,KEN,8,,"National Stadium, Beijing (CHN)",24 AUG 2015,1147
36,31:52.29,,Alia SAEED MOHAMMED,18 MAY 1991,UAE,1,,Wuhan (CHN),07 JUN 2015,1146
37,31:54.43,,Mattie BRIDGMON,10 SEP 1987,USA,14f1,,"Palo Alto, CA (USA)",02 MAY 2015,1144
38,31:56.62,,Inés MELCHOR,30 AUG 1986,PER,1f2,,"Palo Alto, CA (USA)",02 MAY 2015,1142
39,31:56.92,,Yuki MITSUNOBU,09 NOV 1992,JPN,4f1,,Abashiri (JPN),16 JUL 2015,1142
40,31:57.35,,Grace Mbuthye KIMANZI,01 MAR 1992,KEN,1,,Fukagawa (JPN),09 JUL 2015,1141
41,31:57.85,,Sule UTURA,08 FEB 1990,ETH,9,,Hengelo (NED),17 JUN 2015,1141
42,31:58.54,,Kim CONLEY,14 MAR 1986,USA,1,,"Sacramento, CA (USA)",06 DEC 2015,1140
43,32:01.79,,Liz COSTELLO,23 FEB 1988,USA,15f1,,"Palo Alto, CA (USA)",02 MAY 2015,1137
