Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,30:42.26,Sally KIPYEGO,19 DEC 1985,KEN,1f1,,"Palo Alto, CA (USA)",04 MAY 2014,1209
2,30:47.59,Molly HUDDLE,31 AUG 1984,USA,2f1,,"Palo Alto, CA (USA)",04 MAY 2014,1204
3,30:57.30,Betsy SAINA,30 JUN 1988,KEN,3f1,,"Palo Alto, CA (USA)",04 MAY 2014,1195
4,31:28.07,Selly Chepyego KAPTICH,03 OCT 1985,KEN,1,,Kobe (JPN),20 APR 2014,1167
5,31:38.54,Selly Chepyego KAPTICH,03 OCT 1985,KEN,1f2,,Yamaguchi (JPN),10 OCT 2014,1158
6,31:39.67,Jordan HASAY,21 SEP 1991,USA,4f1,,"Palo Alto, CA (USA)",04 MAY 2014,1157
7,31:41.80,Ayumi HAGIWARA,01 JUN 1992,JPN,2f2,,Yamaguchi (JPN),10 OCT 2014,1155
8,31:42.02,Julia BLEASDALE,09 SEP 1981,GBR,5f1,,"Palo Alto, CA (USA)",04 MAY 2014,1155
9,31:43.05,Almenesh BELETE,26 JUL 1989,BEL,6f1,,"Palo Alto, CA (USA)",04 MAY 2014,1154
10,31:45.24,Doricah OBARE,10 JAN 1990,KEN,7f1,,"Palo Alto, CA (USA)",04 MAY 2014,1152
11,31:48.71,Kim CONLEY,14 MAR 1986,USA,8f1,,"Palo Alto, CA (USA)",04 MAY 2014,1149
12,31:50.85,Ayumi HAGIWARA,01 JUN 1992,JPN,2,,Kobe (JPN),20 APR 2014,1147
13,31:51.86,Alia SAEED MOHAMMED,18 MAY 1991,UAE,1,,Incheon (KOR),27 SEP 2014,1146
14,31:52.86,Clémence CALVIN,17 MAY 1990,FRA,1f1,,Skopje (MKD),07 JUN 2014,1145
15,31:53.09,Changqin DING,27 NOV 1991,CHN,2,,Incheon (KOR),27 SEP 2014,1145
16,31:53.69,Kasumi NISHIHARA,01 MAR 1989,JPN,3,,Kobe (JPN),20 APR 2014,1145
17,31:55.56,Jessica AUGUSTO,08 NOV 1981,POR,2f1,,Skopje (MKD),07 JUN 2014,1143
18,31:55.67,Ayumi HAGIWARA,01 JUN 1992,JPN,3,,Incheon (KOR),27 SEP 2014,1143
19,31:55.81,Yuka TAKASHIMA,12 MAY 1988,JPN,1f1,,Abashiri (JPN),06 JUL 2014,1143
20,31:56.11,Rina YAMAZAKI,06 MAY 1988,JPN,3f2,,Yamaguchi (JPN),10 OCT 2014,1143
21,31:56.81,Yuka TAKASHIMA,12 MAY 1988,JPN,4f2,,Yamaguchi (JPN),10 OCT 2014,1142
22,31:57.02,Jessica AUGUSTO,08 NOV 1981,POR,1f1,,Lisboa (POR),29 MAR 2014,1142
23,31:58.71,Doricah OBARE,10 JAN 1990,KEN,1,,Fukushima (JPN),17 MAY 2014,1140
24,32:00.15,Hanae TANAKA,12 FEB 1990,JPN,5f2,,Yamaguchi (JPN),10 OCT 2014,1139
25,32:00.25,Eri MAKIKAWA,22 APR 1993,JPN,4,,Kobe (JPN),20 APR 2014,1139
26,32:01.42,Sara MOREIRA,17 OCT 1985,POR,3f1,,Skopje (MKD),07 JUN 2014,1138
27,32:02.07,Kim CONLEY,14 MAR 1986,USA,1,,"Sacramento, CA (USA)",26 JUN 2014,1137
28,32:03.28,Jordan HASAY,21 SEP 1991,USA,2,,"Sacramento, CA (USA)",26 JUN 2014,1136
29,32:03.43,Sairi MAEDA,07 NOV 1991,JPN,6f2,,Yamaguchi (JPN),10 OCT 2014,1136
30,32:03.57,Karolina NADOLSKA,06 SEP 1981,POL,4f1,,Skopje (MKD),07 JUN 2014,1136
31,32:04.37,Sairi MAEDA,07 NOV 1991,JPN,2f1,,Abashiri (JPN),06 JUL 2014,1135
32,32:05.87,Misaki KATO,15 JUN 1991,JPN,7f2,,Yamaguchi (JPN),10 OCT 2014,1134
33,32:07.08,Risa TAKENAKA,06 JAN 1990,JPN,3f1,,Abashiri (JPN),06 JUL 2014,1133
34,32:08.65,Eri MAKIKAWA,22 APR 1993,JPN,4f1,,Abashiri (JPN),06 JUL 2014,1131
35,32:09.35,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,,"Hampden Park, Glasgow (GBR)",29 JUL 2014,1131
36,32:09.48,Florence KIPLAGAT,27 FEB 1987,KEN,2,,"Hampden Park, Glasgow (GBR)",29 JUL 2014,1131
37,32:09.84,Kasumi NISHIHARA,01 MAR 1989,JPN,9f1,,"Palo Alto, CA (USA)",04 MAY 2014,1130
38,32:10.82,Emily CHEBET,18 FEB 1986,KEN,3,,"Hampden Park, Glasgow (GBR)",29 JUL 2014,1130
39,32:11.04,Joanne PAVEY,20 SEP 1973,GBR,1,,Parliament Hill (GBR),10 MAY 2014,1129
40,32:11.21,Chieko KIDO,14 MAR 1990,JPN,5,,Kobe (JPN),20 APR 2014,1129
41,32:11.90,Jip VASTENBURG,21 MAR 1994,NED,1f1,,"Palo Alto, CA (USA)",04 APR 2014,1129
42,32:12.27,Mao KIYOTA,12 SEP 1993,JPN,6,,Kobe (JPN),20 APR 2014,1128
43,32:12.54,Sitora KHAMIDOVA,12 MAY 1989,UZB,4,,Incheon (KOR),27 SEP 2014,1128
44,32:13.60,Mao KIYOTA,12 SEP 1993,JPN,5f1,,Abashiri (JPN),06 JUL 2014,1127
45,32:14.44,Miho SHIMIZU,13 MAY 1990,JPN,6f1,,Abashiri (JPN),06 JUL 2014,1126
46,32:14.82,Valentina GALIMOVA,11 MAY 1986,RUS,1,,Yerino (RUS),09 JUL 2014,1126
47,32:15.20,Kotomi TAKAYAMA,18 FEB 1993,JPN,10f1,,"Palo Alto, CA (USA)",04 MAY 2014,1126
48,32:15.42,Miho IHARA,04 FEB 1988,JPN,11f1,,"Palo Alto, CA (USA)",04 MAY 2014,1125
49,32:15.85,Rachel WARD,11 OCT 1989,USA,12f1,,"Palo Alto, CA (USA)",04 MAY 2014,1125
50,32:16.31,Yelena NAGOVITSYNA,07 DEC 1982,RUS,2,,Yerino (RUS),09 JUL 2014,1125
51,32:17.05,Elinor KIRK,26 APR 1989,GBR,2f1,,"Palo Alto, CA (USA)",04 APR 2014,1124
52,32:17.24,Yuki MITSUNOBU,09 NOV 1992,JPN,7f1,,Abashiri (JPN),06 JUL 2014,1124
53,32:17.25,Rina YAMAZAKI,06 MAY 1988,JPN,1,,Fukagawa (JPN),25 JUN 2014,1124
54,32:18.81,Amy CRAGG,21 JAN 1984,USA,3,,"Sacramento, CA (USA)",26 JUN 2014,1123
55,32:19.98,Salomé ROCHA,25 APR 1990,POR,2f1,,Lisboa (POR),29 MAR 2014,1121
56,32:20.83,Emma BATES,08 JUL 1992,USA,13f1,,"Palo Alto, CA (USA)",04 MAY 2014,1121
57,32:21.29,Hanae TANAKA,12 FEB 1990,JPN,2,,Fukagawa (JPN),25 JUN 2014,1120
58,32:21.74,Chaofeng JIA,16 NOV 1988,CHN,5,,Incheon (KOR),27 SEP 2014,1120
59,32:22.06,Kaoru NAGAO,26 SEP 1989,JPN,7,,Kobe (JPN),20 APR 2014,1120
60,32:22.14,Grace Mbuthye KIMANZI,01 MAR 1992,KEN,3,,Fukagawa (JPN),25 JUN 2014,1120
61,32:22.21,Dolores CHECA,27 DEC 1982,ESP,1f1,,Lisboa (POR),29 MAR 2014,1120
62,32:22.22,Veronica WANJIRU,29 OCT 1989,KEN,1,,Melbourne (AUS),11 DEC 2014,1120
63,32:22.39,Joanne PAVEY,20 SEP 1973,GBR,1,,"Letzigrund, Zürich (SUI)",12 AUG 2014,1119
64,32:23.58,Clémence CALVIN,17 MAY 1990,FRA,2,,"Letzigrund, Zürich (SUI)",12 AUG 2014,1118
65,32:24.38,Reia IWADE,08 DEC 1994,JPN,8,,Kobe (JPN),20 APR 2014,1118
66,32:24.54,Gemma BARRACHINA FERNANDEZ,10 APR 1986,ESP,2f1,,Lisboa (POR),29 MAR 2014,1118
67,32:24.55,Ayumi SAKAIDA,07 NOV 1985,JPN,8f1,,Abashiri (JPN),06 JUL 2014,1117
68,32:24.73,Kaho TANAKA,24 JUN 1991,JPN,4,,Fukagawa (JPN),25 JUN 2014,1117
69,32:25.07,Gemma BARRACHINA FERNANDEZ,10 APR 1986,ESP,5f1,,Skopje (MKD),07 JUN 2014,1117
70,32:25.59,Doricah OBARE,10 JAN 1990,KEN,8f2,,Yamaguchi (JPN),10 OCT 2014,1117
71,32:25.69,Juliet BOTTORFF,29 JAN 1991,USA,14f1,,"Palo Alto, CA (USA)",04 MAY 2014,1116
72,32:25.76,Veronica INGLESE,22 NOV 1990,ITA,1,,Ferrara (ITA),17 MAY 2014,1116
73,32:26.03,Laila HMATOU,26 MAR 1979,FRA,3,,"Letzigrund, Zürich (SUI)",12 AUG 2014,1116
74,32:26.32,Asahi TAKEUCHI,09 JAN 1995,JPN,9f1,,Abashiri (JPN),06 JUL 2014,1116
75,32:26.50,Yuka TAKASHIMA,12 MAY 1988,JPN,9,,Kobe (JPN),20 APR 2014,1116
76,32:26.53,Shiho TAKECHI,18 AUG 1990,JPN,10,,Kobe (JPN),20 APR 2014,1116
77,32:26.59,Eloise WELLINGS,09 NOV 1982,AUS,2,,Melbourne (AUS),11 DEC 2014,1116
78,32:27.36,Mai SHOJI,09 DEC 1993,JPN,1,,Nagoya (JPN),30 NOV 2014,1115
79,32:27.37,Jip VASTENBURG,21 MAR 1994,NED,4,,"Letzigrund, Zürich (SUI)",12 AUG 2014,1115
80,32:27.69,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,6,,Incheon (KOR),27 SEP 2014,1115
