Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,30:21.67,,Elvan ABEYLEGESSE,11 SEP 1982,TUR,1,,Antalya (TUR),15 APR 2006,1228
2,30:31.42,,Inga ABITOVA,06 MAR 1982,RUS,1,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1219
3,30:32.36,,Susanne WIGENE,12 FEB 1978,NOR,2,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1218
4,30:32.72,,Lidiya GRIGORYEVA,21 JAN 1974,RUS,3,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1217
5,30:35.90,,Galina BOGOMOLOVA,15 OCT 1977,RUS,4,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1215
6,30:37.26,,Lornah KIPLAGAT,01 MAY 1974,NED,5,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1213
7,30:38.78,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,6,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1212
8,30:51.69,,Marta DOMÍNGUEZ,03 NOV 1975,ESP,7,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1200
9,30:57.90,,Kayoko FUKUSHI,25 MAR 1982,JPN,1,,Oita (JPN),01 OCT 2006,1195
10,31:14.80,,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,2,,Helsinki (FIN),26 JUL 2006,1179
11,31:16.50,,Eveline Kemunto KIMWEI,25 AUG 1987,KEN,1,,Kobe (JPN),21 OCT 2006,1178
12,31:17.12,,Kara GOUCHER,09 JUL 1978,USA,3,,Helsinki (FIN),26 JUL 2006,1177
13,31:18.85,,Philes ONGORI,19 JUL 1986,KEN,2,,Oita (JPN),01 OCT 2006,1176
14,31:19.92,,Winfredah KEBASO,16 APR 1985,KEN,3,,Oita (JPN),01 OCT 2006,1175
15,31:24.16,,Jennifer RHINES,01 JUL 1974,USA,4,,Helsinki (FIN),26 JUL 2006,1171
16,31:27.96,,Edith MASAI,04 APR 1967,KEN,1,,Bambous (MRI),12 AUG 2006,1168
17,31:29.43,,Isabella OCHICHI,28 OCT 1979,KEN,2,,Bambous (MRI),12 AUG 2006,1166
18,31:29.66,,Lucy Kabuu WANGUI,24 MAR 1984,KEN,1,,Melbourne (AUS),21 MAR 2006,1166
19,31:30.86,,Eveline Nganga WAMBUI,04 APR 1986,KEN,2,,Melbourne (AUS),21 MAR 2006,1165
20,31:32.17,,Katie MCGREGOR,02 SEP 1977,USA,5,,Helsinki (FIN),26 JUL 2006,1164
21,31:33.39,,Emily CHEBET,18 FEB 1986,KEN,3,,Bambous (MRI),12 AUG 2006,1163
22,31:35.81,,Aheza KIROS,16 OCT 1985,ETH,4,,Bambous (MRI),12 AUG 2006,1161
23,31:39.34,,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,6,,Helsinki (FIN),26 JUL 2006,1157
24,31:40.28,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,8,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1157
25,31:41.72,,Julia Mombi MURAGA,25 JAN 1985,KEN,2,,Kobe (JPN),23 APR 2006,1155
26,31:42.91,,Bezunesh BEKELE,29 JAN 1983,ETH,5,,Bambous (MRI),12 AUG 2006,1154
27,31:44.82,,Irina MIKITENKO,23 AUG 1972,GER,9,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1153
28,31:45.48,,Mari OZAKI,16 JUL 1975,JPN,3,,Kobe (JPN),23 APR 2006,1152
29,31:45.94,,Nathalie DE VOS,09 DEC 1982,BEL,10,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1152
30,31:47.60,,Kayo SUGIHARA,24 FEB 1983,JPN,5,,Oita (JPN),01 OCT 2006,1150
31,31:48.11,,Megumi TANAKA-OSHIMA,04 SEP 1975,JPN,4,,Kobe (JPN),23 APR 2006,1150
32,31:48.92,,Yoshimi OZAKI,01 JUL 1981,JPN,6,,Oita (JPN),01 OCT 2006,1149
33,31:49.15,,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,7,,Oita (JPN),01 OCT 2006,1149
34,31:49.40,,Mara YAMAUCHI,13 AUG 1973,GBR,3,,Melbourne (AUS),21 MAR 2006,1148
35,31:49.47,,Constantina DITA-TOMESCU,23 JAN 1970,ROU,11,,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006,1148
36,31:49.89,,Noriko MATSUOKA,02 MAY 1979,JPN,8,,Oita (JPN),01 OCT 2006,1148
37,31:50.13,,Mizuki NOGUCHI,03 JUL 1978,JPN,6,,Kobe (JPN),23 APR 2006,1148
38,31:50.93,,Marie YAMAGISHI,16 OCT 1985,JPN,7,,Kobe (JPN),23 APR 2006,1147
39,31:57.02,,Jane Gakunyi WANJIKU,14 JUN 1979,KEN,2,,Kushiro (JPN),17 JUN 2006,1142
40,31:57.94,,Sara SLATTERY,02 OCT 1981,USA,8,,Helsinki (FIN),26 JUL 2006,1141
41,32:00.25,,Pauline Kiragu WANGURU,26 AUG 1980,KEN,3,,Kushiro (JPN),17 JUN 2006,1139
