Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,30:04.18,,Berhane ADERE,23 NOV 1973,ETH,1,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1244
2,30:07.15,,Werknesh KIDANE,07 JAN 1981,ETH,2,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1241
3,30:07.20,,Yingjie SUN,19 JAN 1979,CHN,3,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1241
4,30:12.53,,Lornah KIPLAGAT,01 MAY 1974,NED,4,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1236
5,30:23.07,,Alla ZHILYAYEVA,05 FEB 1969,RUS,5,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1226
6,30:26.20,,Galina BOGOMOLOVA,15 OCT 1977,RUS,6,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1223
7,30:31.55,,Huina XING,25 FEB 1984,CHN,7,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1219
8,30:37.68,,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,8,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1213
9,30:57.83,,Lidiya GRIGORYEVA,21 JAN 1974,RUS,3,,Tula (RUS),03 AUG 2003,1195
10,31:01.07,,Ejegayehu DIBABA,21 MAR 1982,ETH,9,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1192
11,31:06.14,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,10,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1187
12,31:06.20,,Lucy Kabuu WANGUI,24 MAR 1984,KEN,1,,Okayama (JPN),27 SEP 2003,1187
13,31:10.57,,Kayoko FUKUSHI,25 MAR 1982,JPN,11,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1183
14,31:13.42,,Fernanda RIBEIRO,23 JUN 1969,POR,1,,Athina (GRE),12 APR 2003,1181
15,31:13.75,,Adriana FERNÁNDEZ MIRANDA,04 APR 1971,MEX,1,,"Palo Alto, CA (USA)",02 MAY 2003,1180
16,31:17.86,,Deena KASTOR,14 FEB 1973,USA,12,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1177
17,31:24.00,,Kazue OGOSHI,02 MAR 1981,JPN,3,,Okayama (JPN),27 SEP 2003,1171
18,31:26.88,,Elva DRYER,26 SEP 1971,USA,2,,"Palo Alto, CA (USA)",02 MAY 2003,1169
19,31:28.72,,Mihaela Maria BOTEZAN-PRUNDUS,21 NOV 1976,ROU,13,,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1167
20,31:31.87,,Lyudmila BIKTASHEVA,25 JUL 1974,RUS,4,,Tula (RUS),03 AUG 2003,1164
21,31:32.10,,Miwako YAMANAKA,24 MAY 1978,JPN,4,,Okayama (JPN),27 SEP 2003,1164
22,31:32.27,,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,5,,Okayama (JPN),27 SEP 2003,1164
23,31:36.76,,Lyudmila PETROVA,07 OCT 1968,RUS,4,,"Palo Alto, CA (USA)",02 MAY 2003,1160
24,31:38.48,,Irina MIKITENKO,23 AUG 1972,GER,2,,Athina (GRE),12 APR 2003,1158
