Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,30:08.06,Meseret DEFAR,19 NOV 1983,ETH,1,,Sollentuna (SWE),27 JUN 2013,1240
2,30:26.67,Tirunesh DIBABA,01 OCT 1985,ETH,1,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1223
3,30:29.23,Gladys CHERONO,12 MAY 1983,KEN,2,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1221
4,30:31.44,Belaynesh OLJIRA,26 JUN 1990,ETH,3,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1219
5,30:35.91,Ababel YESHANEH,22 JUL 1991,ETH,4,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1215
6,30:43.35,Tirunesh DIBABA,01 OCT 1985,ETH,1,,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1208
7,30:45.17,Gladys CHERONO,12 MAY 1983,KEN,2,,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1206
8,30:46.98,Belaynesh OLJIRA,26 JUN 1990,ETH,3,,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1204
9,30:47.02,Emily CHEBET,18 FEB 1986,KEN,4,,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1204
10,30:55.50,Sule UTURA,08 FEB 1990,ETH,5,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1197
11,30:56.70,Hitomi NIIYA,26 FEB 1988,JPN,5,,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1196
12,31:02.89,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,6,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1190
13,31:04.85,Shalane FLANAGAN,08 JUL 1981,USA,1f1,,"Palo Alto, CA (USA)",29 MAR 2013,1188
14,31:06.67,Hitomi NIIYA,26 FEB 1988,JPN,1,,Tokyo (JPN),07 JUN 2013,1187
15,31:08.23,Afera GODFAY,25 SEP 1991,ETH,2,,Sollentuna (SWE),27 JUN 2013,1185
16,31:13.79,Shitaye ESHETE,21 MAY 1990,BRN,6,,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1180
17,31:16.68,Wude AYALEW,04 JUL 1987,ETH,7,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1178
18,31:22.11,Selly Chepyego KAPTICH,03 OCT 1985,KEN,7,,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1173
19,31:34.83,Shalane FLANAGAN,08 JUL 1981,USA,8,,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1161
20,31:37.22,Betsy SAINA,30 JUN 1988,KEN,1f1,,"Palo Alto, CA (USA)",28 APR 2013,1159
