Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,29:53.80,,Meselech MELKAMU,19 APR 1985,ETH,1,,Utrecht (NED),14 JUN 2009,1253
2,29:59.20,,Meseret DEFAR,19 NOV 1983,ETH,1,,Birmingham (GBR),11 JUL 2009,1248
3,30:11.53,,Florence KIPLAGAT,27 FEB 1987,KEN,2,,Utrecht (NED),14 JUN 2009,1237
4,30:11.87,,Wude AYALEW,04 JUL 1987,ETH,3,,Utrecht (NED),14 JUN 2009,1237
5,30:29.36,,Liliya SHOBUKHOVA,13 NOV 1977,RUS,1,,Cheboksary (RUS),23 JUL 2009,1221
6,30:31.03,,Mariya KONOVALOVA,14 AUG 1974,RUS,2,,Cheboksary (RUS),23 JUL 2009,1219
7,30:47.20,,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,4,,Utrecht (NED),14 JUN 2009,1204
8,30:48.26,,Aberu KEBEDE,12 SEP 1986,ETH,5,,Utrecht (NED),14 JUN 2009,1203
9,30:51.92,,Hilde KIBET,27 MAR 1981,NED,6,,Utrecht (NED),14 JUN 2009,1200
10,31:08.53,,Kseniya AGAFONOVA,04 MAR 1983,RUS,3,,Cheboksary (RUS),23 JUL 2009,1185
11,31:13.78,,Amy YODER BEGLEY,11 JAN 1978,USA,6,,"Olympiastadion, Berlin (GER)",15 AUG 2009,1180
12,31:17.62,,Xue BAI,13 DEC 1988,CHN,1,,Jinan (CHN),26 OCT 2009,1177
13,31:19.00,,Werknesh KIDANE,07 JAN 1981,ETH,2,,Stockholm (SWE),30 MAY 2009,1176
14,31:21.22,,Aheza KIROS,16 OCT 1985,ETH,2,,Birmingham (GBR),11 JUL 2009,1174
15,31:21.42,,Kimberley SMITH,19 NOV 1981,NZL,8,,"Olympiastadion, Berlin (GER)",15 AUG 2009,1173
16,31:23.43,,Shalane FLANAGAN,08 JUL 1981,USA,2,,"Eugene, OR (USA)",25 JUN 2009,1172
17,31:23.49,,Kayoko FUKUSHI,25 MAR 1982,JPN,9,,"Olympiastadion, Berlin (GER)",15 AUG 2009,1172
18,31:25.67,,Inês MONTEIRO,18 MAY 1980,POR,10,,"Olympiastadion, Berlin (GER)",15 AUG 2009,1170
19,31:27.56,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,,Bremen (GER),02 MAY 2009,1168
20,31:31.92,,Lineth CHEPKURUI,23 FEB 1987,KEN,3,,Birmingham (GBR),11 JUL 2009,1164
21,31:35.92,,Olivera JEVTIĆ,24 JUL 1977,SRB,2,,Ribeira Brava (POR),06 JUN 2009,1160
22,31:36.88,,Mamitu DASKA,16 OCT 1983,ETH,7,,Utrecht (NED),14 JUN 2009,1160
23,31:40.60,,Dulce FÉLIX,23 OCT 1982,POR,3,,Ribeira Brava (POR),06 JUN 2009,1156
24,31:40.97,,Alla ZHILYAYEVA,05 FEB 1969,RUS,4,,Cheboksary (RUS),23 JUL 2009,1156
25,31:42.94,,Ana DIAS,15 JAN 1974,POR,4,,Ribeira Brava (POR),06 JUN 2009,1154
26,31:44.28,,Yingying ZHU,18 AUG 1988,CHN,2,,Jinan (CHN),26 OCT 2009,1153
27,31:45.67,,Chaofeng JIA,16 NOV 1988,CHN,3,,Jinan (CHN),26 OCT 2009,1152
28,31:48.05,,Alena SAMOKHVALOVA,21 NOV 1980,RUS,5,,Cheboksary (RUS),23 JUL 2009,1150
29,31:49.47,,Yelena SOKOLOVA,27 DEC 1979,RUS,6,,Cheboksary (RUS),23 JUL 2009,1148
30,31:53.46,,Philes ONGORI,19 JUL 1986,KEN,1,,"Berkeley, CA (USA)",24 APR 2009,1145
31,31:57.44,,Yukiko AKABA,18 OCT 1979,JPN,1,,Hiroshima (JPN),25 JUN 2009,1141
32,31:59.93,,Chunxiu ZHOU,15 NOV 1978,CHN,4,,Jinan (CHN),26 OCT 2009,1139
33,32:01.57,,Alina PROKOPEVA,16 AUG 1985,RUS,7,,Cheboksary (RUS),23 JUL 2009,1138
34,32:01.80,,Yukari SAHAKU,05 NOV 1988,JPN,2,,Hiroshima (JPN),25 JUN 2009,1137
35,32:02.03,,Christelle DAUNAY,05 DEC 1974,FRA,5,,Ribeira Brava (POR),06 JUN 2009,1137
36,32:03.76,,Philomena CHEYECH,05 JUL 1982,KEN,1,,Kobe (JPN),26 APR 2009,1136
37,32:04.26,,Mari OZAKI,16 JUL 1975,JPN,4,,Hiroshima (JPN),25 JUN 2009,1135
38,32:07.38,,Galina IVANOVA,11 MAR 1976,RUS,8,,Cheboksary (RUS),23 JUL 2009,1133
39,32:08.04,,Katie MCGREGOR,02 SEP 1977,USA,3,,"Eugene, OR (USA)",25 JUN 2009,1132
40,32:13.04,,Noriko MATSUOKA,02 MAY 1979,JPN,5,,Hiroshima (JPN),25 JUN 2009,1128
41,32:13.89,,Yurika NAKAMURA,01 APR 1986,JPN,2,,Kobe (JPN),26 APR 2009,1127
42,32:19.08,,Eloise WELLINGS,09 NOV 1982,AUS,1,,Melbourne (AUS),10 DEC 2009,1122
43,32:20.08,,Fernanda RIBEIRO,23 JUN 1969,POR,6,,Ribeira Brava (POR),06 JUN 2009,1121
44,32:20.14,,Lisa WEIGHTMAN,16 JAN 1979,AUS,2,,Melbourne (AUS),10 DEC 2009,1121
45,32:20.39,,Lara TAMSETT,12 OCT 1988,AUS,3,,Melbourne (AUS),10 DEC 2009,1121
46,32:20.45,,Magdalena LEWY-BOULET,01 AUG 1973,USA,4,,"Eugene, OR (USA)",25 JUN 2009,1121
47,32:21.30,,Weiwei SUN,13 JAN 1985,CHN,5,,Jinan (CHN),26 OCT 2009,1120
48,32:24.00,,Ryoko KIZAKI,21 JUN 1985,JPN,4,,Kobe (JPN),26 APR 2009,1118
49,32:24.47,,Valentina GALIMOVA,11 MAY 1986,RUS,9,,Cheboksary (RUS),23 JUL 2009,1118
50,32:24.70,,Rebecca LOWE,15 SEP 1988,AUS,4,,Melbourne (AUS),10 DEC 2009,1117
51,32:25.78,,Desiree DAVILA,26 JUL 1983,USA,3,,"Berkeley, CA (USA)",24 APR 2009,1116
52,32:29.45,,Remi NAKASATO,24 JUN 1988,JPN,5,,Kobe (JPN),26 APR 2009,1113
