Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,30:41.85,,Pauline KAMULU,30 DEC 1994,KEN,1f1,,Fukagawa (JPN),11 JUL 2018,1209
2,31:16.48,,Minami YAMANOUCHI,21 DEC 1992,JPN,1f2,,Yamaguchi (JPN),08 DEC 2018,1178
3,31:17.28,,Grace Mbuthye KIMANZI,01 MAR 1992,KEN,2f2,,Yamaguchi (JPN),08 DEC 2018,1177
4,31:28.20,,Harumi OKAMOTO,07 FEB 1998,JPN,3f2,,Yamaguchi (JPN),08 DEC 2018,1167
5,31:28.81,,Rina NABESHIMA,16 DEC 1993,JPN,4f2,,Yamaguchi (JPN),08 DEC 2018,1167
6,31:32.50,,Hitomi NIIYA,26 FEB 1988,JPN,1,,Melbourne (AUS),13 DEC 2018,1163
7,31:33.03,,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1f1,,London (GBR),19 MAY 2018,1163
8,31:38.4h,,Mercyline CHELANGAT,17 DEC 1997,UGA,1,,Kampala (UGA),03 MAR 2018,1158
9,31:39.0h,,Stella CHESANG,01 DEC 1996,UGA,2,,Kampala (UGA),03 MAR 2018,1158
10,31:41.47,,Gloria KITE,10 JAN 1998,KEN,1,,Maia (POR),02 JUN 2018,1156
11,31:43.12,,Ancuţa BOBOCEL,03 OCT 1987,ROU,2f1,,London (GBR),19 MAY 2018,1154
12,31:44.13,,Shiori YANO,11 FEB 1995,JPN,5f2,,Yamaguchi (JPN),08 DEC 2018,1153
13,31:45.32,,Gete ALEMAYEHU,27 AUG 1998,ETH,2,,Maia (POR),02 JUN 2018,1152
14,31:46.36,,Stacey Chepkemboi NDIWA,06 DEC 1992,KEN,2,,Gold Coast (AUS),09 APR 2018,1151
15,31:48.93,,Yuka HORI,13 JUN 1996,JPN,6f2,,Yamaguchi (JPN),08 DEC 2018,1149
16,31:49.81,,Beatrice Chepkemoi MUTAI,19 APR 1987,KEN,4,,Gold Coast (AUS),09 APR 2018,1148
17,31:50.17,,Natsuki SEKIYA,16 MAY 1997,JPN,7f2,,Yamaguchi (JPN),08 DEC 2018,1148
18,31:50.18,,Natasha WODAK,17 DEC 1981,CAN,5,,Gold Coast (AUS),09 APR 2018,1148
19,31:50.75,,Celia SULLOHERN,05 JUL 1992,AUS,6,,Gold Coast (AUS),09 APR 2018,1147
20,31:50.98,,Sinead DIVER,17 FEB 1977,AUS,2,,Melbourne (AUS),13 DEC 2018,1147
21,31:51.1h,,Pauline Chemning KORIKWIANG,01 MAR 1988,KEN,1,,Nairobi (KEN),21 JUN 2018,1147
22,31:52.32,,Molly HUDDLE,31 AUG 1984,USA,1,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2018,1146
23,31:52.42,,Mizuki MATSUDA,31 MAY 1995,JPN,1,,Yamaguchi (JPN),22 JUN 2018,1146
24,31:52.55,,Susan KRUMINS,08 JUL 1986,NED,2,,"Olympiastadion, Berlin (GER)",08 AUG 2018,1146
25,31:54.83,,Jessica TONN,15 FEB 1992,USA,1,,"Palo Alto, CA (USA)",03 MAY 2018,1144
26,31:55.68,,Gwen JORGENSEN,25 APR 1986,USA,1,,"Palo Alto, CA (USA)",30 MAR 2018,1143
27,31:56.43,,Sarah PAGANO,23 JUL 1991,USA,2,,"Palo Alto, CA (USA)",03 MAY 2018,1142
28,31:56.68,,Marielle HALL,28 JAN 1992,USA,2,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2018,1142
29,31:56.86,,Rachel CLIFF,01 APR 1988,CAN,3,,"Palo Alto, CA (USA)",03 MAY 2018,1142
30,31:57.56,,Chelsea BLAASE,10 APR 1994,USA,4,,"Palo Alto, CA (USA)",03 MAY 2018,1141
31,31:57.66,,Rosemary WANJIRU,09 DEC 1994,KEN,1,,Kumagaya (JPN),19 MAY 2018,1141
32,31:57.82,,Ayuko SUZUKI,08 OCT 1991,JPN,2,,Yamaguchi (JPN),22 JUN 2018,1141
33,31:57.85,,Carrie DIMOFF,31 MAY 1983,USA,2,,"Palo Alto, CA (USA)",30 MAR 2018,1141
34,31:57.91,,Mao ICHIYAMA,29 MAY 1997,JPN,5,,"Palo Alto, CA (USA)",03 MAY 2018,1141
35,31:57.95,,Kaori MORITA,19 SEP 1995,JPN,8f2,,Yamaguchi (JPN),08 DEC 2018,1141
36,31:57.97,,Juliet CHEKWEL,25 MAY 1990,UGA,7,,Gold Coast (AUS),09 APR 2018,1141
37,31:59.1h,,Alice Aprot NAWOWUNA,02 JAN 1994,KEN,2,,Nairobi (KEN),21 JUN 2018,1140
38,32:00.55,,Karissa SCHWEIZER,04 MAY 1996,USA,3,,"Palo Alto, CA (USA)",30 MAR 2018,1139
39,32:01.04,,Madeleine HILLS,15 MAY 1987,AUS,8,,Gold Coast (AUS),09 APR 2018,1138
40,32:05.05,,Stephanie BRUCE,14 JAN 1984,USA,3,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2018,1135
41,32:06.31,,Emily SISSON,12 OCT 1991,USA,4,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2018,1134
42,32:07.23,,Darya MASLOVA,06 MAY 1995,KGZ,1,,Jakarta (INA),25 AUG 2018,1133
43,32:07.70,,Keiko NOGAMI,06 DEC 1985,JPN,1,,Kitakyushu (JPN),19 MAY 2018,1132
44,32:09.20,,Sharon LOKEDI,10 MAR 1994,KEN,1,,"Eugene, OR (USA)",07 JUN 2018,1131
45,32:10.50,,Sara MOREIRA,17 OCT 1985,POR,1f1,,Braga (POR),07 APR 2018,1130
46,32:11.12,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,2,,Jakarta (INA),25 AUG 2018,1129
47,32:11.81,,Dorcas WASIKE,,KEN,2,,"Eugene, OR (USA)",07 JUN 2018,1129
48,32:11.92,,Sandrafelis Chebet TUEI,20 JAN 1998,KEN,10,,Gold Coast (AUS),09 APR 2018,1129
49,32:12.53,,Ayumi HAGIWARA,01 JUN 1992,JPN,5f2,,Osaka (JPN),21 SEP 2018,1128
50,32:12.78,,Deshun ZHANG,21 FEB 1996,CHN,3,,Jakarta (INA),25 AUG 2018,1128
51,32:13.74,,Salomé NYIRARUKUNDO,20 DEC 1997,RWA,11,,Gold Coast (AUS),09 APR 2018,1127
52,32:13.79,,Yukari ABE,21 AUG 1989,JPN,1,,Kobe (JPN),22 APR 2018,1127
53,32:13.87,,Honami MAEDA,17 JUL 1996,JPN,2f1,,Fukagawa (JPN),11 JUL 2018,1127
54,32:15.71,,Charlotte ARTER,18 JUN 1991,GBR,3f1,,London (GBR),19 MAY 2018,1125
55,32:15.73,,Alice WRIGHT,03 NOV 1994,GBR,4,,"Palo Alto, CA (USA)",30 MAR 2018,1125
56,32:17.17,,Alina REH,23 MAY 1997,GER,1,,Regensburg (GER),23 JUN 2018,1124
57,32:17.81,,Ellie PASHLEY,10 DEC 1988,AUS,3,,Melbourne (AUS),13 DEC 2018,1123
58,32:17.95,,Charlotte TAYLOR,17 JAN 1994,GBR,5,,"Eugene, OR (USA)",07 JUN 2018,1123
59,32:18.32,,Alia SAEED MOHAMMED,18 MAY 1991,UAE,4,,Jakarta (INA),25 AUG 2018,1123
60,32:18.35,,Rochelle KANUHO,04 JUL 1990,USA,1,,"Portland, OR (USA)",09 JUN 2018,1123
61,32:18.59,,Yuka TAKASHIMA,12 MAY 1988,JPN,6,,Yamaguchi (JPN),22 JUN 2018,1123
62,32:18.70,,Sakiho TSUTSUI,19 JAN 1996,JPN,7,,Yamaguchi (JPN),22 JUN 2018,1123
63,32:19.59,,Kasumi NISHIHARA,01 MAR 1989,JPN,4,,Kobe (JPN),22 APR 2018,1122
64,32:20.37,,Anna GEHRING,15 NOV 1996,GER,2,,Regensburg (GER),23 JUN 2018,1121
