Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:25.29,Andrew HUNTER,05 SEP 1997,USA,1f1,,"New York, NY (USA)",23 FEB 2019,1163
2,8:32.41,Eric AVILA,03 OCT 1989,USA,1f2,,"New York, NY (USA)",23 FEB 2019,1122
3,8:32.72,Tripp HURT,30 OCT 1992,USA,2f2,,"New York, NY (USA)",23 FEB 2019,1120
4,8:33.28,Dillon MAGGARD,16 OCT 1995,USA,3f2,,"New York, NY (USA)",23 FEB 2019,1117
5,8:33.41,Sean MCGORTY,08 MAR 1995,USA,4f2,,"New York, NY (USA)",23 FEB 2019,1116
6,8:33.99,Brian BARRAZA,16 MAY 1995,USA,5f2,,"New York, NY (USA)",23 FEB 2019,1113
7,8:34.64,Jacob THOMSON,29 NOV 1994,USA,6f2,,"New York, NY (USA)",23 FEB 2019,1109
8,8:35.33,Travis MAHONEY,25 JUL 1990,USA,7f2,,"New York, NY (USA)",23 FEB 2019,1106
9,8:36.37,Garrett HEATH,03 NOV 1985,USA,8f2,,"New York, NY (USA)",23 FEB 2019,1100
10,8:37.41,Graham CRAWFORD,29 DEC 1992,USA,9f2,,"New York, NY (USA)",23 FEB 2019,1094
11,8:38.05,Collin LEIBOLD,13 DEC 1987,USA,10f2,,"New York, NY (USA)",23 FEB 2019,1090
12,8:38.93,Jeff THIES,25 FEB 1995,USA,2f1,,"New York, NY (USA)",23 FEB 2019,1085
13,8:38.95,Zach ZARDA,14 MAR 1990,USA,3f1,,"New York, NY (USA)",23 FEB 2019,1085
14,8:39.03,Isaac UPDIKE,21 MAR 1992,USA,11f2,,"New York, NY (USA)",23 FEB 2019,1085
15,8:39.09,Jordan MANN,12 JAN 1993,USA,12f2,,"New York, NY (USA)",23 FEB 2019,1084
16,8:41.22,Joey BERRIATUA,16 JUN 1995,USA,4f1,,"New York, NY (USA)",23 FEB 2019,1073
17,8:42.06,Willy FINK,07 MAR 1994,USA,13f2,,"New York, NY (USA)",23 FEB 2019,1068
18,8:42.61,Lawi LALANG,15 JUN 1991,USA,f2,,"New York, NY (USA)",23 FEB 2019,1065
19,8:43.48,William KINCAID,21 SEP 1992,USA,14f2,,"New York, NY (USA)",23 FEB 2019,1060
20,8:43.81,Eli MOSKOWITZ,08 JUL 1997,USA,5f1,,"New York, NY (USA)",23 FEB 2019,1058
21,8:47.75,Will LEER,15 APR 1985,USA,15f2,,"New York, NY (USA)",23 FEB 2019,1037
22,8:49.12,David BARNEY,,USA,6f1,,"New York, NY (USA)",23 FEB 2019,1029
23,8:52.39,Dylan GEARINGER,,USA,7f1,,"New York, NY (USA)",23 FEB 2019,1011
24,8:56.89,Devin HART,,USA,1f2,,"New York, NY (USA)",10 MAR 2019,987
