Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:57.59,Ryan OOSTING,09 MAY 2001,NED,1f2,,"Boston, MA (USA)",03 MAR 2018,983
2,9:00.38,Brodey HASTY,15 NOV 1999,USA,1f2,,"New York, NY (USA)",11 MAR 2018,969
3,9:01.87,Ryan OOSTING,09 MAY 2001,NED,2f2,,"New York, NY (USA)",11 MAR 2018,961
4,9:04.41,Thomas FAFARD,06 DEC 1998,CAN,3f2,,"New York, NY (USA)",11 MAR 2018,947
5,9:06.11,Clayton MENDEZ,,USA,1f1,,"New York, NY (USA)",11 MAR 2018,939
6,9:06.37,Matthew MEINKE,,USA,2f1,,"New York, NY (USA)",11 MAR 2018,937
7,9:06.58,Devin HART,,USA,4f2,,"New York, NY (USA)",11 MAR 2018,936
8,9:07.10,Alex MAIER,,USA,3f1,,"New York, NY (USA)",11 MAR 2018,933
9,9:07.59,Drew THOMPSON,,USA,2f2,,"Boston, MA (USA)",03 MAR 2018,931
10,9:08.03,Victor MUGECHE,,USA,4f1,,"New York, NY (USA)",11 MAR 2018,929
11,9:08.34,Ryan OOSTING,09 MAY 2001,NED,1f2,,"Reggie Lewis Center, Boston, MA (USA)",24 FEB 2018,927
12,9:09.27,Charles HICKS,25 JUL 2001,GBR,5f2,,"New York, NY (USA)",11 MAR 2018,922
13,9:09.96,Drew THOMPSON,,USA,6f2,,"New York, NY (USA)",11 MAR 2018,919
14,9:10.00,Rusty KUJDYCH,,USA,7f2,,"New York, NY (USA)",11 MAR 2018,918
15,9:10.13,Ian RUSS,,USA,5f1,,"New York, NY (USA)",11 MAR 2018,918
16,9:11.87,Anthony DEKRAKER,,USA,6f1,,"New York, NY (USA)",11 MAR 2018,909
17,9:11.97,Tristan SHELGREN,,USA,7f1,,"New York, NY (USA)",11 MAR 2018,908
18,9:12.17,Andrew MAH,01 FEB 2000,USA,8f2,,"New York, NY (USA)",11 MAR 2018,907
19,9:12.27,Andrew MAH,01 FEB 2000,USA,2f2,,"Reggie Lewis Center, Boston, MA (USA)",24 FEB 2018,907
20,9:13.15,Andrew MAH,01 FEB 2000,USA,3f2,,"Boston, MA (USA)",03 MAR 2018,902
21,9:14.80,Grant NORTHCUTT,,USA,1,,"Lynchburg, VA (USA)",19 JAN 2018,894
22,9:15.91,Max DIMUCCIO,,USA,8f1,,"New York, NY (USA)",11 MAR 2018,888
23,9:15.99,Nathan LAWLER,,USA,9f1,,"New York, NY (USA)",11 MAR 2018,888
24,9:16.43,Ryan RAFF,,USA,9f2,,"New York, NY (USA)",11 MAR 2018,886
25,9:17.68,Max DIMUCCIO,,USA,4f2,,"Boston, MA (USA)",03 MAR 2018,879
26,9:18.19,Carter COUGHLIN,,USA,10f2,,"New York, NY (USA)",11 MAR 2018,877
27,9:18.63,Tristan SHELGREN,,USA,1f2,,"Reggie Lewis Center, Boston, MA (USA)",28 JAN 2018,875
28,9:18.71,Patrick CRAEMER,,USA,5f2,,"Boston, MA (USA)",03 MAR 2018,874
29,9:20.21,Gabriel MUDEL,31 MAR 2000,USA,10f1,,"New York, NY (USA)",11 MAR 2018,867
30,9:21.20,Evan SORENSEN,,USA,1f1,,"New York, NY (USA)",09 MAR 2018,862
31,9:21.45,Trey CORMIER,,USA,6f2,,"Boston, MA (USA)",03 MAR 2018,860
32,9:21.64,Yared MEKONNEN,,USA,2,,"Lynchburg, VA (USA)",19 JAN 2018,859
33,9:21.85,Chase OSBORNE,,USA,3,,"Lynchburg, VA (USA)",19 JAN 2018,858
34,9:22.18,Zach KREFT,,USA,11f2,,"New York, NY (USA)",11 MAR 2018,857
35,9:22.58,Ryan BROWN,17 JUL 1999,USA,2f1,,"New York, NY (USA)",09 MAR 2018,855
36,9:22.61,Patrick CRAEMER,,USA,11f1,,"New York, NY (USA)",11 MAR 2018,855
37,9:22.72,Brenden ALLEN,,USA,12f1,,"New York, NY (USA)",11 MAR 2018,854
38,9:22.88,Canaan ANDERSON,,USA,1f2,,"New York, NY (USA)",09 MAR 2018,853
39,9:23.23,Brendan MURRAY,,USA,7f2,,"Boston, MA (USA)",03 MAR 2018,852
40,9:23.26,Ibrahim KEDIR,06 MAY 2000,CAN,13f1,,"New York, NY (USA)",11 MAR 2018,851
41,9:23.52,Connor NISBET,,USA,14f1,,"New York, NY (USA)",11 MAR 2018,850
42,9:23.80,Peter MORRIS,,USA,4,,"Lynchburg, VA (USA)",19 JAN 2018,849
43,9:23.95,Camden GILMORE,,USA,3f1,,"New York, NY (USA)",09 MAR 2018,848
44,9:24.12,Michael KEEHAN,,USA,1,,"New York, NY (USA)",06 JAN 2018,847
45,9:24.33,Ben JACOBS,,USA,4f1,,"New York, NY (USA)",09 MAR 2018,846
46,9:24.37,Tyler SENALL,,USA,2f2,,"New York, NY (USA)",09 MAR 2018,846
47,9:24.95,Kyle MASTIN,,USA,3f2,,"New York, NY (USA)",09 MAR 2018,843
