Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:43.24,Connor BURNS,,USA,1f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1061
2,8:44.45,Jackson HEIDESCH,,USA,2f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1055
3,8:47.11,Kole MATHISON,18 JAN 2005,USA,3f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1040
4,8:48.01,Drew GRIFFITH,,USA,4f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1035
5,8:50.68,Brian DICOLA,,USA,1f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1021
6,8:51.00,Byron GREVIOUS,,USA,5f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1019
7,8:51.10,Connor ACKLEY,,USA,2f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1018
8,8:51.17,Samuel HANSEN,,USA,6f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1018
9,8:53.47,Noah BREKER,,USA,7f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1005
10,8:53.92,Jacob LANEY,,USA,3f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,1003
11,8:56.70,Kevin SANCHEZ,,USA,8f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,988
12,9:00.44,Brayden SEYMOUR,,USA,9f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,968
13,9:01.72,Brayden MARSHALL,,USA,1f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,962
14,9:03.64,Maxwell HARDIN,,USA,4f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,951
15,9:03.69,Ethan EDGEWORTH,,USA,5f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,951
16,9:06.13,Rendon KUYKENDALL,,USA,6f8,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,938
17,9:06.40,Luke LIMING,,USA,2f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,937
18,9:06.63,Akshay VADUL,,USA,3f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,936
19,9:06.73,Grant MORGENFELD,,USA,4f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,935
20,9:07.70,Landon ROEMER,,USA,1f3,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,930
21,9:08.56,Pierre ATTIOGBE,,USA,1f7,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,926
22,9:08.65,Matthew EDWARDS,,USA,5f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,925
23,9:08.74,Samuel BURGESS,,USA,10f9,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,925
24,9:09.15,Jonathan LEON,,USA,6f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,923
25,9:09.20,Ryan SARNEY,,USA,7f6,,"The Track at New Balance, Boston, MA (USA)",10 MAR 2023,923
