Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:25.41,Abrham SIME,07 NOV 2001,ETH,1,,"Helmut-Körnig-Halle, Dortmund (GER)",12 FEB 2022,1162
2,8:27.18,Nibret MELAK,09 OCT 1999,ETH,2,,"Helmut-Körnig-Halle, Dortmund (GER)",12 FEB 2022,1152
3,8:33.97,Mohamed FARES,06 FEB 1991,MAR,3,,"Helmut-Körnig-Halle, Dortmund (GER)",12 FEB 2022,1113
4,8:40.18,Tim VERBAANDERT,17 JUL 2000,NED,4,,"Helmut-Körnig-Halle, Dortmund (GER)",12 FEB 2022,1078
5,8:40.68,Damián VÍCH,14 AUG 1998,CZE,5,,"Helmut-Körnig-Halle, Dortmund (GER)",12 FEB 2022,1076
6,8:43.77,Michael SOMERS,02 MAR 1995,BEL,6,,"Helmut-Körnig-Halle, Dortmund (GER)",12 FEB 2022,1058
7,8:47.28,Kilian SCHREINER,10 JUN 1993,GER,7,,"Helmut-Körnig-Halle, Dortmund (GER)",12 FEB 2022,1039
8,8:48.59,Gavin SHERRY,11 MAY 2004,USA,1f5,,"Armory Track&Field Center, New York, NY (USA)",11 MAR 2022,1032
9,8:50.05,Gavin SHERRY,11 MAY 2004,USA,1,,"Armory Track&Field Center, New York, NY (USA)",21 JAN 2022,1024
10,8:50.60,Callum SHERRY,,USA,2f5,,"Armory Track&Field Center, New York, NY (USA)",11 MAR 2022,1021
11,8:51.87,James DONAHUE,,USA,3f5,,"Armory Track&Field Center, New York, NY (USA)",11 MAR 2022,1014
12,8:52.33,Aidan PUFFER,,USA,4f5,,"Armory Track&Field Center, New York, NY (USA)",11 MAR 2022,1012
13,8:56.79,Simon DEBOGNIES,16 JUL 1996,BEL,8,,"Helmut-Körnig-Halle, Dortmund (GER)",12 FEB 2022,988
14,8:57.20,Larry-Josh EDWARDS,,USA,1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",12 MAR 2022,985
15,8:57.65,Nick FALK,,USA,1f4,,"Armory Track&Field Center, New York, NY (USA)",11 MAR 2022,983
16,8:58.34,Samuel BURGESS,,USA,5f5,,"Armory Track&Field Center, New York, NY (USA)",11 MAR 2022,979
17,8:58.71,Abdennasser OUKHELFEN,07 JAN 1993,ESP,9,,"Helmut-Körnig-Halle, Dortmund (GER)",12 FEB 2022,977
18,8:59.49,Yassin ABDILAAHI,04 NOV 2002,GER,10,,"Helmut-Körnig-Halle, Dortmund (GER)",12 FEB 2022,973
19,9:00.15,Jacob LANEY,,USA,2f4,,"Armory Track&Field Center, New York, NY (USA)",11 MAR 2022,970
20,9:00.29,Riley HOUGH,,USA,6f5,,"Armory Track&Field Center, New York, NY (USA)",11 MAR 2022,969
