Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:07.41,Galen RUPP,08 MAY 1986,USA,1,,"Boston, MA (USA)",24 JAN 2014,1269
2,8:51.48,Brian HARVEY,08 JUN 1987,USA,2,,"Boston, MA (USA)",24 JAN 2014,1016
3,8:51.55,Nick KARWOSKI,,USA,3,,"Boston, MA (USA)",24 JAN 2014,1016
4,8:53.07,Sam ALEXANDER,,USA,4,,"Boston, MA (USA)",24 JAN 2014,1008
5,8:54.52,Alex BRIMSTEIN,,USA,5,,"Boston, MA (USA)",24 JAN 2014,1000
6,8:59.61,Charles COOPER,29 FEB 1996,CAN,1f3,,"New York, NY (USA)",16 MAR 2014,973
7,8:59.82,Paul HOGAN,04 NOV 1995,USA,2f3,,"New York, NY (USA)",16 MAR 2014,972
8,8:59.95,Aaron TEMPLETON,23 OCT 1995,USA,3f3,,"New York, NY (USA)",16 MAR 2014,971
9,9:00.20,Tim MCGOWAN,,USA,4f3,,"New York, NY (USA)",16 MAR 2014,970
10,9:00.29,Christian ALVARADO,01 FEB 1996,USA,1,,"Boston, MA (USA)",01 MAR 2014,969
11,9:05.15,Mickey BURKE,1995,USA,1f2,,"New York, NY (USA)",16 MAR 2014,944
12,9:05.42,Tommy ROONEY,,USA,2f2,,"New York, NY (USA)",16 MAR 2014,942
13,9:07.04,Brian COOK,07 MAY 1996,USA,5f3,,"New York, NY (USA)",16 MAR 2014,934
14,9:08.91,Josef ANDREWS,,USA,6f3,,"New York, NY (USA)",16 MAR 2014,924
15,9:09.58,Jack MCGOWAN,,USA,1f1,,"New York, NY (USA)",16 MAR 2014,921
16,9:11.10,Stephen GARRETT,,USA,3f2,,"New York, NY (USA)",16 MAR 2014,913
17,9:11.77,Paul HOGAN,04 NOV 1995,USA,1f2,,"Boston, MA (USA)",28 JAN 2014,909
18,9:13.21,Owen GONSER,,USA,4f2,,"New York, NY (USA)",16 MAR 2014,902
19,9:13.37,Robert GIBSON,06 NOV 1989,USA,6,,"Boston, MA (USA)",24 JAN 2014,901
20,9:13.57,Mahmoud MOUSSA,,USA,2f1,,"New York, NY (USA)",16 MAR 2014,900
21,9:13.64,Matthew MAHONEY,05 JUN 1996,USA,5f2,,"New York, NY (USA)",16 MAR 2014,900
22,9:14.70,Owen GONSER,,USA,1,,"Roxbury, MA (USA)",14 FEB 2014,894
23,9:15.29,Matthew BOUTHILETTE,05 JAN 1998,USA,6f2,,"New York, NY (USA)",16 MAR 2014,891
24,9:15.46,Chase WEAVERLING,10 JAN 1996,USA,3f1,,"New York, NY (USA)",16 MAR 2014,891
25,9:15.49,Kyle LEVERMORE,07 MAR 1996,USA,1,,"New York, NY (USA)",21 DEC 2013,890
26,9:16.18,Christian ALVARADO,01 FEB 1996,USA,7f3,,"New York, NY (USA)",16 MAR 2014,887
27,9:16.93,Thomas O'NEILL,,USA,7f2,,"New York, NY (USA)",16 MAR 2014,883
28,9:17.02,Matthew MAHONEY,05 JUN 1996,USA,1f2,,"Boston, MA (USA)",22 FEB 2014,883
29,9:17.38,Gabe MONTAGUE,,USA,2f2,,"Boston, MA (USA)",28 JAN 2014,881
30,9:19.01,Stephen GARRETT,,USA,2,,"New York, NY (USA)",21 DEC 2013,873
31,9:19.03,Matthew MAHONEY,05 JUN 1996,USA,3f2,,"Boston, MA (USA)",28 JAN 2014,873
32,9:19.49,Ricky REUSSER,,USA,1f1,,"New York, NY (USA)",09 JAN 2014,870
33,9:19.65,Owen GONSER,,USA,2f2,,"Boston, MA (USA)",22 FEB 2014,869
34,9:20.26,Dan ROMANO,21 JUN 1997,USA,3f2,,"Boston, MA (USA)",22 FEB 2014,866
35,9:20.36,Austin SPRAGUE,,USA,4f1,,"New York, NY (USA)",16 MAR 2014,866
36,9:20.44,Matthew MAHONEY,05 JUN 1996,USA,1,,"Boston, MA (USA)",16 FEB 2014,865
37,9:20.82,Toby HARDWICK,21 MAR 1995,USA,1f2,,"New York, NY (USA)",14 MAR 2014,864
38,9:21.15,Jay ORT,10 JAN 1997,CAN,2f2,,"New York, NY (USA)",14 MAR 2014,862
39,9:21.20,Patrick SHEEHAN,,USA,8f2,,"New York, NY (USA)",16 MAR 2014,862
40,9:21.25,Andrew GOLDMAN,28 OCT 1995,USA,5f1,,"New York, NY (USA)",16 MAR 2014,861
41,9:21.61,Viraj DEOKAR,10 OCT 1997,USA,3f2,,"New York, NY (USA)",14 MAR 2014,860
42,9:21.62,Dan ROMANO,21 JUN 1997,USA,2,,"Roxbury, MA (USA)",14 FEB 2014,860
43,9:22.13,Kyle GRONOSTAJ,06 JUN 1996,USA,1f1,,"New York, NY (USA)",25 JAN 2014,857
44,9:22.18,Ari KLAU,,USA,6f1,,"New York, NY (USA)",16 MAR 2014,857
45,9:22.25,Michael MCCLEMENS,,USA,9f2,,"New York, NY (USA)",16 MAR 2014,856
46,9:22.29,Tyler SPEAR,,USA,10f2,,"New York, NY (USA)",16 MAR 2014,856
47,9:22.87,Chris MAMMONE,,USA,2f1,,"New York, NY (USA)",09 JAN 2014,853
48,9:23.55,Aidan TOOKER,26 JUN 1998,USA,8f3,,"New York, NY (USA)",16 MAR 2014,850
49,9:23.90,Johnny ABRAHAM,,USA,4f2,,"Boston, MA (USA)",22 FEB 2014,848
50,9:24.29,Benito MUNIZ,,USA,1f1,,"New York, NY (USA)",14 MAR 2014,846
