Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:03.40,Mo FARAH,23 MAR 1983,GBR,1,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1293
2,8:13.46,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1233
3,8:15.38,Cameron LEVINS,28 MAR 1989,CAN,1,,"New York, NY (USA)",31 JAN 2015,1221
4,8:16.47,Suguru OSAKO,23 MAY 1991,JPN,2,,"New York, NY (USA)",31 JAN 2015,1215
5,8:16.53,Ben BLANKENSHIP,15 DEC 1988,USA,3,,"New York, NY (USA)",31 JAN 2015,1214
6,8:17.05,Bernard LAGAT,12 DEC 1974,USA,3,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1211
7,8:17.24,Galen RUPP,08 MAY 1986,USA,4,,"New York, NY (USA)",31 JAN 2015,1210
8,8:21.24,Lee EMANUEL,24 JAN 1985,GBR,5,,"New York, NY (USA)",31 JAN 2015,1187
9,8:25.76,Suguru OSAKO,23 MAY 1991,JPN,4,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1160
10,8:26.01,Thomas FARRELL,23 MAR 1991,GBR,5,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1159
11,8:26.56,Philip HURST,03 OCT 1990,GBR,6,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1156
12,8:26.72,Ryan HILL,31 JAN 1990,USA,1,,"Boston, MA (USA)",28 FEB 2015,1155
13,8:27.31,Ben BLANKENSHIP,15 DEC 1988,USA,2,,"Boston, MA (USA)",28 FEB 2015,1151
14,8:27.44,Evan JAGER,08 MAR 1989,USA,3,,"Boston, MA (USA)",28 FEB 2015,1151
15,8:27.87,Reed CONNOR,25 SEP 1990,USA,6,,"New York, NY (USA)",31 JAN 2015,1148
16,8:27.99,Garrett HEATH,03 NOV 1985,USA,4,,"Boston, MA (USA)",28 FEB 2015,1147
17,8:30.79,Thomas LANCASHIRE,02 JUL 1985,GBR,7,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1131
18,8:31.69,Jonathan HAY,12 FEB 1992,GBR,8,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1126
19,8:32.50,Rob MULLETT,31 JUL 1987,GBR,9,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1122
20,8:32.51,Chris DERRICK,17 OCT 1990,USA,5,,"Boston, MA (USA)",28 FEB 2015,1122
21,8:32.87,Florian CARVALHO DE FONSESCO,09 MAR 1989,FRA,10,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1119
22,8:34.20,Dan LOWRY,30 OCT 1989,USA,6,,"Boston, MA (USA)",28 FEB 2015,1112
23,8:36.91,John Nick HAPPE,11 DEC 1990,USA,7,,"Boston, MA (USA)",28 FEB 2015,1097
24,8:37.15,German FERNANDEZ,02 NOV 1990,USA,8,,"Boston, MA (USA)",28 FEB 2015,1095
25,8:42.88,Andrew SPRINGER,10 MAR 1991,USA,7,,"New York, NY (USA)",31 JAN 2015,1063
26,8:42.95,Chris MOEN,,USA,9,,"Boston, MA (USA)",28 FEB 2015,1063
27,8:45.43,Taylor GILLAND,02 APR 1991,USA,10,,"Boston, MA (USA)",28 FEB 2015,1049
28,8:46.16,Ethan SHAW,12 MAR 1990,USA,11,,"Boston, MA (USA)",28 FEB 2015,1045
29,8:48.22,Andrew HUNTER,05 SEP 1997,USA,1f2,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,1034
30,8:48.32,Levi THOMET,03 MAR 1997,USA,2f2,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,1033
31,8:48.88,Alexander OSTBERG,15 FEB 1997,USA,3f2,,"Armory Track&Field Center, New York, NY (USA)",15 MAR 2015,1030
32,8:55.19,Isaac PRESSON,07 FEB 1992,USA,12,,"Boston, MA (USA)",28 FEB 2015,996
