Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:09.49,Bernard LAGAT,12 DEC 1974,USA,1,,"New York, NY (USA)",16 FEB 2013,1256
2,8:13.02,Andrew BUMBALOUGH,14 MAR 1987,USA,2,,"New York, NY (USA)",16 FEB 2013,1235
3,8:14.69,Cameron LEVINS,28 MAR 1989,CAN,3,,"New York, NY (USA)",16 FEB 2013,1225
4,8:14.95,Evan JAGER,08 MAR 1989,USA,4,,"New York, NY (USA)",16 FEB 2013,1224
5,8:21.53,Will LEER,15 APR 1985,USA,5,,"New York, NY (USA)",16 FEB 2013,1185
6,8:22.44,Leonard KORIR,10 DEC 1986,KEN,6,,"New York, NY (USA)",16 FEB 2013,1180
7,8:37.26,Riley MASTERS,05 APR 1990,USA,7,,"New York, NY (USA)",16 FEB 2013,1095
8,8:39.15,Edward CHESEREK,02 FEB 1994,KEN,8,,"New York, NY (USA)",16 FEB 2013,1084
9,8:52.64,Craig FORYS,13 JUL 1989,USA,9,,"New York, NY (USA)",16 FEB 2013,1010
10,8:59.00,Edward CHESEREK,02 FEB 1994,KEN,1f3,,"New York, NY (USA)",09 MAR 2013,976
11,9:02.02,Sean MCGORTY,08 MAR 1995,USA,2f3,,"New York, NY (USA)",09 MAR 2013,960
12,9:02.36,Aaron TEMPLETON,23 OCT 1995,USA,3f3,,"New York, NY (USA)",09 MAR 2013,958
13,9:03.53,Bakri ABUSHOUK,,USA,4f3,,"New York, NY (USA)",09 MAR 2013,952
14,9:06.40,Thomas O'NEILL,,USA,5f3,,"New York, NY (USA)",09 MAR 2013,937
15,9:07.55,Eric HOLT,12 MAY 1995,USA,6f3,,"New York, NY (USA)",09 MAR 2013,931
16,9:11.30,Austin SPRAGUE,,USA,1f1,,"New York, NY (USA)",09 MAR 2013,912
17,9:11.70,Nick TUCK,05 AUG 1995,USA,2f1,,"New York, NY (USA)",09 MAR 2013,910
18,9:12.95,Stephen SHINE,04 MAY 1995,USA,1f2,,"New York, NY (USA)",09 MAR 2013,903
19,9:13.58,Sabastion HANSON,,USA,7f3,,"New York, NY (USA)",09 MAR 2013,900
20,9:14.24,Christian ALVARADO,01 FEB 1996,USA,1,,"Boston, MA (USA)",02 MAR 2013,897
21,9:14.81,Garrett O'TOOLE,22 MAR 1996,USA,2f2,,"New York, NY (USA)",09 MAR 2013,894
22,9:16.16,Ethan MARTIN,,USA,8f3,,"New York, NY (USA)",09 MAR 2013,887
23,9:17.23,Joe KLECKER,16 NOV 1996,USA,3f1,,"New York, NY (USA)",09 MAR 2013,882
24,9:17.46,Zack LANGSTON,,USA,3f2,,"New York, NY (USA)",09 MAR 2013,880
25,9:17.59,Dhahran VELASQUEZ,,USA,2,,"Boston, MA (USA)",02 MAR 2013,880
26,9:17.90,Kyle LEVERMORE,07 MAR 1996,USA,1,,"New York, NY (USA)",15 DEC 2012,878
27,9:18.18,Jimmy DANIELS,,USA,4f2,,"New York, NY (USA)",09 MAR 2013,877
28,9:18.45,Peter HALE,,USA,1f2,,"New York, NY (USA)",08 MAR 2013,875
29,9:19.22,Dan CURTS,17 JAN 1996,USA,4f1,,"New York, NY (USA)",09 MAR 2013,872
30,9:20.09,Nathan JONES,,USA,5f1,,"New York, NY (USA)",09 MAR 2013,867
31,9:20.31,Sami AZIZ,,USA,2f2,,"New York, NY (USA)",08 MAR 2013,866
32,9:21.17,Benjamin MALONE,13 NOV 1994,USA,1,,"New York, NY (USA)",25 FEB 2013,862
33,9:21.48,Jonathan GREEN,15 FEB 1995,USA,1,,"Boston, MA (USA)",23 FEB 2013,860
34,9:21.93,Trevor CRAWLEY,24 APR 1995,USA,6f1,,"New York, NY (USA)",09 MAR 2013,858
35,9:22.74,Peter HALE,,USA,3,,"Boston, MA (USA)",02 MAR 2013,854
36,9:23.03,Josiah HANKO,,USA,2,,"New York, NY (USA)",25 FEB 2013,853
37,9:23.38,Dan CURTS,17 JAN 1996,USA,4,,"Boston, MA (USA)",02 MAR 2013,851
38,9:23.62,Jimmy DANIELS,,USA,3,,"New York, NY (USA)",25 FEB 2013,850
39,9:24.80,Jack STEVENSON,,USA,2,,"New York, NY (USA)",15 DEC 2012,844
40,9:24.96,Blake CROTEAU,,USA,2,,"Boston, MA (USA)",23 FEB 2013,843
