Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,44.00,,Jeremy WARINER,31 JAN 1984,USA,1,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1250
2,44.16,,Otis HARRIS,30 JUN 1982,USA,2,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1239
3,44.42,,Derrick BREW,28 DEC 1977,USA,3,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1220
4,44.47,,Alleyne FRANCIQUE,07 JUN 1976,GRN,1,,Osaka (JPN),08 MAY 2004,1217
5,44.51,,Darold WILLIAMSON,19 FEB 1983,USA,2,,"College Station, TX (USA)",29 MAY 2004,1214
6,44.58,,Lewis BANDA,16 SEP 1982,ZIM,1,,"Tucson, AZ (USA)",15 MAY 2004,1209
7,44.63,,Kelly WILLIE,07 SEP 1982,USA,1h2,,"Sacramento, CA (USA)",11 JUL 2004,1206
8,44.64,,Leslie DJHONE,18 MAR 1981,FRA,1,,La Chaux-de-Fonds (SUI),08 AUG 2004,1205
9,44.66,,Andrew ROCK,23 JAN 1982,USA,1,,Eagle Rock (USA),05 JUN 2004,1203
10,44.72,,Jerry HARRIS,29 OCT 1981,USA,1f2,,Stockholm (SWE),27 JUL 2004,1199
11,44.74,,Michael BLACKWOOD,29 AUG 1976,JAM,2,,"Crystal Palace, London (GBR)",30 JUL 2004,1198
12,44.76,,Brandon SIMPSON,06 SEP 1981,BRN,5,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1196
13,44.80,,Gary KIKAYA,04 FEB 1978,COD,2,,Madrid (ESP),17 JUL 2004,1194
14,44.82,,Jason BARTON,09 APR 1982,USA,2,,"Tucson, AZ (USA)",15 MAY 2004,1192
15,44.83,,Anton GALKIN,20 FEB 1979,RUS,1,,Tula (RUS),31 JUL 2004,1192
15,44.83,,Davian CLARKE,30 APR 1976,JAM,6,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1192
17,44.88,,Mitch POTTER,16 SEP 1980,USA,1,,"Cedar Falls, IA (USA)",26 JUN 2004,1188
18,44.89,,Craig EVERHART,13 SEP 1983,USA,1,,"Northridge, CA (USA)",29 MAY 2004,1187
19,45.00,,Saul WELGOPWA,14 JUN 1984,NGR,1,,Ratingen (GER),27 JUN 2004,1180
20,45.03,,Eric MILAZAR,01 JUN 1975,MRI,1,,Brazzaville (CGO),16 JUL 2004,1178
21,45.04,,Tim BENJAMIN,02 MAY 1982,GBR,3,,"Crystal Palace, London (GBR)",30 JUL 2004,1177
21,45.04,,Hamdan Odha AL BISHI,05 MAY 1981,KSA,1,,Algiers (ALG),05 OCT 2004,1177
23,45.05,,David NEVILLE,01 JUN 1984,USA,1,,"West Lafayette, IN (USA)",16 MAY 2004,1176
23,45.05,,Carlos SANTA,07 JAN 1978,DOM,1,,"Estadio Iberoamericano, Huelva (ESP)",07 AUG 2004,1176
25,45.06,,David CANAL,07 DEC 1978,ESP,1,,Erfurt (GER),13 JUN 2004,1176
26,45.07,,Ingo SCHULTZ,26 JUL 1975,GER,4,,Madrid (ESP),17 JUL 2004,1175
27,45.09,,Young Talkmore NYONGANI,02 SEP 1983,ZIM,2,,La Chaux-de-Fonds (SUI),08 AUG 2004,1174
27,45.09,,Christopher BROWN,15 OCT 1978,BAH,1h2,,"Olympic Stadium, Athina (GRE)",20 AUG 2004,1174
29,45.11,,Cédric VAN BRANTEGHEM,13 MAR 1979,BEL,3,,La Chaux-de-Fonds (SUI),08 AUG 2004,1172
30,45.14,,Tyree WASHINGTON,28 AUG 1976,USA,1h2,,"Provo, UT (USA)",25 JUN 2004,1170
31,45.16,,Clinton HILL,19 APR 1980,AUS,5,,Madrid (ESP),17 JUL 2004,1169
32,45.19,,Sofiane LABIDI,29 SEP 1977,TUN,1f1,,Sevilla (ESP),05 JUN 2004,1167
